N/A,META,,,,,SUMMARY,,
N/A,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion
,,,,,,,,
0,N/A,24510150800,Baltimore city,Maryland,2020,36,43,29
1,N/A,24510150800,Baltimore city,Maryland,2021,40,48,31
2,N/A,24510150800,Baltimore city,Maryland,2022,34,36,33
3,N/A,24510150800,Baltimore city,Maryland,2023,38,42,33
4,N/A,24510150800,Baltimore city,Maryland,2024,38,40,36
5,N/A,24510250103,Baltimore city,Maryland,2020,48,45,51
6,N/A,24510250103,Baltimore city,Maryland,2021,44,43,46
7,N/A,24510250103,Baltimore city,Maryland,2022,43,43,43
8,N/A,24510250103,Baltimore city,Maryland,2023,40,40,40
9,N/A,24510250103,Baltimore city,Maryland,2024,42,42,41
10,N/A,24510220100,Baltimore city,Maryland,2020,59,52,66
11,N/A,24510220100,Baltimore city,Maryland,2021,68,72,65
12,N/A,24510220100,Baltimore city,Maryland,2022,64,63,65
13,N/A,24510220100,Baltimore city,Maryland,2023,62,59,65
14,N/A,24510220100,Baltimore city,Maryland,2024,61,56,66
15,N/A,24005403500,Baltimore County,Maryland,2020,58,58,59
16,N/A,24005403500,Baltimore County,Maryland,2021,47,45,49
17,N/A,24005403500,Baltimore County,Maryland,2022,44,47,42
18,N/A,24005403500,Baltimore County,Maryland,2023,47,51,43
19,N/A,24005403500,Baltimore County,Maryland,2024,48,60,37
20,N/A,24510250102,Baltimore city,Maryland,2020,34,31,36
21,N/A,24510250102,Baltimore city,Maryland,2021,40,33,47
22,N/A,24510250102,Baltimore city,Maryland,2022,37,40,34
23,N/A,24510250102,Baltimore city,Maryland,2023,41,45,37
24,N/A,24510250102,Baltimore city,Maryland,2024,37,34,40
25,N/A,24510110100,Baltimore city,Maryland,2020,45,35,55
26,N/A,24510110100,Baltimore city,Maryland,2021,44,39,48
27,N/A,24510110100,Baltimore city,Maryland,2022,45,48,42
28,N/A,24510110100,Baltimore city,Maryland,2023,44,43,44
29,N/A,24510110100,Baltimore city,Maryland,2024,43,42,44
30,N/A,24510250600,Baltimore city,Maryland,2020,N/A,34,52
31,N/A,24510250600,Baltimore city,Maryland,2021,N/A,76,52
32,N/A,24510250600,Baltimore city,Maryland,2022,N/A,68,40
33,N/A,24510250600,Baltimore city,Maryland,2023,N/A,60,40
34,N/A,24510250600,Baltimore city,Maryland,2024,N/A,45,44
35,N/A,24510260401,Baltimore city,Maryland,2020,38,44,32
36,N/A,24510260401,Baltimore city,Maryland,2021,40,42,38
37,N/A,24510260401,Baltimore city,Maryland,2022,34,40,27
38,N/A,24510260401,Baltimore city,Maryland,2023,32,32,33
39,N/A,24510260401,Baltimore city,Maryland,2024,38,43,32
40,N/A,24510160700,Baltimore city,Maryland,2020,32,37,27
41,N/A,24510160700,Baltimore city,Maryland,2021,38,51,25
42,N/A,24510160700,Baltimore city,Maryland,2022,29,33,25
43,N/A,24510160700,Baltimore city,Maryland,2023,32,42,21
44,N/A,24510160700,Baltimore city,Maryland,2024,32,38,27
45,N/A,24510060400,Baltimore city,Maryland,2020,50,56,45
46,N/A,24510060400,Baltimore city,Maryland,2021,40,41,40
47,N/A,24510060400,Baltimore city,Maryland,2022,35,32,38
48,N/A,24510060400,Baltimore city,Maryland,2023,48,56,39
49,N/A,24510060400,Baltimore city,Maryland,2024,45,42,48
50,N/A,24510080301,Baltimore city,Maryland,2020,26,34,17
51,N/A,24510080301,Baltimore city,Maryland,2021,33,47,19
52,N/A,24510080301,Baltimore city,Maryland,2022,31,47,15
53,N/A,24510080301,Baltimore city,Maryland,2023,24,31,18
54,N/A,24510080301,Baltimore city,Maryland,2024,30,38,23
55,N/A,24510260604,Baltimore city,Maryland,2020,42,57,27
56,N/A,24510260604,Baltimore city,Maryland,2021,36,42,29
57,N/A,24510260604,Baltimore city,Maryland,2022,24,25,22
