N/A,META,,,,,SUMMARY,,,PLACE,,,,,,,,,,,,,,,,,,,,,ECONOMY,,,,,,,,,,,,,,,,,,,,,COMMUNITY,,,,,,,,,,,,,,,,,,,,
N/A,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
459,N/A,01073005101,Jefferson County,Alabama,2020,30,25,34,36,22,50,5,1.5,-14.7,38,25.2,30.1,14,4.1,0.9,87,72.8,81.9,4,84.9,56.5,96,55.8,80.5,30,27,34,51,7.4,15,28,N/A,N/A,3,8.1,-26.7,64,3.4,4.3,4,61,5,N/A,N/A,N/A,22,26,18,38,12.2,13.7,15,N/A,N/A,1,87.5,32.8,14,41.6,49.1,40,25.4,21.7,19,94.2,88.9
460,N/A,01073005101,Jefferson County,Alabama,2021,32,23,41,26,4,47,4,0,-32.2,N/A,25.7,N/A,14,4.1,0.9,71,73.3,78.6,8,89.1,70.7,95,55.6,79.6,38,32,44,11,5.3,-8.7,60,N/A,N/A,25,7.1,0,83,5,9.5,6,59,7,N/A,N/A,N/A,32,33,31,5,13.8,-1.6,61,N/A,N/A,1,88.8,41.5,75,41.3,37.2,35,27.5,21.4,14,95,88
461,N/A,01073005101,Jefferson County,Alabama,2022,28,20,37,29,4,54,4,-0.3,-44.8,N/A,31.6,N/A,14,4.1,0.9,97,72.9,87.8,11,90.6,77,95,56.3,81.2,26,23,30,29,-15,-19,17,N/A,N/A,24,17.9,9.1,58,5.1,5.9,3,60,3,N/A,N/A,N/A,30,32,28,1,14.5,-13.1,64,N/A,N/A,1,88.8,40.5,62,41.3,39.4,N/A,27.4,N/A,22,94.9,90.3
462,N/A,01073005101,Jefferson County,Alabama,2023,28,28,27,16,7,26,7,-0.5,-50,N/A,48.8,N/A,14,4.1,0.9,51,72.2,72.4,13,91.7,80.8,N/A,56.7,N/A,21,39,3,14,28.8,0,59,N/A,N/A,45,-8.5,0,N/A,N/A,N/A,3,60,3,N/A,N/A,N/A,44,38,51,1,16.7,-15.5,74,N/A,N/A,N/A,88.8,N/A,95,41.5,32.3,30,27.8,19.7,27,95,91.7
463,N/A,01073005101,Jefferson County,Alabama,2024,22,17,27,16,7,26,7,-0.5,-50,N/A,48.8,N/A,14,4.1,0.9,51,72.2,72.4,13,91.7,80.8,N/A,56.7,N/A,17,31,3,19,-5.8,-11.8,29,N/A,N/A,45,-8.5,0,N/A,N/A,N/A,3,60,3,N/A,N/A,N/A,32,14,51,1,16.7,-15.5,28,N/A,N/A,N/A,88.8,N/A,95,41.5,32.3,30,27.8,19.7,27,95,91.7
464,N/A,01117030212,Shelby County,Alabama,2017,52,50,53,56,63,48,63,2.1,7.1,N/A,-0.4,N/A,20,4.1,1.4,53,71.2,71.9,57,82.9,85.2,64,57.6,63,63,52,74,40,5.9,-2.9,43,N/A,N/A,73,5.7,18.6,55,4,4.3,92,59,95,N/A,N/A,N/A,37,36,38,35,3.3,-2.8,37,N/A,N/A,25,86.3,74.9,53,41.3,40.8,15,25.5,11.7,60,91.2,92.8
465,N/A,01117030212,Shelby County,Alabama,2018,45,37,53,36,25,48,25,2.1,-3.6,N/A,5.4,N/A,20,4.1,1.4,48,72,71.4,57,82.9,85.2,68,57,64.1,59,44,74,40,5.9,-2.9,60,N/A,N/A,32,1.6,-18.3,55,4,4.3,92,60,95,N/A,N/A,N/A,38,41,36,35,5.7,-0.5,47,N/A,N/A,23,86.6,74.2,53,41.5,41.1,12,25.5,10.2,58,92.3,93.3
466,N/A,01117030212,Shelby County,Alabama,2019,48,44,51,33,18,48,18,1.8,-7.7,N/A,16.5,N/A,20,4.1,1.4,40,72.5,70.1,64,83.9,87.8,68,56.5,63.5,65,56,74,59,13.7,13.9,74,N/A,N/A,36,8.6,-8.5,55,4,4.3,92,60,95,N/A,N/A,N/A,44,58,31,38,9.2,3.8,77,N/A,N/A,18,87,71.1,48,41.6,41.9,5,25.3,4.5,52,93.3,93.6
467,N/A,01117030212,Shelby County,Alabama,2020,40,35,46,36,24,48,24,1.5,-4.8,N/A,25.2,N/A,20,4.1,1.4,36,72.8,69.2,68,84.9,89.5,69,55.8,63.5,53,43,63,50,7.4,3.5,44,N/A,N/A,35,8.1,-8.1,32,3.4,2.5,94,61,96,N/A,N/A,N/A,32,38,26,46,12.2,9.9,31,N/A,N/A,17,87.5,71.3,37,41.6,43.8,9,25.4,8.4,39,94.2,92.7
468,N/A,01117030212,Shelby County,Alabama,2021,52,50,53,38,34,42,59,0,3.7,8,25.7,-19.3,20,4.1,1.4,27,73.3,66.6,54,89.1,90,66,55.6,61.9,77,68,86,55,5.3,4.2,60,N/A,N/A,88,7.1,65.8,76,5,8.1,97,59,98,N/A,N/A,N/A,40,49,30,53,13.8,14.3,45,N/A,N/A,20,88.8,76.5,29,41.3,45.1,36,27.5,21.7,33,95,92.8
469,N/A,01117030212,Shelby County,Alabama,2022,54,57,50,56,70,42,70,-0.3,9.9,N/A,31.6,N/A,20,4.1,1.4,48,72.9,72.4,42,90.6,88.8,58,56.3,59.2,65,52,78,81,-15,6.5,31,N/A,N/A,43,17.9,5.3,59,5.1,6.1,96,60,97,N/A,N/A,N/A,40,50,29,69,14.5,23.3,31,N/A,N/A,35,88.8,84.1,30,41.3,45,26,27.4,17.5,25,94.9,91
470,N/A,01117030212,Shelby County,Alabama,2023,58,64,53,54,75,33,75,-0.5,17.4,N/A,48.8,N/A,20,4.1,1.4,25,72.2,64.7,32,91.7,87.9,56,56.7,58.9,65,54,76,36,28.8,4.5,83,N/A,N/A,42,-8.5,-21.7,56,3.9,4.3,96,60,97,N/A,N/A,N/A,57,64,50,57,16.7,19.1,72,N/A,N/A,43,88.8,86.7,37,41.5,43.8,75,27.8,41,43,95,94.1
471,N/A,01117030212,Shelby County,Alabama,2024,56,58,53,54,75,33,75,-0.5,17.4,N/A,48.8,N/A,20,4.1,1.4,25,72.2,64.7,32,91.7,87.9,56,56.7,58.9,62,47,76,39,-5.8,-11.6,61,N/A,N/A,42,-8.5,-21.7,56,3.6,4.1,96,60,97,N/A,N/A,N/A,52,53,50,57,16.7,19.1,49,N/A,N/A,43,88.8,86.7,37,41.5,43.8,75,27.8,41,43,95,94.1
472,N/A,01073010703,Jefferson County,Alabama,2017,56,47,66,58,40,75,44,2.1,3.7,35,-0.4,-16.9,31,4.1,2.2,80,71.2,78.4,91,82.9,94.5,99,57.6,90.1,54,56,52,59,5.9,5.5,36,N/A,N/A,74,5.7,15.6,6,4,1.4,98,59,99,N/A,N/A,N/A,57,44,70,41,3.3,-6.2,46,N/A,N/A,87,86.3,95.4,22,41.3,46.4,69,25.5,33.3,100,91.2,99.9
473,N/A,01073010703,Jefferson County,Alabama,2018,58,47,68,63,48,78,56,2.1,7.8,41,5.4,-7.8,31,4.1,2.2,90,72,82.3,91,82.9,94.5,100,57,90.4,54,57,52,59,5.9,5.5,43,N/A,N/A,68,1.6,5.8,6,4,1.4,98,60,99,N/A,N/A,N/A,54,36,73,36,5.7,-7.8,36,N/A,N/A,88,86.6,95.6,26,41.5,45.7,79,25.5,38.4,100,92.3,99.7
474,N/A,01073010703,Jefferson County,Alabama,2019,62,55,68,68,56,80,62,1.8,10.7,51,16.5,12.6,31,4.1,2.2,94,72.5,84.6,93,83.9,95.4,100,56.5,92.2,59,66,52,77,13.7,25,72,N/A,N/A,50,8.6,0.6,6,4,1.4,98,60,99,N/A,N/A,N/A,58,42,73,48,9.2,2.9,35,N/A,N/A,90,87,96.1,31,41.6,44.7,72,25.3,34.4,99,93.3,99.6
475,N/A,01073010703,Jefferson County,Alabama,2020,63,58,68,71,62,80,62,1.5,10.1,62,25.2,33.8,31,4.1,2.2,93,72.8,84.4,95,84.9,96.2,100,55.8,93.3,52,55,50,90,7.4,51,34,N/A,N/A,42,8.1,-5.4,3,3.4,0.9,98,61,99,N/A,N/A,N/A,66,57,74,58,12.2,9.7,56,N/A,N/A,92,87.5,96.8,39,41.6,43.5,64,25.4,31,99,94.2,99.5
476,N/A,01073010703,Jefferson County,Alabama,2021,66,60,72,72,64,80,58,0,7,71,25.7,51.3,31,4.1,2.2,92,73.3,85.3,98,89.1,98.8,100,55.6,94.6,57,51,63,29,5.3,-16.4,33,N/A,N/A,91,7.1,66.2,28,5,3.3,98,59,99,N/A,N/A,N/A,70,65,74,69,13.8,15.8,61,N/A,N/A,96,88.8,98.1,74,41.3,37.3,28,27.5,18.5,98,95,99.7
477,N/A,01073010703,Jefferson County,Alabama,2022,58,46,71,68,58,78,42,-0.3,1.1,73,31.6,63.7,31,4.1,2.2,93,72.9,85.2,87,90.6,96.8,100,56.3,92.5,48,33,64,42,-15,-23.5,26,N/A,N/A,30,17.9,-19.5,32,5.1,3.6,95,60,97,N/A,N/A,N/A,59,46,72,67,14.5,15.8,24,N/A,N/A,82,88.8,95.3,66,41.3,38.9,45,27.4,25.2,95,94.9,99.3
478,N/A,01073010703,Jefferson County,Alabama,2023,64,60,68,63,50,76,34,-0.5,-1.6,67,48.8,70.3,31,4.1,2.2,89,72.2,83.1,86,91.7,97.1,100,56.7,92.6,59,56,62,43,28.8,12.9,74,N/A,N/A,52,-8.5,-15.7,28,3.9,2.5,95,60,97,N/A,N/A,N/A,70,74,67,66,16.7,17.5,82,N/A,N/A,81,88.8,95.2,49,41.5,41.6,46,27.8,26.1,91,95,98.9
479,N/A,01073010703,Jefferson County,Alabama,2024,64,59,69,63,50,76,34,-0.5,-1.6,67,48.8,70.3,31,4.1,2.2,89,72.2,83.1,86,91.7,97.1,100,56.7,92.6,59,53,65,53,-5.8,-7.6,53,N/A,N/A,52,-8.5,-15.7,35,3.6,2.7,95,60,97,N/A,N/A,N/A,70,74,67,66,16.7,17.5,81,N/A,N/A,81,88.8,95.2,49,41.5,41.6,46,27.8,26.1,91,95,98.9
480,N/A,01073014413,Jefferson County,Alabama,2017,70,68,71,75,86,64,90,2.1,10.8,83,-0.4,15.4,7,4.1,0.4,77,71.2,77.6,91,82.9,94.6,83,57.6,71.5,58,56,60,66,5.9,8.2,59,N/A,N/A,44,5.7,-7.1,27,4,2.7,92,59,95,N/A,N/A,N/A,75,62,88,78,3.3,10,45,N/A,N/A,98,86.3,98.6,87,41.3,35.4,79,25.5,38.9,89,91.2,97
481,N/A,01073014413,Jefferson County,Alabama,2018,70,69,71,76,86,66,90,2.1,10.5,82,5.4,23.7,7,4.1,0.4,84,72,80.3,91,82.9,94.6,82,57,70.8,61,62,60,66,5.9,8.2,67,N/A,N/A,53,1.6,-2.8,27,4,2.7,94,60,96,N/A,N/A,N/A,74,60,87,86,5.7,18.1,33,N/A,N/A,100,86.6,99.3,86,41.5,35.8,76,25.5,36.7,85,92.3,96.9
482,N/A,01073014413,Jefferson County,Alabama,2019,72,74,71,70,74,67,86,1.8,8,62,16.5,13.1,7,4.1,0.4,90,72.5,82.7,92,83.9,95.1,79,56.5,68.6,66,73,60,61,13.7,13.6,81,N/A,N/A,78,8.6,22.9,27,4,2.7,94,60,96,N/A,N/A,N/A,80,74,86,82,9.2,18.9,67,N/A,N/A,99,87,98.7,84,41.6,36.3,74,25.3,35.5,89,93.3,97.8
483,N/A,01073014413,Jefferson County,Alabama,2020,68,66,70,70,74,66,81,1.5,5.6,68,25.2,28.7,7,4.1,0.4,91,72.8,83.1,92,84.9,95.3,76,55.8,66.8,60,61,58,42,7.4,-1.3,61,N/A,N/A,80,8.1,25,22,3.4,2,95,61,97,N/A,N/A,N/A,74,62,86,74,12.2,17.7,49,N/A,N/A,93,87.5,96.9,80,41.6,37.1,80,25.4,39.2,90,94.2,98.2
484,N/A,01073014413,Jefferson County,Alabama,2021,54,50,58,48,36,59,38,0,-14.2,35,25.7,-37.7,7,4.1,0.4,83,73.3,81.9,92,89.1,97.3,54,55.6,57.3,56,61,50,72,5.3,10.1,42,N/A,N/A,68,7.1,13.5,10,5,1.8,91,59,94,N/A,N/A,N/A,58,52,64,42,13.8,5.7,62,N/A,N/A,58,88.8,90.8,67,41.3,38.5,65,27.5,34.3,65,95,96.6
485,N/A,01073014413,Jefferson County,Alabama,2022,48,42,54,48,37,58,38,-0.3,-29.8,36,31.6,-32.6,7,4.1,0.4,82,72.9,81.4,91,90.6,97.6,53,56.3,57.3,52,56,48,82,-15,1.8,32,N/A,N/A,54,17.9,12.3,9,5.1,1.8,88,60,92,N/A,N/A,N/A,45,33,57,33,14.5,-0.8,33,N/A,N/A,51,88.8,89.2,60,41.3,39.7,56,27.4,30.3,61,94.9,96.1
486,N/A,01073014413,Jefferson County,Alabama,2023,53,45,61,48,36,59,38,-0.5,-45.9,35,48.8,-25.6,7,4.1,0.4,81,72.2,80.5,90,91.7,97.8,58,56.7,59.9,54,53,54,47,28.8,16.3,81,N/A,N/A,30,-8.5,-57.2,20,3.9,2.1,88,60,92,N/A,N/A,N/A,58,46,69,32,16.7,-2.6,60,N/A,N/A,69,88.8,92.9,63,41.5,39.4,78,27.8,43.3,67,95,96.7
487,N/A,01073014413,Jefferson County,Alabama,2024,54,47,61,48,36,59,38,-0.5,-45.9,35,48.8,-25.6,7,4.1,0.4,81,72.2,80.5,90,91.7,97.8,58,56.7,59.9,55,54,56,63,-5.8,-5.2,68,N/A,N/A,30,-8.5,-57.2,25,3.6,2.2,88,60,92,N/A,N/A,N/A,60,50,69,32,16.7,-2.6,69,N/A,N/A,69,88.8,92.9,63,41.5,39.4,78,27.8,43.3,67,95,96.7
488,N/A,01073004901,Jefferson County,Alabama,2017,48,51,44,52,46,59,27,2.1,0.5,65,-0.4,34.6,24,4.1,1.6,98,71.2,88.2,14,82.9,65.1,100,57.6,93.1,48,50,46,51,5.9,1.8,48,N/A,N/A,51,5.7,0,1,4,0.8,91,59,94,N/A,N/A,N/A,43,58,28,49,3.3,0.3,66,N/A,N/A,34,86.3,80.2,15,41.3,48.5,18,25.5,13.4,44,91.2,90.1
489,N/A,01073004901,Jefferson County,Alabama,2018,50,58,42,52,46,59,34,2.1,2,59,5.4,33,24,4.1,1.6,99,72,88.7,14,82.9,65.1,99,57,89.5,52,58,46,51,5.9,1.8,39,N/A,N/A,85,1.6,29,1,4,0.8,91,60,94,N/A,N/A,N/A,46,70,22,66,5.7,9.1,73,N/A,N/A,34,86.6,80.2,7,41.5,52.2,12,25.5,10.3,34,92.3,89.6
490,N/A,01073004901,Jefferson County,Alabama,2019,43,45,41,48,38,59,19,1.8,-2,58,16.5,46.2,24,4.1,1.6,98,72.5,87.3,16,83.9,68.8,99,56.5,87.1,42,38,45,39,13.7,3.4,26,N/A,N/A,50,8.6,2.5,1,4,0.8,89,60,93,N/A,N/A,N/A,38,58,18,66,9.2,12.6,51,N/A,N/A,35,87,81.6,5,41.6,54.2,5,25.3,5,27,93.3,89.6
491,N/A,01073004901,Jefferson County,Alabama,2020,48,52,44,52,46,58,24,1.5,-0.9,68,25.2,123.6,24,4.1,1.6,92,72.8,83.7,18,84.9,72,99,55.8,86.9,54,49,59,88,7.4,38.3,23,N/A,N/A,35,8.1,-9.8,30,3.4,2.4,88,61,92,N/A,N/A,N/A,38,62,14,77,12.2,21.1,46,N/A,N/A,36,87.5,82.5,2,41.6,56.8,1,25.4,0,19,94.2,89
492,N/A,01073004901,Jefferson County,Alabama,2021,50,52,49,40,31,50,15,0,-6.9,47,25.7,40.2,24,4.1,1.6,58,73.3,75.3,17,89.1,78.1,99,55.6,88.7,73,68,78,48,5.3,0.6,69,N/A,N/A,87,7.1,54.1,70,5,7.2,85,59,89,N/A,N/A,N/A,38,58,18,75,13.8,21.9,42,N/A,N/A,37,88.8,84.7,2,41.3,57.5,N/A,27.5,N/A,15,95,88.4
493,N/A,01073004901,Jefferson County,Alabama,2022,40,33,47,32,16,49,12,-0.3,-11.1,19,31.6,3.9,24,4.1,1.6,56,72.9,74.5,17,90.6,80.7,100,56.3,92.1,58,40,76,59,-15,-15.6,35,N/A,N/A,27,17.9,-23.7,56,5.1,5.7,95,60,96,N/A,N/A,N/A,30,43,17,59,14.5,15.3,27,N/A,N/A,25,88.8,79.9,3,41.3,56.8,N/A,27.4,N/A,22,94.9,90.3
494,N/A,01073004901,Jefferson County,Alabama,2023,44,42,46,38,21,55,12,-0.5,-13.7,30,48.8,37.2,24,4.1,1.6,68,72.2,76.8,29,91.7,87.1,100,56.7,91.8,64,58,69,38,28.8,4.3,79,N/A,N/A,57,-8.5,-9.8,43,3.9,3.4,95,60,96,N/A,N/A,N/A,30,47,13,33,16.7,3.7,61,N/A,N/A,22,88.8,78.1,1,41.5,59.7,N/A,27.8,N/A,17,95,88.9
495,N/A,01073004901,Jefferson County,Alabama,2024,45,45,45,38,21,55,12,-0.5,-13.7,30,48.8,37.2,24,4.1,1.6,68,72.2,76.8,29,91.7,87.1,100,56.7,91.8,66,66,67,87,-5.8,15.6,55,N/A,N/A,57,-8.5,-9.8,39,3.6,2.9,95,60,96,N/A,N/A,N/A,30,48,13,33,16.7,3.7,64,N/A,N/A,22,88.8,78.1,1,41.5,59.7,N/A,27.8,N/A,17,95,88.9
496,N/A,01073005103,Jefferson County,Alabama,2017,48,52,45,61,67,55,61,2.1,8.7,73,-0.4,53.6,49,4.1,4,67,71.2,75.2,8,82.9,59,97,57.6,83.7,56,55,57,64,5.9,27.8,52,N/A,N/A,49,5.7,16.7,88,4,8.3,26,59,33,N/A,N/A,N/A,29,34,24,10,3.3,-16.4,58,N/A,N/A,18,86.3,69.1,47,41.3,41.7,4,25.5,4.4,27,91.2,86.5
497,N/A,01073005103,Jefferson County,Alabama,2018,48,49,48,60,62,57,57,2.1,6.6,68,5.4,45.5,49,4.1,4,73,72,77.4,8,82.9,59,98,57,84.5,48,40,56,64,5.9,27.8,12,N/A,N/A,44,1.6,7.1,88,4,8.3,24,60,31,N/A,N/A,N/A,38,45,32,13,5.7,-8.3,77,N/A,N/A,21,86.6,72.8,44,41.5,42.4,45,25.5,23.6,19,92.3,85.9
498,N/A,01073005103,Jefferson County,Alabama,2019,46,41,52,50,44,56,51,1.8,4.5,36,16.5,10.1,49,4.1,4,71,72.5,77.4,8,83.9,59.9,98,56.5,85.4,45,35,55,20,13.7,4.3,18,N/A,N/A,68,8.6,113.3,88,4,8.3,22,60,28,N/A,N/A,N/A,45,45,45,15,9.2,-2.8,75,N/A,N/A,26,87,76.4,45,41.6,42.4,96,25.3,58.4,12,93.3,85.5
499,N/A,01073005103,Jefferson County,Alabama,2020,48,44,52,42,26,57,29,1.5,-1.6,24,25.2,4,49,4.1,4,73,72.8,78,6,84.9,60.2,99,55.8,85.9,48,44,52,55,7.4,16.7,62,N/A,N/A,15,8.1,-6.2,88,3.4,7.1,17,61,23,N/A,N/A,N/A,55,62,48,52,12.2,16.5,71,N/A,N/A,33,87.5,81.5,48,41.6,41.9,100,25.4,100,12,94.2,86.9
500,N/A,01073005103,Jefferson County,Alabama,2021,44,40,48,41,36,46,50,0,2.4,23,25.7,-3.6,49,4.1,4,40,73.3,70.7,12,89.1,75.1,82,55.6,69.7,41,33,49,57,5.3,14.3,37,N/A,N/A,5,7.1,-26.7,82,5,9.4,16,59,21,N/A,N/A,N/A,50,52,48,27,13.8,7.8,78,N/A,N/A,17,88.8,73.8,70,41.3,38,97,27.5,73.8,8,95,84.9
501,N/A,01073005103,Jefferson County,Alabama,2022,36,34,38,42,42,42,65,-0.3,9.4,20,31.6,-4.6,49,4.1,4,43,72.9,71,10,90.6,75.9,68,56.3,63.5,44,39,48,59,-15,0,13,N/A,N/A,44,17.9,27.3,80,5.1,9.4,15,60,19,N/A,N/A,N/A,22,20,25,18,14.5,3.5,22,N/A,N/A,11,88.8,68.5,34,41.3,44.2,49,27.4,26.8,5,94.9,82.6
502,N/A,01073005103,Jefferson County,Alabama,2023,42,43,42,45,44,46,69,-0.5,15.9,18,48.8,2.1,49,4.1,4,55,72.2,73.6,8,91.7,76.9,70,56.7,65.1,50,46,54,15,28.8,0,57,N/A,N/A,67,-8.5,64.3,94,3.9,12.5,15,60,19,N/A,N/A,N/A,32,38,25,11,16.7,-3.9,66,N/A,N/A,7,88.8,63.1,52,41.5,41.2,N/A,27.8,N/A,16,95,88.7
503,N/A,01073005103,Jefferson County,Alabama,2024,38,35,42,45,44,46,69,-0.5,15.9,18,48.8,2.1,49,4.1,4,55,72.2,73.6,8,91.7,76.9,70,56.7,65.1,49,44,54,55,-5.8,0,10,N/A,N/A,67,-8.5,64.3,94,3.6,12.5,15,60,19,N/A,N/A,N/A,22,18,25,11,16.7,-3.9,25,N/A,N/A,7,88.8,63.1,52,41.5,41.2,N/A,27.8,N/A,16,95,88.7
504,N/A,01073003100,Jefferson County,Alabama,2017,36,47,25,44,49,40,69,2.1,9.5,29,-0.4,-6.3,21,4.1,1.4,46,71.2,70.2,13,82.9,64.7,81,57.6,70.9,28,39,17,69,5.9,25.8,40,N/A,N/A,8,5.7,-21.1,25,4,2.6,9,59,11,N/A,N/A,N/A,36,54,19,37,3.3,2.9,71,N/A,N/A,9,86.3,60.2,11,41.3,49.9,29,25.5,17.7,27,91.2,86.6
505,N/A,01073003100,Jefferson County,Alabama,2018,34,43,25,42,44,41,66,2.1,8.1,23,5.4,-7.2,21,4.1,1.4,55,72,73.2,13,82.9,64.7,74,57,66.8,36,55,17,69,5.9,25.8,29,N/A,N/A,67,1.6,60,25,4,2.6,9,60,11,N/A,N/A,N/A,24,30,18,25,5.7,0.8,34,N/A,N/A,10,86.6,61.7,15,41.5,48.7,27,25.5,17.1,21,92.3,86.7
506,N/A,01073003100,Jefferson County,Alabama,2019,30,35,25,46,51,41,74,1.8,12.9,28,16.5,7.5,21,4.1,1.4,49,72.5,72.3,16,83.9,68.5,77,56.5,67.7,20,25,16,19,13.7,0,51,N/A,N/A,5,8.6,-25,25,4,2.6,8,60,10,N/A,N/A,N/A,24,30,18,10,9.2,-5.1,50,N/A,N/A,9,87,60.9,19,41.6,47.5,26,25.3,16.5,18,93.3,87.3
507,N/A,01073003100,Jefferson County,Alabama,2020,32,37,26,38,38,38,42,1.5,0.2,33,25.2,20.9,21,4.1,1.4,34,72.8,68.8,13,84.9,68,82,55.8,69.6,36,51,20,34,7.4,2.6,59,N/A,N/A,60,8.1,33.3,31,3.4,2.5,8,61,10,N/A,N/A,N/A,20,21,20,9,12.2,-3.5,33,N/A,N/A,8,87.5,62.1,33,41.6,44.5,24,25.4,15.9,17,94.2,88.4
508,N/A,01073003100,Jefferson County,Alabama,2021,29,32,26,40,43,38,44,0,-0.9,42,25.7,32.9,21,4.1,1.4,22,73.3,64.7,12,89.1,75.1,96,55.6,80.9,23,34,12,26,5.3,-2.5,17,N/A,N/A,60,7.1,37.5,19,5,2.6,5,59,6,N/A,N/A,N/A,23,18,28,8,13.8,-3,28,N/A,N/A,11,88.8,68.8,55,41.3,40.5,N/A,27.5,N/A,18,95,89.4
509,N/A,01073003100,Jefferson County,Alabama,2022,30,31,28,36,37,34,29,-0.3,-7.6,45,31.6,43.7,21,4.1,1.4,10,72.9,58.3,9,90.6,75.5,95,56.3,80.1,32,36,27,65,-15,0,10,N/A,N/A,33,17.9,15.2,50,5.1,5.1,4,60,4,N/A,N/A,N/A,22,20,24,16,14.5,3.7,24,N/A,N/A,5,88.8,59.8,66,41.3,38.8,N/A,27.4,N/A,2,94.9,78.1
510,N/A,01073003100,Jefferson County,Alabama,2023,38,47,29,43,50,36,45,-0.5,-1.1,56,48.8,89,21,4.1,1.4,19,72.2,62.5,11,91.7,79.5,93,56.7,79,35,40,30,33,28.8,17.9,72,N/A,N/A,15,-8.5,-29,56,3.9,4.3,4,60,4,N/A,N/A,N/A,35,50,20,18,16.7,6,82,N/A,N/A,8,88.8,65,47,41.5,41.9,N/A,27.8,N/A,4,95,81.4
511,N/A,01073003100,Jefferson County,Alabama,2024,38,42,34,43,50,36,45,-0.5,-1.1,56,48.8,89,21,4.1,1.4,19,72.2,62.5,11,91.7,79.5,93,56.7,79,40,33,47,19,-5.8,-15.2,64,N/A,N/A,15,-8.5,-29,90,3.6,10.3,4,60,4,N/A,N/A,N/A,32,44,20,18,16.7,6,71,N/A,N/A,8,88.8,65,47,41.5,41.9,N/A,27.8,N/A,4,95,81.4
512,N/A,01073010802,Jefferson County,Alabama,2017,63,61,65,57,52,62,31,2.1,-1.5,74,-0.4,6.3,42,4.1,3.2,44,71.2,69.7,64,82.9,87.1,100,57.6,91.4,68,68,67,56,5.9,2,71,N/A,N/A,77,5.7,15,42,4,3.6,92,59,95,N/A,N/A,N/A,65,64,66,36,3.3,-12.2,92,N/A,N/A,97,86.3,97.9,13,41.3,48.9,56,25.5,27.9,98,91.2,98.9
513,N/A,01073010802,Jefferson County,Alabama,2018,56,46,65,56,51,62,27,2.1,-2.7,75,5.4,15.1,42,4.1,3.2,43,72,70.3,64,82.9,87.1,99,57,89,56,45,66,56,5.9,2,27,N/A,N/A,53,1.6,-5.5,42,4,3.6,91,60,94,N/A,N/A,N/A,54,41,66,49,5.7,-0.5,33,N/A,N/A,96,86.6,97.5,12,41.5,49.4,57,25.5,28.2,98,92.3,99
514,N/A,01073010802,Jefferson County,Alabama,2019,57,50,64,46,29,62,19,1.8,-6.7,39,16.5,-16,42,4.1,3.2,42,72.5,70.6,63,83.9,87.5,99,56.5,88.6,60,56,65,58,13.7,10.8,27,N/A,N/A,83,8.6,23,42,4,3.6,88,60,92,N/A,N/A,N/A,64,65,64,65,9.2,9.1,65,N/A,N/A,94,87,97,14,41.6,49,52,25.3,26.2,98,93.3,99.2
515,N/A,01073010802,Jefferson County,Alabama,2020,58,48,69,46,29,64,16,1.5,-9.2,42,25.2,-4.4,42,4.1,3.2,53,72.8,73.5,61,84.9,87.7,99,55.8,87.8,58,45,72,48,7.4,0,38,N/A,N/A,49,8.1,-2.4,59,3.4,4,86,61,91,N/A,N/A,N/A,70,71,70,91,12.2,26.1,51,N/A,N/A,92,87.5,96.7,15,41.6,48.8,75,25.4,36.2,98,94.2,99.3
516,N/A,01073010802,Jefferson County,Alabama,2021,66,71,62,56,52,60,26,0,-6.8,79,25.7,48.5,42,4.1,3.2,43,73.3,71.4,56,89.1,90.4,100,55.6,94.2,69,70,68,80,5.3,12.9,37,N/A,N/A,93,7.1,50.9,51,5,5.1,85,59,89,N/A,N/A,N/A,74,90,59,95,13.8,35.1,85,N/A,N/A,52,88.8,89.2,2,41.3,57.9,92,27.5,57.3,91,95,98.9
