N/A,META,,,,,SUMMARY,,,PLACE,,,,,,,,,,,,,,,,,,,,,ECONOMY,,,,,,,,,,,,,,,,,,,,,COMMUNITY,,,,,,,,,,,,,,,,,,,,
N/A,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
1576,N/A,26163526400,Wayne County,Michigan,2017,34,40,27,38,44,32,18,2.1,-2.7,70,-0.4,122.7,33,4.1,2.4,38,71.2,68.4,4,82.9,50,52,57.6,58.3,16,29,3,23,5.9,0,47,N/A,N/A,16,5.7,-9.1,N/A,N/A,N/A,4,59,4,2,20.1,5.7,47,48,46,51,3.3,10,44,N/A,N/A,11,86.3,62.9,87,41.3,35.3,65,25.5,31.6,20,91.2,84.5
1577,N/A,26163526400,Wayne County,Michigan,2018,30,29,30,30,24,35,5,2.1,-11.1,42,5.4,10.3,33,4.1,2.4,26,72,65.8,4,82.9,50,76,57,67.9,18,30,5,23,5.9,0,65,N/A,N/A,2,1.6,-50,N/A,N/A,N/A,8,60,10,2,20.1,5.7,40,32,49,44,5.7,9.3,21,N/A,N/A,16,86.6,68.4,95,41.5,33.1,53,25.5,26.8,31,92.3,89
1578,N/A,26163526400,Wayne County,Michigan,2019,28,27,30,24,12,37,4,1.8,-13.6,19,16.5,-2.5,33,4.1,2.4,34,72.5,68.5,5,83.9,54.6,77,56.5,67.6,26,48,3,10,13.7,0,66,N/A,N/A,68,8.6,140,N/A,N/A,N/A,4,60,5,2,20.1,5.7,36,20,51,23,9.2,5.2,16,N/A,N/A,14,87,67.3,91,41.6,34.6,57,25.3,27.8,42,93.3,92.2
1579,N/A,26163526400,Wayne County,Michigan,2020,33,36,30,39,36,42,3,1.5,-16.1,68,25.2,147.9,33,4.1,2.4,52,72.8,73.3,4,84.9,56.3,78,55.8,67.8,18,33,2,37,7.4,8.3,50,N/A,N/A,12,8.1,-8.3,N/A,N/A,N/A,2,61,2,3,20.6,6.5,42,38,46,29,12.2,10.2,46,N/A,N/A,10,87.5,64.7,77,41.6,37.5,49,25.4,25,49,94.2,94
1580,N/A,26163526400,Wayne County,Michigan,2021,30,35,25,34,12,56,12,0,-9.9,N/A,25.7,N/A,33,4.1,2.4,97,73.3,88,8,89.1,71.1,88,55.6,73.9,14,27,2,41,5.3,7.7,39,N/A,N/A,2,7.1,-45.5,N/A,N/A,N/A,1,59,1,3,20.6,5.6,42,66,18,66,13.8,44,65,N/A,N/A,5,88.8,59,2,41.3,58.1,21,27.5,15.6,46,95,94.5
1581,N/A,26163526400,Wayne County,Michigan,2022,33,42,24,41,24,58,24,-0.3,-4.3,N/A,31.6,N/A,33,4.1,2.4,98,72.9,89.3,10,90.6,76.4,92,56.3,77.8,25,48,2,22,-15,-21.4,59,N/A,N/A,64,17.9,83.3,N/A,N/A,N/A,2,60,2,3,21.1,6.9,32,54,11,67,14.5,85,42,N/A,N/A,4,88.8,57.5,2,41.3,58.2,18,27.4,14.3,20,94.9,89.8
1582,N/A,26163526400,Wayne County,Michigan,2023,34,47,20,46,44,49,44,-0.5,2.5,N/A,48.8,N/A,33,4.1,2.4,92,72.2,84.3,22,91.7,84.8,N/A,56.7,N/A,28,54,2,43,28.8,36.4,52,N/A,N/A,66,-8.5,45.5,N/A,N/A,N/A,2,60,2,3,20.7,6.9,26,44,8,67,16.7,124,22,N/A,N/A,4,88.8,57.5,1,41.5,60.2,N/A,27.8,N/A,18,95,89.4
1583,N/A,26163526400,Wayne County,Michigan,2024,36,46,25,46,44,49,44,-0.5,2.5,N/A,48.8,N/A,33,4.1,2.4,92,72.2,84.3,22,91.7,84.8,N/A,56.7,N/A,32,47,18,6,-5.8,-20,68,N/A,N/A,66,-8.5,45.5,N/A,N/A,N/A,2,60,2,34,1.3,0.9,27,46,8,67,16.7,124,24,N/A,N/A,4,88.8,57.5,1,41.5,60.2,N/A,27.8,N/A,18,95,89.4
1584,Yes,26099264000,Macomb County,Michigan,2017,38,41,35,32,22,41,41,2.1,3.2,2,-0.4,-68,15,4.1,1,65,71.2,74.8,13,82.9,64.7,72,57.6,66.5,50,58,41,51,5.9,10.3,52,N/A,N/A,70,5.7,57.1,93,4,9.7,8,59,9,23,20.1,14.6,33,43,23,26,3.3,-0.6,60,N/A,N/A,8,86.3,58.3,45,41.3,42.1,19,25.5,13.7,21,91.2,84.9
1585,Yes,26099264000,Macomb County,Michigan,2018,38,40,35,28,19,38,36,2.1,2,2,5.4,-63.8,15,4.1,1,49,72,71.7,13,82.9,64.7,77,57,68.4,41,41,41,51,5.9,10.3,63,N/A,N/A,9,1.6,-33.3,93,4,9.7,8,60,10,23,20.1,14.6,43,59,27,33,5.7,4.6,85,N/A,N/A,7,86.6,57.4,53,41.5,41.1,26,25.5,16.5,23,92.3,87.2
1586,Yes,26099264000,Macomb County,Michigan,2019,35,35,35,32,28,36,51,1.8,5.6,6,16.5,-21.4,15,4.1,1,44,72.5,70.9,12,83.9,65.1,73,56.5,65.8,42,42,42,14,13.7,-3.1,55,N/A,N/A,58,8.6,22.7,93,4,9.7,10,60,13,23,20.1,14.6,31,34,28,31,9.2,7.1,37,N/A,N/A,8,87,60.8,51,41.6,41.5,30,25.3,18,22,93.3,88.5
1587,Yes,26099264000,Macomb County,Michigan,2020,40,48,33,30,28,33,39,1.5,2.1,16,25.2,3.2,15,4.1,1,38,72.8,70,12,84.9,67,66,55.8,62.2,46,53,39,61,7.4,19.4,59,N/A,N/A,39,8.1,7.4,76,3.4,5.4,20,61,26,21,20.6,14.5,46,64,28,46,12.2,16.2,83,N/A,N/A,10,87.5,64.1,52,41.6,41.4,26,25.4,16.6,26,94.2,90.6
1588,Yes,26099264000,Macomb County,Michigan,2021,42,53,31,31,38,24,36,0,-0.1,41,25.7,35.4,15,4.1,1,35,73.3,69,7,89.1,70.6,40,55.6,51.4,44,47,41,12,5.3,-16.2,75,N/A,N/A,55,7.1,20.7,92,5,12.9,10,59,13,20,20.6,14.3,50,73,27,59,13.8,25.7,87,N/A,N/A,23,88.8,78.2,63,41.3,39.2,10,27.5,10.8,12,95,87.4
1589,Yes,26099264000,Macomb County,Michigan,2022,33,38,28,38,52,24,42,-0.3,1.3,61,31.6,101.1,15,4.1,1,42,72.9,70.9,4,90.6,67.4,35,56.3,50.2,30,27,32,47,-15,-12.9,16,N/A,N/A,17,17.9,-2.9,70,5.1,7.4,6,60,7,21,21.1,14.9,32,36,28,50,14.5,21.3,22,N/A,N/A,23,88.8,78.4,76,41.3,37.1,3,27.4,6.1,9,94.9,85.5
1590,Yes,26099264000,Macomb County,Michigan,2023,40,45,34,38,48,28,31,-0.5,-2.5,64,48.8,162.8,15,4.1,1,40,72.2,69.6,10,91.7,78.8,47,56.7,55.5,43,52,34,35,28.8,22.2,74,N/A,N/A,48,-8.5,-2.9,73,3.9,6.1,6,60,7,22,20.7,14.9,36,34,39,46,16.7,21.7,23,N/A,N/A,20,88.8,77.1,88,41.5,34.7,N/A,27.8,N/A,9,95,85.4
1591,Yes,26099264000,Macomb County,Michigan,2024,47,56,38,38,48,28,31,-0.5,-2.5,64,48.8,162.8,15,4.1,1,40,72.2,69.6,10,91.7,78.8,47,56.7,55.5,54,60,48,67,-5.8,9.1,65,N/A,N/A,48,-8.5,-2.9,86,3.6,8.3,6,60,7,52,1.3,1.3,49,59,39,46,16.7,21.7,72,N/A,N/A,20,88.8,77.1,88,41.5,34.7,N/A,27.8,N/A,9,95,85.4
1592,Yes,26163541200,Wayne County,Michigan,2017,26,29,23,26,3,49,4,2.1,-14.9,2,-0.4,-80.8,72,4.1,8.3,69,71.2,75.6,13,82.9,64.4,42,57.6,54.4,26,39,12,44,5.9,6.5,27,N/A,N/A,47,5.7,14.3,N/A,N/A,N/A,1,59,1,23,20.1,14.6,26,44,8,71,3.3,61.1,16,N/A,N/A,7,86.3,56.1,6,41.3,52.9,18,25.5,13.6,1,91.2,73.2
1593,Yes,26163541200,Wayne County,Michigan,2018,29,34,24,33,12,54,22,2.1,-1.4,2,5.4,-68,72,4.1,8.3,86,72,80.8,13,82.9,64.4,45,57,55.1,30,49,12,44,5.9,6.5,59,N/A,N/A,43,1.6,6.2,N/A,N/A,N/A,2,60,2,23,20.1,14.6,24,42,6,71,5.7,71,14,N/A,N/A,9,86.6,60.8,7,41.5,52.6,8,25.5,7.5,2,92.3,75.5
1594,Yes,26163541200,Wayne County,Michigan,2019,30,35,25,42,26,59,50,1.8,5.5,2,16.5,-58.9,72,4.1,8.3,97,72.5,86.2,9,83.9,62.2,57,56.5,59.2,20,29,12,33,13.7,9.1,39,N/A,N/A,16,8.6,-5.9,N/A,N/A,N/A,2,60,2,23,20.1,14.6,28,50,5,71,9.2,54.3,28,N/A,N/A,7,87,59,6,41.6,53.1,4,25.3,4.1,3,93.3,79.2
1595,Yes,26163541200,Wayne County,Michigan,2020,36,46,25,46,31,61,60,1.5,9.8,2,25.2,-57,72,4.1,8.3,98,72.8,88.3,8,84.9,62.9,66,55.8,62.2,28,48,9,18,7.4,-5.6,66,N/A,N/A,59,8.1,31.2,N/A,N/A,N/A,1,61,1,17,20.6,13.2,32,60,4,59,12.2,22.6,62,N/A,N/A,6,87.5,57,5,41.6,53.9,3,25.4,1.6,4,94.2,82
1596,Yes,26163541200,Wayne County,Michigan,2021,39,49,29,60,62,59,62,0,10.3,N/A,25.7,N/A,72,4.1,8.3,81,73.3,81.3,7,89.1,70.2,76,55.6,66.6,33,50,16,64,5.3,17.6,48,N/A,N/A,39,7.1,9.5,18,5,2.5,1,59,1,29,20.6,16.3,22,34,11,9,13.8,-1.3,60,N/A,N/A,10,88.8,66.8,9,41.3,51.8,N/A,27.5,N/A,15,95,88.6
1597,Yes,26163541200,Wayne County,Michigan,2022,34,39,29,52,51,54,59,-0.3,8.8,43,31.6,45.2,72,4.1,8.3,51,72.9,73.1,6,90.6,71.9,87,56.3,73.6,24,31,18,37,-15,-17.5,17,N/A,N/A,40,17.9,21.7,N/A,N/A,N/A,0,60,0,35,21.1,18.1,24,34,15,5,14.5,-15.9,64,N/A,N/A,9,88.8,66.5,9,41.3,51.7,N/A,27.4,N/A,28,94.9,91.7
1598,Yes,26163541200,Wayne County,Michigan,2023,28,26,29,35,23,47,38,-0.5,0.2,8,48.8,-7.7,72,4.1,8.3,37,72.2,68.6,5,91.7,72.4,74,56.7,66.7,30,44,17,67,28.8,63.6,43,N/A,N/A,21,-8.5,-21.4,17,3.9,1.9,0,60,0,33,20.7,17.2,16,10,23,4,16.7,-18.3,16,N/A,N/A,9,88.8,67.3,27,41.5,45.9,N/A,27.8,N/A,34,95,92.8
1599,Yes,26163541200,Wayne County,Michigan,2024,30,29,31,35,23,47,38,-0.5,0.2,8,48.8,-7.7,72,4.1,8.3,37,72.2,68.6,5,91.7,72.4,74,56.7,66.7,28,33,22,21,-5.8,-13,58,N/A,N/A,21,-8.5,-21.4,N/A,N/A,N/A,0,60,0,44,1.3,1.1,28,32,23,4,16.7,-18.3,59,N/A,N/A,9,88.8,67.3,27,41.5,45.9,N/A,27.8,N/A,34,95,92.8
1600,N/A,26163523800,Wayne County,Michigan,2017,28,35,22,28,22,34,21,2.1,-11.5,24,-0.4,-8.8,8,4.1,0.5,65,71.2,74.8,6,82.9,55.6,56,57.6,60,23,40,6,4,5.9,-27.3,48,N/A,N/A,69,5.7,69.2,N/A,N/A,N/A,4,59,4,7,20.1,9.4,34,42,27,44,3.3,6.7,41,N/A,N/A,3,86.3,46.4,25,41.3,45.7,27,25.5,17,53,91.2,91.6
1601,N/A,26163523800,Wayne County,Michigan,2018,25,29,21,36,38,34,38,2.1,-1.2,37,5.4,6.5,8,4.1,0.5,58,72,73.9,6,82.9,55.6,62,57,61.7,14,21,6,4,5.9,-27.3,54,N/A,N/A,6,1.6,-36.4,N/A,N/A,N/A,4,60,4,7,20.1,9.4,25,28,22,40,5.7,7.6,15,N/A,N/A,2,86.6,43.3,26,41.5,45.7,12,25.5,10.1,47,92.3,91.8
1602,N/A,26163523800,Wayne County,Michigan,2019,33,45,21,47,60,34,56,1.8,2.9,65,16.5,88.2,8,4.1,0.5,51,72.5,72.7,7,83.9,58.2,68,56.5,63.5,13,20,6,21,13.7,6.2,22,N/A,N/A,17,8.6,-7.1,N/A,N/A,N/A,4,60,5,7,20.1,9.4,38,54,22,45,9.2,13.7,64,N/A,N/A,3,87,47.4,35,41.6,44.1,7,25.3,7,45,93.3,92.7
1603,N/A,26163523800,Wayne County,Michigan,2020,34,47,21,50,66,35,69,1.5,6.8,63,25.2,90.1,8,4.1,0.5,50,72.8,72.8,7,84.9,60.5,76,55.8,66.5,23,40,6,11,7.4,-5.9,60,N/A,N/A,48,8.1,15.4,N/A,N/A,N/A,4,61,5,7,20.6,9.5,28,34,22,41,12.2,14.9,26,N/A,N/A,3,87.5,48.7,40,41.6,43.2,4,25.4,2.9,43,94.2,93.3
1604,N/A,26163523800,Wayne County,Michigan,2021,44,56,32,53,56,50,51,0,-0.2,62,25.7,88.2,8,4.1,0.5,86,73.3,82.8,21,89.1,80.4,83,55.6,70.6,30,54,7,68,5.3,50,58,N/A,N/A,37,7.1,6.7,N/A,N/A,N/A,6,59,7,8,20.6,10,49,58,40,54,13.8,23.3,63,N/A,N/A,13,88.8,70.7,75,41.3,37.2,N/A,27.5,N/A,33,95,92.6
1605,N/A,26163523800,Wayne County,Michigan,2022,45,57,33,58,60,55,58,-0.3,1.8,62,31.6,99.6,8,4.1,0.5,96,72.9,87,36,90.6,87.6,81,56.3,69.7,28,49,7,69,-15,116.7,27,N/A,N/A,50,17.9,31.2,N/A,N/A,N/A,8,60,10,6,21.1,9.9,50,62,37,52,14.5,23.9,72,N/A,N/A,6,88.8,62,84,41.3,35.5,N/A,27.4,N/A,22,94.9,90.4
1606,N/A,26163523800,Wayne County,Michigan,2023,42,51,32,55,54,56,42,-0.5,-4,65,48.8,163.9,8,4.1,0.5,78,72.2,79.5,54,91.7,92.4,82,56.7,71,26,45,8,5,28.8,-44.2,61,N/A,N/A,69,-8.5,47.6,N/A,N/A,N/A,8,60,10,7,20.7,9.9,42,53,31,58,16.7,32.7,48,N/A,N/A,12,88.8,70.8,67,41.5,38.8,N/A,27.8,N/A,13,95,87.7
1607,N/A,26163523800,Wayne County,Michigan,2024,46,57,34,55,54,56,42,-0.5,-4,65,48.8,163.9,8,4.1,0.5,78,72.2,79.5,54,91.7,92.4,82,56.7,71,42,68,16,70,-5.8,100,66,N/A,N/A,69,-8.5,47.6,N/A,N/A,N/A,8,60,10,24,1.3,0.7,40,50,31,58,16.7,32.7,42,N/A,N/A,12,88.8,70.8,67,41.5,38.8,N/A,27.8,N/A,13,95,87.7
1608,N/A,26163527200,Wayne County,Michigan,2017,34,42,27,24,2,46,2,2.1,-12.7,1,-0.4,-100,19,4.1,1.3,65,71.2,74.8,9,82.9,59.4,92,57.6,77.5,32,64,1,61,5.9,33.3,N/A,N/A,N/A,66,5.7,100,N/A,N/A,N/A,0,59,0,2,20.1,4.4,47,61,33,61,3.3,15,N/A,N/A,N/A,13,86.3,64.6,17,41.3,47.5,100,25.5,100,1,91.2,72.3
1609,N/A,26163527200,Wayne County,Michigan,2018,33,39,27,25,1,49,1,2.1,-17.6,1,5.4,-100,19,4.1,1.3,74,72,77.7,9,82.9,59.4,94,57,78.6,24,46,1,61,5.9,33.3,N/A,N/A,N/A,31,1.6,0,N/A,N/A,N/A,0,60,0,2,20.1,4.4,50,69,31,69,5.7,51.5,N/A,N/A,N/A,9,86.6,60.1,17,41.5,47.9,97,25.5,60.5,0,92.3,70.9
1610,N/A,26163527200,Wayne County,Michigan,2019,31,36,26,24,1,48,1,1.8,-28.5,1,16.5,-100,19,4.1,1.3,69,72.5,76.9,5,83.9,54.7,98,56.5,84.1,20,38,1,9,13.7,0,N/A,N/A,N/A,66,8.6,100,N/A,N/A,N/A,0,60,0,2,20.1,4.4,48,69,28,69,9.2,51.3,N/A,N/A,N/A,6,87,56,9,41.6,51.2,93,25.3,51.2,2,93.3,76.8
1611,N/A,26163527200,Wayne County,Michigan,2020,20,18,23,22,1,42,1,1.5,-23.6,1,25.2,-100,19,4.1,1.3,45,72.8,71.7,3,84.9,53.8,99,55.8,87.3,2,3,1,4,7.4,-12.5,N/A,N/A,N/A,2,8.1,-25,N/A,N/A,N/A,0,61,0,2,20.6,4.1,38,50,26,50,12.2,18.5,N/A,N/A,N/A,3,87.5,47.3,4,41.6,55.1,86,25.4,44,9,94.2,85.1
1612,N/A,26163527200,Wayne County,Michigan,2021,30,42,19,48,67,28,67,0,52,67,25.7,305.7,19,4.1,1.3,13,73.3,60.8,2,89.1,60.4,79,55.6,68.2,28,54,2,52,5.3,14.3,N/A,N/A,N/A,56,7.1,33.3,N/A,N/A,N/A,1,59,1,2,20.6,3.9,16,5,26,5,13.8,-4.4,N/A,N/A,N/A,5,88.8,58.5,8,41.3,52.1,63,27.5,33.3,30,95,92.2
1613,N/A,26163527200,Wayne County,Michigan,2022,23,26,20,48,67,28,67,-0.3,91.1,N/A,31.6,N/A,19,4.1,1.3,14,72.9,60.8,2,90.6,61.4,78,56.3,68.5,6,8,4,2,-15,-50,N/A,N/A,N/A,13,17.9,0,N/A,N/A,N/A,5,60,6,2,21.1,4.7,16,3,28,3,14.5,-19.5,N/A,N/A,N/A,6,88.8,60.8,19,41.3,47.5,58,27.4,31.4,31,94.9,92.3
1614,N/A,26163527200,Wayne County,Michigan,2023,30,39,20,48,67,30,67,-0.5,107.9,N/A,48.8,N/A,19,4.1,1.3,15,72.2,60.5,1,91.7,62.6,87,56.7,74.2,26,48,4,30,28.8,25,N/A,N/A,N/A,67,-8.5,223.3,N/A,N/A,N/A,5,60,6,2,20.7,5.2,14,3,26,3,16.7,-12.3,N/A,N/A,N/A,4,88.8,57.9,11,41.5,50.8,62,27.8,33.6,27,95,91.6
1615,N/A,26163527200,Wayne County,Michigan,2024,32,43,20,48,67,30,67,-0.5,107.9,N/A,48.8,N/A,19,4.1,1.3,15,72.2,60.5,1,91.7,62.6,87,56.7,74.2,32,58,5,50,-5.8,0,N/A,N/A,N/A,67,-8.5,223.3,N/A,N/A,N/A,5,60,6,N/A,N/A,N/A,14,3,26,3,16.7,-12.3,N/A,N/A,N/A,4,88.8,57.9,11,41.5,50.8,62,27.8,33.6,27,95,91.6
1616,N/A,26163524300,Wayne County,Michigan,2017,42,44,39,37,20,54,37,2.1,1.1,4,-0.4,-41.5,60,4.1,5.6,84,71.2,79.5,2,82.9,44.8,72,57.6,66.6,47,59,35,56,5.9,22.2,57,N/A,N/A,65,5.7,60,95,4,11.1,6,59,6,4,20.1,7.4,40,52,27,67,3.3,24.7,36,N/A,N/A,5,86.3,52.1,45,41.3,42.1,28,25.5,17.6,29,91.2,87
1617,N/A,26163524300,Wayne County,Michigan,2018,44,51,37,42,28,55,40,2.1,1.9,17,5.4,-10.8,60,4.1,5.6,84,72,80.1,2,82.9,44.8,73,57,66.3,47,60,34,56,5.9,22.2,57,N/A,N/A,66,1.6,75,95,4,11.1,4,60,4,4,20.1,7.4,44,65,22,53,5.7,12.9,77,N/A,N/A,4,86.6,49,45,41.5,42.3,10,25.5,9.3,30,92.3,88.7
1618,N/A,26163524300,Wayne County,Michigan,2019,32,27,37,54,52,57,37,1.8,0.8,68,16.5,293.2,60,4.1,5.6,87,72.5,81.5,2,83.9,47.2,79,56.5,69,18,3,34,3,13.7,-18.2,4,N/A,N/A,3,8.6,-28.6,95,4,11.1,3,60,3,4,20.1,7.4,24,26,21,27,9.2,6.1,25,N/A,N/A,4,87,51.1,49,41.6,41.8,6,25.3,6.2,25,93.3,89.2
1619,N/A,26163524300,Wayne County,Michigan,2020,44,50,38,58,60,56,51,1.5,4,68,25.2,315.1,60,4.1,5.6,79,72.8,79.6,3,84.9,51.8,83,55.8,70.5,38,43,34,42,7.4,11.1,65,N/A,N/A,22,8.1,0,96,3.4,10,3,61,3,4,20.6,7.2,36,47,24,6,12.2,-4,88,N/A,N/A,4,87.5,53.1,60,41.6,40.1,10,25.4,8.7,20,94.2,89.2
1620,N/A,26163524300,Wayne County,Michigan,2021,35,31,39,50,49,52,49,0,2.4,N/A,25.7,N/A,60,4.1,5.6,45,73.3,72.1,7,89.1,70.5,95,55.6,80.5,27,22,32,7,5.3,-10,45,N/A,N/A,14,7.1,-10,88,5,11.1,5,59,6,4,20.6,7.8,27,22,32,5,13.8,-4,38,N/A,N/A,9,88.8,65.8,91,41.3,33.8,6,27.5,8.3,22,95,90.5
1621,N/A,26163524300,Wayne County,Michigan,2022,38,37,40,44,37,51,37,-0.3,-1.6,N/A,31.6,N/A,60,4.1,5.6,51,72.9,73.3,5,90.6,70.4,89,56.3,75.2,38,43,34,55,-15,0,60,N/A,N/A,14,17.9,0,86,5.1,11.1,12,60,15,4,21.1,8,32,30,34,5,14.5,-4.4,54,N/A,N/A,16,88.8,73.7,91,41.3,33.9,6,27.4,8.2,23,94.9,90.5
1622,N/A,26163524300,Wayne County,Michigan,2023,41,39,43,40,22,59,22,-0.5,-9.5,N/A,48.8,N/A,60,4.1,5.6,77,72.2,79.4,13,91.7,80.4,85,56.7,72.9,43,55,31,60,28.8,66.7,37,N/A,N/A,67,-8.5,188.9,77,3.9,6.7,12,60,15,4,20.7,7.8,38,39,38,21,16.7,9.4,57,N/A,N/A,23,88.8,79.1,81,41.5,36.3,11,27.8,11.2,36,95,93.2
1623,N/A,26163524300,Wayne County,Michigan,2024,40,36,43,40,22,59,22,-0.5,-9.5,N/A,48.8,N/A,60,4.1,5.6,77,72.2,79.4,13,91.7,80.4,85,56.7,72.9,44,55,32,51,-5.8,0,47,N/A,N/A,67,-8.5,188.9,79,3.6,6.7,12,60,15,4,1.3,0.2,34,30,38,21,16.7,9.4,39,N/A,N/A,23,88.8,79.1,81,41.5,36.3,11,27.8,11.2,36,95,93.2
1624,N/A,26163531100,Wayne County,Michigan,2017,18,21,15,18,2,34,2,2.1,-13.7,2,-0.4,-74.6,17,4.1,1.1,93,71.2,83.1,0,82.9,33.3,28,57.6,48.8,30,57,4,42,5.9,9.1,62,N/A,N/A,67,5.7,100,N/A,N/A,N/A,0,59,0,7,20.1,9.4,5,4,6,0,3.3,-32.1,7,N/A,N/A,1,86.3,27.6,6,41.3,52.4,7,25.5,7.2,12,91.2,82
1625,N/A,26163531100,Wayne County,Michigan,2018,20,22,17,21,2,40,1,2.1,-17.5,2,5.4,-71.4,17,4.1,1.1,87,72,81.2,0,82.9,33.3,55,57,58.9,20,37,4,42,5.9,9.1,66,N/A,N/A,2,1.6,-37.5,N/A,N/A,N/A,0,60,0,7,20.1,9.4,17,28,6,1,5.7,-19.3,54,N/A,N/A,1,86.6,25.9,4,41.5,54.7,3,25.5,2.9,17,92.3,85.3
1626,N/A,26163531100,Wayne County,Michigan,2019,18,18,18,22,2,43,2,1.8,-14,1,16.5,-100,17,4.1,1.1,79,72.5,79.1,0,83.9,30.4,76,56.5,67.5,24,43,4,53,13.7,25,10,N/A,N/A,65,8.6,60,N/A,N/A,N/A,0,60,0,7,20.1,9.4,8,9,7,14,9.2,1.6,4,N/A,N/A,1,87,27.3,4,41.6,54.9,1,25.3,0,21,93.3,88.1
1627,N/A,26163531100,Wayne County,Michigan,2020,24,31,18,26,5,46,9,1.5,-6.1,1,25.2,-100,17,4.1,1.1,73,72.8,78.1,0,84.9,30.5,92,55.8,76.2,16,29,2,19,7.4,0,61,N/A,N/A,8,8.1,-12.5,N/A,N/A,N/A,0,61,0,4,20.6,7.4,33,60,6,64,12.2,35.1,57,N/A,N/A,1,87.5,29.1,6,41.6,53.2,1,25.4,0,18,94.2,88.8
1628,N/A,26163531100,Wayne County,Michigan,2021,30,44,16,36,36,36,36,0,0.6,N/A,25.7,N/A,17,4.1,1.1,56,73.3,74.8,0,89.1,41.4,70,55.6,63.9,20,38,3,39,5.3,6.7,13,N/A,N/A,61,7.1,42.9,N/A,N/A,N/A,1,59,1,5,20.6,8.2,33,58,8,66,13.8,47.9,49,N/A,N/A,1,88.8,34.5,12,41.3,50.1,N/A,27.5,N/A,11,95,86.9
1629,N/A,26163531100,Wayne County,Michigan,2022,22,31,14,26,25,28,48,-0.3,4.3,2,31.6,-47.4,17,4.1,1.1,37,72.9,69.5,1,90.6,57.7,57,56.3,59,14,24,3,5,-15,-37.5,14,N/A,N/A,52,17.9,40,N/A,N/A,N/A,1,60,1,5,21.1,9.3,28,44,11,65,14.5,49.9,23,N/A,N/A,N/A,88.8,N/A,14,41.3,49.2,N/A,27.4,N/A,8,94.9,85
1630,N/A,26163531100,Wayne County,Michigan,2023,29,43,15,42,59,24,59,-0.5,12.1,N/A,48.8,N/A,17,4.1,1.1,33,72.2,67.3,1,91.7,54.8,45,56.7,54.9,12,20,3,17,28.8,10,29,N/A,N/A,14,-8.5,-28.6,N/A,N/A,N/A,1,60,1,5,20.7,8.8,33,49,17,56,16.7,31.3,42,N/A,N/A,N/A,88.8,N/A,12,41.5,50.3,26,27.8,18,12,95,87.1
1631,N/A,26163531100,Wayne County,Michigan,2024,31,46,16,42,59,24,59,-0.5,12.1,N/A,48.8,N/A,17,4.1,1.1,33,72.2,67.3,1,91.7,54.8,45,56.7,54.9,26,45,7,60,-5.8,9.1,62,N/A,N/A,14,-8.5,-28.6,N/A,N/A,N/A,1,60,1,13,1.3,0.4,26,35,17,56,16.7,31.3,14,N/A,N/A,N/A,88.8,N/A,12,41.5,50.3,26,27.8,18,12,95,87.1
1632,N/A,26163521300,Wayne County,Michigan,2017,30,22,37,18,4,33,2,2.1,-16.4,5,-0.4,-35.4,13,4.1,0.9,17,71.2,61.7,9,82.9,59.4,93,57.6,78.2,24,13,36,4,5.9,-18.2,N/A,N/A,N/A,22,5.7,-5,96,4,11.8,3,59,3,8,20.1,10,45,49,41,49,3.3,8.4,N/A,N/A,N/A,28,86.3,76.6,72,41.3,38.1,17,25.5,13,46,91.2,90.5
