N/A,META,,,,,SUMMARY,,,PLACE,,,,,,,,,,,,,,,,,,,,,ECONOMY,,,,,,,,,,,,,,,,,,,,,COMMUNITY,,,,,,,,,,,,,,,,,,,,
N/A,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
39,N/A,28049010901,Hinds County,Mississippi,2024,36,27,46,41,22,60,27,-0.9,-6.4,16,40.3,-0.2,28,3.1,1.3,94,77.4,88,35,88.8,85.6,84,72.8,85,43,38,48,72,-4.9,18.5,28,N/A,N/A,14,-8.7,-39.9,79,3.6,6.2,7,46,7,59,1.1,1.3,26,22,31,13,15.1,0.5,32,N/A,N/A,4,86.3,52,76,41.5,37.5,N/A,25.3,N/A,13,93.9,85.6
40,N/A,28049000800,Hinds County,Mississippi,2017,35,34,36,48,59,36,51,1.5,1.6,67,-1.2,30.4,18,3.1,0.7,41,76.5,74.8,5,78.6,49.2,79,74.1,83.4,32,16,49,21,4.1,-7.7,11,N/A,N/A,17,4.5,-24.5,91,4.2,9.8,3,48,3,54,20.3,21,24,26,22,5,3,-12,48,N/A,N/A,2,83.7,36,42,41.4,42.5,32,23.1,17.1,11,90,80.6
41,N/A,28049000800,Hinds County,Mississippi,2018,37,40,34,52,70,35,76,1.4,10.5,64,3.1,32.7,18,3.1,0.7,42,77.1,75.6,5,78.6,49.2,76,73.8,82.3,40,31,50,21,4.1,-7.7,9,N/A,N/A,62,0,15,91,4.2,9.8,4,48,4,54,20.3,21,19,20,18,9,5.1,-5.8,30,N/A,N/A,2,84,37.3,47,41.6,42,15,22.9,10.8,10,91.2,81.4
42,N/A,28049000800,Hinds County,Mississippi,2019,36,38,33,47,61,33,78,1.2,12.7,44,10.8,14.8,18,3.1,0.7,49,77.5,77.4,4,79.7,50.2,62,73.6,77.3,45,40,50,46,13.3,13.9,5,N/A,N/A,70,6.6,32.6,91,4.2,9.8,4,48,4,54,20.3,21,14,12,15,22,8.3,3.9,3,N/A,N/A,3,84.4,40.8,40,41.7,43.2,8,22.9,6.9,10,92.3,83
43,N/A,28049000800,Hinds County,Mississippi,2020,44,57,32,47,60,34,68,1,6.1,53,17.5,35,18,3.1,0.7,59,77.8,79.4,4,80.8,52.4,53,73,73.9,48,48,49,63,6.7,17.1,65,N/A,N/A,16,7.4,-23,95,3.6,10.4,6,48,6,46,20.6,20,38,64,13,61,11.1,26.2,67,N/A,N/A,4,84.9,47.8,31,41.8,44.8,5,23,4.4,11,93.2,85
44,N/A,28049000800,Hinds County,Mississippi,2021,40,46,34,39,42,36,45,-0.7,-2.3,40,15.9,16.5,18,3.1,0.7,86,78.5,86,24,85.9,78,18,72.5,57.7,46,39,54,25,5.4,-2.1,35,N/A,N/A,57,11.2,23.4,91,5.1,12.8,24,47,23,47,20.6,20.2,36,58,13,62,12.4,30.1,53,N/A,N/A,4,86.3,49.2,36,41.3,43.6,1,25.3,4.8,11,94.1,84.9
45,N/A,28049000800,Hinds County,Mississippi,2022,38,38,39,36,24,47,34,-0.8,-8.7,13,21.5,-31.4,18,3.1,0.7,78,77.9,83.9,37,87.6,84.6,54,72.6,74.2,46,31,61,25,-11.8,-21.3,25,N/A,N/A,42,13.3,10.3,97,4.9,18.9,27,46,26,58,20.9,22.6,35,60,10,59,13.1,27.5,62,N/A,N/A,4,86.4,50.9,30,41.4,44.9,0,25.2,1.7,5,94,80.3
46,N/A,28049000800,Hinds County,Mississippi,2023,31,25,37,30,24,35,34,-0.9,-9.5,13,40.3,-21.8,18,3.1,0.7,64,77.4,80.3,23,88.8,82,35,72.8,66.6,48,35,60,44,27.6,27,32,N/A,N/A,30,-8.7,-25,98,3.8,17,27,46,26,54,20.7,21.3,16,16,17,19,15.1,7.9,14,N/A,N/A,3,86.3,46.9,35,41.5,43.9,N/A,25.3,N/A,12,93.9,85.6
47,N/A,28049000800,Hinds County,Mississippi,2024,28,23,33,30,24,35,34,-0.9,-9.5,13,40.3,-21.8,18,3.1,0.7,64,77.4,80.3,23,88.8,82,35,72.8,66.6,40,32,47,58,-4.9,0,9,N/A,N/A,30,-8.7,-25,97,3.6,14.9,27,46,26,16,1.1,0.4,14,12,17,19,15.1,7.9,4,N/A,N/A,3,86.3,46.9,35,41.5,43.9,N/A,25.3,N/A,12,93.9,85.6
48,N/A,28049000100,Hinds County,Mississippi,2017,59,52,66,60,52,67,63,1.5,3.7,41,-1.2,-11.8,19,3.1,0.7,70,76.5,80.3,85,78.6,89.4,95,74.1,90,66,66,66,80,4.1,19.7,30,N/A,N/A,88,4.5,59.3,33,4.2,3.1,95,48,92,70,20.3,24.5,52,39,64,47,3,-1.4,31,N/A,N/A,77,83.7,91.4,46,41.4,42,68,23.1,29.7,67,90,92.7
49,N/A,28049000100,Hinds County,Mississippi,2018,60,53,66,54,42,66,49,1.4,0.1,35,3.1,-15.6,19,3.1,0.7,66,77.1,80,85,78.6,89.4,94,73.8,89.7,61,56,66,80,4.1,19.7,45,N/A,N/A,43,0,-10.5,33,4.2,3.1,95,48,91,70,20.3,24.5,64,62,67,53,5.1,3,71,N/A,N/A,75,84,91,56,41.6,40.8,68,22.9,29.7,69,91.2,93.9
50,N/A,28049000100,Hinds County,Mississippi,2019,56,44,68,50,37,64,45,1.2,-1.2,29,10.8,-20.4,19,3.1,0.7,56,77.5,78.8,86,79.7,90.4,94,73.6,89.5,57,48,66,45,13.3,7.7,34,N/A,N/A,66,6.6,13,33,4.2,3.1,95,48,91,70,20.3,24.5,60,46,73,42,8.3,1.7,50,N/A,N/A,73,84.4,90.8,70,41.7,39.1,79,22.9,34.8,71,92.3,95
51,N/A,28049000100,Hinds County,Mississippi,2020,55,44,66,50,38,63,45,1,-1.3,30,17.5,-12.4,19,3.1,0.7,50,77.8,77.8,87,80.8,91.2,95,73,89.7,58,55,60,77,6.7,17.3,42,N/A,N/A,47,7.4,0,15,3.6,1.7,94,48,90,71,20.6,25.2,58,40,75,37,11.1,1.7,44,N/A,N/A,75,84.9,91.6,75,41.8,38.2,86,23,40,65,93.2,95
52,N/A,28049000100,Hinds County,Mississippi,2021,57,52,62,47,40,54,46,-0.7,-3.3,35,15.9,-15.8,19,3.1,0.7,29,78.5,73.3,80,85.9,92.5,90,72.5,87.5,64,66,62,74,5.4,13,38,N/A,N/A,87,11.2,66.7,25,5.1,3.1,96,47,91,66,20.6,24.1,60,50,70,30,12.4,-2.9,71,N/A,N/A,75,86.3,92.3,68,41.3,38.6,84,25.3,44.4,53,94.1,94.4
53,N/A,28049000100,Hinds County,Mississippi,2022,54,43,65,49,42,56,46,-0.8,-4.2,37,21.5,-8.2,19,3.1,0.7,38,77.9,75.2,76,87.6,92.7,90,72.6,87.4,56,45,68,44,-11.8,-18.5,49,N/A,N/A,41,13.3,-1.4,36,4.9,3.8,98,46,94,71,20.9,25.4,56,41,72,30,13.1,-3.5,52,N/A,N/A,83,86.4,94.2,68,41.4,38.7,90,25.2,53.6,45,94,93.3
54,N/A,28049000100,Hinds County,Mississippi,2023,54,42,65,48,41,54,45,-0.9,-4.8,37,40.3,6.9,19,3.1,0.7,27,77.4,71.7,78,88.8,93.9,91,72.8,88.1,56,38,74,34,27.6,0,39,N/A,N/A,41,-8.7,-27.4,50,3.8,3.8,98,46,94,74,20.7,25.9,56,46,67,30,15.1,-3.1,63,N/A,N/A,81,86.3,93.6,58,41.5,40.3,90,25.3,53.4,39,93.9,92.4
55,N/A,28049000100,Hinds County,Mississippi,2024,57,50,64,48,41,54,45,-0.9,-4.8,37,40.3,6.9,19,3.1,0.7,27,77.4,71.7,78,88.8,93.9,91,72.8,88.1,67,63,71,87,-4.9,22.6,62,N/A,N/A,41,-8.7,-27.4,42,3.6,3.1,98,46,94,72,1.1,1.8,56,46,67,30,15.1,-3.1,62,N/A,N/A,81,86.3,93.6,58,41.5,40.3,90,25.3,53.4,39,93.9,92.4
56,N/A,28049011002,Hinds County,Mississippi,2017,37,37,37,40,48,31,86,1.5,23.9,11,-1.2,-25.6,10,3.1,0.3,31,76.5,72.4,28,78.6,70.3,56,74.1,76.1,46,49,42,9,4.1,-14.3,71,N/A,N/A,66,4.5,100,89,4.2,9.1,26,48,25,10,20.3,11.4,26,14,39,5,3,-16.7,22,N/A,N/A,21,83.7,68.4,62,41.4,39.9,52,23.1,23.8,22,90,84.5
57,N/A,28049011002,Hinds County,Mississippi,2018,32,27,38,38,46,29,81,1.4,12.1,11,3.1,-26.8,10,3.1,0.3,24,77.1,71.4,28,78.6,70.3,55,73.8,75.6,31,22,40,9,4.1,-14.3,24,N/A,N/A,33,0,0,89,4.2,9.1,22,48,21,10,20.3,11.4,29,13,45,6,5.1,-11.9,20,N/A,N/A,18,84,66.5,71,41.6,38.8,73,22.9,31.7,18,91.2,84.9
58,N/A,28049011002,Hinds County,Mississippi,2019,38,34,41,30,30,30,48,1.2,-0.2,11,10.8,-19.8,10,3.1,0.3,24,77.5,71.8,33,79.7,74.1,52,73.6,74.2,46,49,42,53,13.3,22.2,28,N/A,N/A,66,6.6,66.7,89,4.2,9.1,26,48,25,10,20.3,11.4,37,24,50,27,8.3,4.5,22,N/A,N/A,19,84.4,68.4,82,41.7,37.2,81,22.9,36.5,18,92.3,86.2
59,N/A,28049011002,Hinds County,Mississippi,2020,40,44,36,26,22,30,36,1,-3.4,9,17.5,-24.1,10,3.1,0.3,28,77.8,73.1,39,80.8,77.6,41,73,69.8,44,63,24,69,6.7,50,65,N/A,N/A,56,7.4,30,40,3.6,3,23,48,22,9,20.6,11.1,50,46,54,44,11.1,13.5,48,N/A,N/A,25,84.9,73.6,92,41.8,34.8,84,23,38.8,16,93.2,86.9
60,N/A,28049011002,Hinds County,Mississippi,2021,47,45,49,43,31,55,35,-0.7,-8.4,27,15.9,1.4,10,3.1,0.3,92,78.5,88.1,66,85.9,89.3,51,72.5,72.9,38,49,28,62,5.4,21.2,18,N/A,N/A,66,11.2,130.8,49,5.1,5,24,47,23,11,20.6,11.7,58,54,63,62,12.4,26,45,N/A,N/A,45,86.3,84.8,96,41.3,32.3,89,25.3,50.4,23,94.1,89.3
61,N/A,28049011002,Hinds County,Mississippi,2022,40,32,48,42,29,54,36,-0.8,-9.5,22,21.5,-3,10,3.1,0.3,91,77.9,87.5,67,87.6,91,48,72.6,71.7,27,30,24,11,-11.8,-27.5,12,N/A,N/A,66,13.3,110,N/A,N/A,N/A,28,46,27,19,20.9,14.7,52,38,66,56,13.1,22.5,19,N/A,N/A,68,86.4,90.8,94,41.4,33.4,79,25.2,40.8,21,94,88.6
62,N/A,28049011002,Hinds County,Mississippi,2023,42,39,44,48,36,61,35,-0.9,-12.2,37,40.3,37.9,10,3.1,0.3,81,77.4,84.1,91,88.8,96.4,62,72.8,77.1,30,34,25,65,27.6,75.9,33,N/A,N/A,3,-8.7,-58.7,N/A,N/A,N/A,28,46,27,22,20.7,15.1,46,46,47,65,15.1,37.3,26,N/A,N/A,64,86.3,89.8,33,41.5,44.3,73,25.3,36.4,17,93.9,87.3
63,N/A,28049011002,Hinds County,Mississippi,2024,40,33,47,48,36,61,35,-0.9,-12.2,37,40.3,37.9,10,3.1,0.3,81,77.4,84.1,91,88.8,96.4,62,72.8,77.1,22,11,34,5,-4.9,-25.5,24,N/A,N/A,3,-8.7,-58.7,N/A,N/A,N/A,28,46,27,40,1.1,0.9,50,52,47,65,15.1,37.3,38,N/A,N/A,64,86.3,89.8,33,41.5,44.3,73,25.3,36.4,17,93.9,87.3
64,N/A,28049000200,Hinds County,Mississippi,2017,57,59,55,54,54,54,67,1.5,4,41,-1.2,-14.8,15,3.1,0.5,51,76.5,76.6,74,78.6,85.7,78,74.1,83.2,74,72,77,84,4.1,18.6,87,N/A,N/A,45,4.5,-12,46,4.2,3.9,97,48,94,89,20.3,30.1,42,50,34,55,3,0,44,N/A,N/A,54,83.7,85.1,4,41.4,54,23,23.1,14.1,57,90,91.2
65,N/A,28049000200,Hinds County,Mississippi,2018,56,54,58,51,44,58,49,1.4,-0.5,39,3.1,-15.8,15,3.1,0.5,61,77.1,79.1,74,78.6,85.7,84,73.8,84.9,78,79,77,84,4.1,18.6,73,N/A,N/A,80,0,15,46,4.2,3.9,97,48,95,89,20.3,30.1,39,40,38,59,5.1,3.3,22,N/A,N/A,73,84,90.5,9,41.6,50.5,18,22.9,12.2,52,91.2,91.4
66,N/A,28049000200,Hinds County,Mississippi,2019,56,49,63,52,38,66,38,1.2,-4,38,10.8,-11.2,15,3.1,0.5,80,77.5,83.2,79,79.7,88,88,73.6,86.4,64,50,77,39,13.3,1.3,74,N/A,N/A,38,6.6,-18.3,46,4.2,3.9,97,48,95,89,20.3,30.1,52,58,46,72,8.3,11.3,44,N/A,N/A,93,84.4,95.8,21,41.7,46.7,20,22.9,12.8,49,92.3,92.3
67,N/A,28049000200,Hinds County,Mississippi,2020,60,51,68,56,42,70,35,1,-5.2,48,17.5,5.9,15,3.1,0.5,89,77.8,85.7,83,80.8,89.8,93,73,88.7,70,65,75,81,6.7,16.8,52,N/A,N/A,62,7.4,5.8,45,3.6,3.3,98,48,96,83,20.6,28.4,53,46,60,50,11.1,5.9,43,N/A,N/A,99,84.9,98.7,51,41.8,41.6,38,23,19,52,93.2,93.4
68,N/A,28049000200,Hinds County,Mississippi,2021,64,57,70,61,53,69,53,-0.7,-2,53,15.9,6.4,15,3.1,0.5,74,78.5,83.2,92,85.9,95.6,95,72.5,90.3,70,68,71,73,5.4,9.4,35,N/A,N/A,95,11.2,95.2,31,5.1,3.5,99,47,97,84,20.6,28.6,60,50,71,50,12.4,7.1,51,N/A,N/A,97,86.3,98,42,41.3,42.5,94,25.3,59,51,94.1,94.2
69,N/A,28049000200,Hinds County,Mississippi,2022,65,58,72,59,52,66,51,-0.8,-3.2,53,21.5,12.2,15,3.1,0.5,75,77.9,83.2,92,87.6,96.1,84,72.6,84.7,75,77,73,92,-11.8,36.9,84,N/A,N/A,55,13.3,5.3,25,4.9,3,100,46,99,93,20.9,33.2,60,44,77,45,13.1,4.6,44,N/A,N/A,99,86.4,98.4,58,41.4,40.3,95,25.2,66.5,55,94,94.6
70,N/A,28049000200,Hinds County,Mississippi,2023,62,55,70,56,54,59,51,-0.9,-3.7,56,40.3,33.8,15,3.1,0.5,50,77.4,77.5,88,88.8,95.8,84,72.8,84.8,68,56,79,36,27.6,-9.6,55,N/A,N/A,76,-8.7,2.3,42,3.8,3.3,100,46,99,96,20.7,35.1,64,54,73,51,15.1,9,56,N/A,N/A,98,86.3,98.2,30,41.5,44.8,94,25.3,62,71,93.9,96.2
71,N/A,28049000200,Hinds County,Mississippi,2024,64,56,71,56,54,59,51,-0.9,-3.7,56,40.3,33.8,15,3.1,0.5,50,77.4,77.5,88,88.8,95.8,84,72.8,84.8,72,61,82,74,-4.9,-0.8,34,N/A,N/A,76,-8.7,2.3,46,3.6,3.3,100,46,99,99,1.1,5.5,62,52,73,51,15.1,9,53,N/A,N/A,98,86.3,98.2,30,41.5,44.8,94,25.3,62,71,93.9,96.2
72,N/A,28049003700,Hinds County,Mississippi,2017,35,44,26,30,32,27,26,1.5,-3.6,39,-1.2,0.8,28,3.1,1.3,12,76.5,66.3,10,78.6,57.9,59,74.1,77.1,38,61,14,56,4.1,20,67,N/A,N/A,60,4.5,37.5,N/A,N/A,N/A,18,48,17,9,20.3,10.7,38,40,37,43,3,5.2,38,N/A,N/A,17,83.7,64.7,71,41.4,38.7,59,23.1,26.1,2,90,72.7
73,N/A,28049003700,Hinds County,Mississippi,2018,32,38,27,29,28,30,22,1.4,-5.2,33,3.1,1,28,3.1,1.3,23,77.1,71,10,78.6,57.9,60,73.8,77.1,25,40,10,56,4.1,20,30,N/A,N/A,34,0,0,N/A,N/A,N/A,10,48,10,9,20.3,10.7,43,46,40,43,5.1,7.3,48,N/A,N/A,15,84,63.8,66,41.6,39.5,76,22.9,33.4,2,91.2,74.5
74,N/A,28049003700,Hinds County,Mississippi,2019,30,35,26,22,13,30,19,1.2,-6.8,7,10.8,-24.2,28,3.1,1.3,26,77.5,72.3,9,79.7,58.8,58,73.6,76,33,59,7,64,13.3,50,58,N/A,N/A,56,6.6,27.3,N/A,N/A,N/A,5,48,5,9,20.3,10.7,36,32,40,26,8.3,4.3,39,N/A,N/A,13,84.4,62.6,66,41.7,39.6,78,22.9,34.3,2,92.3,76.4
75,N/A,28049003700,Hinds County,Mississippi,2020,28,25,32,23,18,28,31,1,-2.1,4,17.5,-41.7,28,3.1,1.3,25,77.8,72.4,12,80.8,63.3,46,73,71.5,36,45,28,67,6.7,122.2,62,N/A,N/A,6,7.4,-21.4,70,3.6,5,5,48,5,9,20.6,11.3,26,13,39,12,11.1,-0.2,14,N/A,N/A,12,84.9,62.8,64,41.8,39.9,78,23,34.7,3,93.2,77.8
76,N/A,28049003700,Hinds County,Mississippi,2021,30,28,31,25,24,26,38,-0.7,-2.7,9,15.9,-32.5,28,3.1,1.3,29,78.5,73.3,22,85.9,77,27,72.5,62.8,32,32,31,1,5.4,-35,29,N/A,N/A,67,11.2,118.2,73,5.1,7.7,10,47,9,11,20.6,11.9,33,29,37,8,12.4,-2.6,50,N/A,N/A,9,86.3,61.8,72,41.3,38,65,25.3,32,2,94.1,76.6
77,N/A,28049003700,Hinds County,Mississippi,2022,29,36,22,25,26,24,39,-0.8,-2.8,13,21.5,-18.4,28,3.1,1.3,17,77.9,68.9,29,87.6,82.3,24,72.6,61.3,26,43,10,67,-11.8,266.7,8,N/A,N/A,55,13.3,37.5,6,4.9,1.6,7,46,7,16,20.9,14,36,40,31,13,13.1,1.3,66,N/A,N/A,9,86.4,61.1,54,41.4,40.8,59,25.2,29,3,94,77.8
78,N/A,28049003700,Hinds County,Mississippi,2023,21,16,26,24,20,27,27,-0.9,-10.3,14,40.3,-3.2,28,3.1,1.3,11,77.4,65,41,88.8,87,29,72.8,63.7,21,12,30,1,27.6,-70.3,26,N/A,N/A,9,-8.7,-48.5,68,3.8,5.3,7,46,7,14,20.7,12.9,18,16,20,16,15.1,4.7,15,N/A,N/A,10,86.3,63.2,46,41.5,42.1,20,25.3,14,3,93.9,76.9
79,N/A,28049003700,Hinds County,Mississippi,2024,22,25,20,24,20,27,27,-0.9,-10.3,14,40.3,-3.2,28,3.1,1.3,11,77.4,65,41,88.8,87,29,72.8,63.7,28,44,12,67,-4.9,78.9,55,N/A,N/A,9,-8.7,-48.5,N/A,N/A,N/A,7,46,7,16,1.1,0.4,15,10,20,16,15.1,4.7,4,N/A,N/A,10,86.3,63.2,46,41.5,42.1,20,25.3,14,3,93.9,76.9
80,N/A,28049002400,Hinds County,Mississippi,2017,33,31,35,28,12,44,20,1.5,-11.8,4,-1.2,-46.7,23,3.1,1,61,76.5,78.7,12,78.6,60,79,74.1,83.3,35,34,36,27,4.1,-2.9,42,N/A,N/A,32,4.5,0,57,4.2,4.7,21,48,20,31,20.3,16.8,36,48,24,11,3,-8.7,85,N/A,N/A,21,83.7,68.6,52,41.4,41.2,17,23.1,11.8,8,90,78.6
81,N/A,28049002400,Hinds County,Mississippi,2018,30,28,33,25,12,38,20,1.4,-10.9,5,3.1,-42.9,23,3.1,1,49,77.1,76.8,12,78.6,60,68,73.8,79.5,36,37,35,27,4.1,-2.9,27,N/A,N/A,58,0,20,57,4.2,4.7,18,48,17,31,20.3,16.8,31,36,26,9,5.1,-9.4,63,N/A,N/A,22,84,69.8,56,41.6,40.9,20,22.9,12.8,8,91.2,80.4
82,N/A,28049002400,Hinds County,Mississippi,2019,35,38,32,31,27,35,21,1.2,-9.6,33,10.8,7.5,23,3.1,1,42,77.5,75.9,16,79.7,64.9,60,73.6,76.6,41,48,34,66,13.3,30.3,29,N/A,N/A,50,6.6,16.7,57,4.2,4.7,15,48,14,31,20.3,16.8,34,40,28,10,8.3,-5.6,69,N/A,N/A,23,84.4,71.8,60,41.7,40.4,21,22.9,13.2,8,92.3,82.3
83,N/A,28049002400,Hinds County,Mississippi,2020,38,47,29,31,24,38,20,1,-11.5,29,17.5,9.8,23,3.1,1,52,77.8,78.3,23,80.8,71.1,53,73,73.9,42,64,20,61,6.7,16.3,63,N/A,N/A,67,7.4,50,20,3.6,2,13,48,12,26,20.6,16.1,41,52,30,36,11.1,10.4,67,N/A,N/A,23,84.9,72.2,55,41.8,41.1,31,23,16.8,9,93.2,84
84,N/A,28049002400,Hinds County,Mississippi,2021,35,43,27,49,52,46,38,-0.7,-4.9,66,15.9,92,23,3.1,1,41,78.5,76.5,45,85.9,84.7,74,72.5,81,20,26,14,24,5.4,-2,17,N/A,N/A,38,11.2,11.9,N/A,N/A,N/A,1,47,1,26,20.6,16.1,36,52,21,41,12.4,13.7,63,N/A,N/A,7,86.3,57.1,15,41.3,48.6,58,25.3,28.6,4,94.1,79.8
85,N/A,28049002400,Hinds County,Mississippi,2022,38,45,30,59,66,52,62,-0.8,2.9,69,21.5,169,23,3.1,1,59,77.9,79.8,45,87.6,86.4,79,72.6,82.7,26,33,18,12,-11.8,-38.8,32,N/A,N/A,55,13.3,31.9,N/A,N/A,N/A,1,46,1,36,20.9,18.3,28,36,19,33,13.1,11.1,40,N/A,N/A,5,86.4,54.1,15,41.4,48.7,50,25.2,25.4,5,94,80.2
86,N/A,28049002400,Hinds County,Mississippi,2023,38,47,30,55,66,44,68,-0.9,6.1,65,40.3,121.7,23,3.1,1,51,77.4,77.7,21,88.8,81.4,82,72.8,84,30,44,16,64,27.6,53.3,51,N/A,N/A,17,-8.7,-35.5,N/A,N/A,N/A,1,46,1,32,20.7,17.2,31,32,30,23,15.1,7.9,42,N/A,N/A,5,86.3,54.1,19,41.5,47.4,86,25.3,48,8,93.9,83.2
87,N/A,28049002400,Hinds County,Mississippi,2024,37,41,33,55,66,44,68,-0.9,6.1,65,40.3,121.7,23,3.1,1,51,77.4,77.7,21,88.8,81.4,82,72.8,84,27,28,26,45,-4.9,-4.3,22,N/A,N/A,17,-8.7,-35.5,N/A,N/A,N/A,1,46,1,50,1.1,1.1,30,30,30,23,15.1,7.9,37,N/A,N/A,5,86.3,54.1,19,41.5,47.4,86,25.3,48,8,93.9,83.2
88,N/A,28121980000,Rankin County,Mississippi,2017,37,35,39,18,1,36,1,1.5,-25.9,N/A,-1.2,N/A,5,3.1,0,96,76.5,88,19,78.6,65.2,24,74.1,63.3,25,43,7,76,4.1,66.7,54,N/A,N/A,0,4.5,-75,N/A,N/A,N/A,9,48,9,5,20.3,9,68,62,75,39,3,-3.2,85,N/A,N/A,58,83.7,86.2,100,41.4,26.7,N/A,23.1,N/A,67,90,92.8
89,N/A,28121980000,Rankin County,Mississippi,2018,42,42,41,18,0,35,0,1.4,-36.8,N/A,3.1,N/A,5,3.1,0,98,77.1,90.8,19,78.6,65.2,19,73.8,60,40,71,10,76,4.1,66.7,69,N/A,N/A,67,0,200,N/A,N/A,N/A,15,48,14,5,20.3,9,66,55,78,57,5.1,5.9,53,N/A,N/A,66,84,88.8,99,41.6,28.7,N/A,22.9,N/A,70,91.2,94
90,N/A,28121980000,Rankin County,Mississippi,2019,44,36,53,20,0,40,0,1.2,-36.1,N/A,10.8,N/A,5,3.1,0,99,77.5,94.9,30,79.7,72.9,26,73.6,63.3,28,23,32,11,13.3,-17.1,57,N/A,N/A,2,6.6,-33.3,N/A,N/A,N/A,60,48,58,5,20.3,9,87,86,88,82,8.3,22.2,90,N/A,N/A,83,84.4,93,99,41.7,29.7,N/A,22.9,N/A,83,92.3,96.3
91,N/A,28121980000,Rankin County,Mississippi,2020,52,39,66,23,0,46,0,1,-36.3,N/A,17.5,N/A,5,3.1,0,100,77.8,100,35,80.8,76,42,73,70.1,40,30,51,12,6.7,-20.7,16,N/A,N/A,62,7.4,50,62,3.6,4.3,88,48,84,3,20.6,7.2,94,88,100,85,11.1,31.1,91,N/A,N/A,100,84.9,100,100,41.8,28.4,N/A,23,N/A,100,93.2,100
92,N/A,28121980000,Rankin County,Mississippi,2021,52,39,65,26,1,52,1,-0.7,-23.9,N/A,15.9,N/A,5,3.1,0,N/A,78.5,N/A,100,85.9,100,N/A,72.5,N/A,43,42,44,69,5.4,21.7,56,N/A,N/A,2,11.2,-33.3,32,5.1,3.6,97,47,94,3,20.6,6.7,87,74,100,80,12.4,25.3,68,N/A,N/A,N/A,86.3,N/A,100,41.3,19.6,N/A,25.3,N/A,100,94.1,100
93,N/A,28121980000,Rankin County,Mississippi,2022,53,40,66,35,18,52,18,-0.8,-7.3,N/A,21.5,N/A,5,3.1,0,N/A,77.9,N/A,100,87.6,100,N/A,72.6,N/A,43,41,45,60,-11.8,0,62,N/A,N/A,0,13.3,-50,33,4.9,3.6,99,46,96,3,20.9,7.1,80,60,100,52,13.1,11.8,69,N/A,N/A,N/A,86.4,N/A,100,41.4,21.6,N/A,25.2,N/A,100,94,100
94,N/A,28121980000,Rankin County,Mississippi,2023,44,34,54,8,12,5,12,-0.9,-16.1,N/A,40.3,N/A,5,3.1,0,N/A,77.4,N/A,N/A,88.8,N/A,N/A,72.8,N/A,46,35,57,13,27.6,-32.1,27,N/A,N/A,66,-8.7,100,68,3.8,5.3,99,46,96,3,20.7,6.5,77,54,100,44,15.1,9.7,65,N/A,N/A,N/A,86.3,N/A,100,41.5,20.8,N/A,25.3,N/A,N/A,93.9,N/A
95,N/A,28121980000,Rankin County,Mississippi,2024,48,42,55,8,12,5,12,-0.9,-16.1,N/A,40.3,N/A,5,3.1,0,N/A,77.4,N/A,N/A,88.8,N/A,N/A,72.8,N/A,56,52,59,43,-4.9,-5.3,47,N/A,N/A,66,-8.7,100,73,3.6,5.6,99,46,96,5,1.1,0.2,80,61,100,44,15.1,9.7,78,N/A,N/A,N/A,86.3,N/A,100,41.5,20.8,N/A,25.3,N/A,N/A,93.9,N/A
96,N/A,28049010101,Hinds County,Mississippi,2017,48,48,47,48,54,42,82,1.5,7.4,27,-1.2,-27.1,2,3.1,0,23,76.5,70.4,74,78.6,85.7,68,74.1,79.9,55,48,62,54,4.1,5.8,24,N/A,N/A,66,4.5,10.1,35,4.2,3.2,90,48,86,62,20.3,22.7,39,42,36,25,3,-15.5,58,N/A,N/A,45,83.7,81.9,12,41.4,49.2,61,23.1,26.8,27,90,85.6
