N/A,META,,,,,SUMMARY,,,PLACE,,,,,,,,,,,,,,,,,,,,,ECONOMY,,,,,,,,,,,,,,,,,,,,,COMMUNITY,,,,,,,,,,,,,,,,,,,,
N/A,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
97,N/A,28049010101,Hinds County,Mississippi,2018,46,44,47,44,48,39,69,1.4,2.8,27,3.1,-27.7,2,3.1,0,19,77.1,70,74,78.6,85.7,60,73.8,77.1,62,62,62,54,4.1,5.8,71,N/A,N/A,62,0,2,35,4.2,3.2,89,48,85,62,20.3,22.7,32,23,40,28,5.1,-9.1,18,N/A,N/A,48,84,83.4,13,41.6,48.9,73,22.9,32.1,24,91.2,86.4
98,N/A,28049010101,Hinds County,Mississippi,2019,42,37,47,40,40,39,55,1.2,-0.8,25,10.8,-28.7,2,3.1,0,24,77.5,71.9,71,79.7,85.9,59,73.6,76.5,50,37,62,53,13.3,14.5,24,N/A,N/A,33,6.6,-19,35,4.2,3.2,90,48,86,62,20.3,22.7,36,34,39,40,8.3,1.7,27,N/A,N/A,55,84.4,85.9,17,41.7,47.9,62,22.9,27.2,21,92.3,87
99,N/A,28049010101,Hinds County,Mississippi,2020,47,47,47,40,39,42,44,1,-4,34,17.5,-4.3,2,3.1,0,31,77.8,73.9,73,80.8,87.1,64,73,77.6,58,64,52,83,6.7,65.1,36,N/A,N/A,72,7.4,17.3,3,3.6,1,91,48,87,63,20.6,23.4,42,39,46,46,11.1,7.1,32,N/A,N/A,67,84.9,89.5,27,41.8,45.5,67,23,29.5,22,93.2,88.4
100,N/A,28049010101,Hinds County,Mississippi,2021,51,44,58,38,30,47,35,-0.7,-16.4,26,15.9,-40.6,2,3.1,0,16,78.5,68.7,86,85.9,93.9,84,72.5,84.7,56,52,59,19,5.4,-15.4,50,N/A,N/A,88,11.2,64.2,29,5.1,3.4,88,47,83,61,20.6,22.8,59,50,68,34,12.4,2.7,65,N/A,N/A,87,86.3,95,74,41.3,37.8,83,25.3,43.5,28,94.1,90.4
101,N/A,28049010101,Hinds County,Mississippi,2022,48,40,55,40,32,49,38,-0.8,-27.3,25,21.5,-40.8,2,3.1,0,18,77.9,69.1,91,87.6,95.8,85,72.6,85.2,56,47,65,31,-11.8,-21.6,37,N/A,N/A,72,13.3,25.6,43,4.9,4.3,79,46,73,72,20.9,25.6,46,40,52,26,13.1,-6.2,55,N/A,N/A,34,86.4,81.1,54,41.4,40.8,87,25.2,49.2,35,94,91.7
102,N/A,28049010101,Hinds County,Mississippi,2023,39,31,47,40,33,47,40,-0.9,-37,26,40.3,-28.2,2,3.1,0,18,77.4,68.2,88,88.8,95.8,80,72.8,83.2,48,39,56,71,27.6,53.6,16,N/A,N/A,29,-8.7,-59.4,18,3.8,1.9,79,46,73,70,20.7,25,30,22,37,25,15.1,-12.1,20,N/A,N/A,33,86.3,80.4,60,41.5,40,N/A,25.3,N/A,17,93.9,87.5
103,N/A,28049010101,Hinds County,Mississippi,2024,42,39,46,40,33,47,40,-0.9,-37,26,40.3,-28.2,2,3.1,0,18,77.4,68.2,88,88.8,95.8,80,72.8,83.2,45,36,54,26,-4.9,-13.2,52,N/A,N/A,29,-8.7,-59.4,6,3.6,1.1,79,46,73,77,1.1,2,42,48,37,25,15.1,-12.1,71,N/A,N/A,33,86.3,80.4,60,41.5,40,N/A,25.3,N/A,17,93.9,87.5
104,N/A,28049000500,Hinds County,Mississippi,2017,33,39,27,38,52,24,87,1.5,10.8,17,-1.2,-36.9,11,3.1,0.3,26,76.5,71.2,7,78.6,54.5,51,74.1,74.4,36,48,24,33,4.1,-7.1,50,N/A,N/A,61,4.5,24,4,4.2,1.1,11,48,11,56,20.3,21.4,25,18,32,6,3,-14.2,29,N/A,N/A,13,83.7,60.5,30,41.4,44.6,80,23.1,35.9,5,90,76.9
105,N/A,28049000500,Hinds County,Mississippi,2018,30,34,26,26,32,20,47,1.4,-2.1,16,3.1,-39.5,11,3.1,0.3,18,77.1,69.4,7,78.6,54.5,46,73.8,72.6,31,39,23,33,4.1,-7.1,30,N/A,N/A,53,0,9.7,4,4.2,1.1,8,48,8,56,20.3,21.4,32,30,35,12,5.1,-5.1,49,N/A,N/A,14,84,62,41,41.6,42.8,81,22.9,36.7,5,91.2,77.9
106,N/A,28049000500,Hinds County,Mississippi,2019,30,32,28,33,42,24,33,1.2,-8.7,51,10.8,14.1,11,3.1,0.3,12,77.5,67.4,9,79.7,58,63,73.6,77.5,26,31,22,49,13.3,10.1,27,N/A,N/A,16,6.6,-17.6,4,4.2,1.1,7,48,7,56,20.3,21.4,30,22,37,31,8.3,6.1,13,N/A,N/A,12,84.4,61.5,54,41.7,41.1,78,22.9,34.6,5,92.3,79.3
107,N/A,28049000500,Hinds County,Mississippi,2020,36,39,32,28,29,28,31,1,-11.5,27,17.5,-3.6,11,3.1,0.3,19,77.8,70.6,10,80.8,61.7,71,73,79.9,42,56,28,68,6.7,12.6,70,N/A,N/A,31,7.4,0,N/A,N/A,N/A,8,48,8,47,20.6,20.2,36,32,40,42,11.1,12.9,22,N/A,N/A,12,84.9,62.4,70,41.8,39,71,23,31.3,7,93.2,82.7
108,N/A,28049000500,Hinds County,Mississippi,2021,40,48,32,38,42,34,44,-0.7,-7.4,40,15.9,5.8,11,3.1,0.3,4,78.5,60.8,30,85.9,80.2,91,72.5,88.1,42,53,30,39,5.4,-1,45,N/A,N/A,75,11.2,250,N/A,N/A,N/A,6,47,6,54,20.6,21.5,42,50,33,32,12.4,10.3,69,N/A,N/A,10,86.3,63.1,71,41.3,38.3,46,25.3,23.7,5,94.1,80.2
109,N/A,28049000500,Hinds County,Mississippi,2022,36,37,34,32,31,33,43,-0.8,-9.7,19,21.5,-37.2,11,3.1,0.3,5,77.9,61.3,26,87.6,81.1,90,72.6,87.3,38,37,38,50,-11.8,-14.4,31,N/A,N/A,31,13.3,4.1,N/A,N/A,N/A,12,46,12,64,20.9,23.7,38,44,32,23,13.1,7.3,64,N/A,N/A,9,86.4,62.3,76,41.4,37.5,N/A,25.2,N/A,10,94,84.1
110,N/A,28049000500,Hinds County,Mississippi,2023,30,26,35,38,34,41,47,-0.9,-8,20,40.3,-23.1,11,3.1,0.3,6,77.4,61.5,54,88.8,89.6,93,72.8,89.3,34,28,40,40,27.6,12,27,N/A,N/A,18,-8.7,-42.2,N/A,N/A,N/A,12,46,12,69,20.7,24.8,20,15,24,15,15.1,4.1,15,N/A,N/A,10,86.3,63.2,48,41.5,41.9,N/A,25.3,N/A,14,93.9,86.1
111,N/A,28049000500,Hinds County,Mississippi,2024,32,28,36,38,34,41,47,-0.9,-8,20,40.3,-23.1,11,3.1,0.3,6,77.4,61.5,54,88.8,89.6,93,72.8,89.3,38,33,44,50,-4.9,-6.5,30,N/A,N/A,18,-8.7,-42.2,N/A,N/A,N/A,12,46,12,77,1.1,2,21,18,24,15,15.1,4.1,20,N/A,N/A,10,86.3,63.2,48,41.5,41.9,N/A,25.3,N/A,14,93.9,86.1
112,N/A,28049001500,Hinds County,Mississippi,2017,52,40,64,60,30,89,13,1.5,-9.7,46,-1.2,-3.3,81,3.1,9.3,88,76.5,84.5,88,78.6,90.5,99,74.1,94.4,50,42,57,30,4.1,-6.3,56,N/A,N/A,41,4.5,-4.6,25,4.2,2.6,98,48,96,49,20.3,20.1,46,48,45,79,3,9.4,17,N/A,N/A,20,83.7,68.3,5,41.4,52.9,90,23.1,43.7,66,90,92.5
113,N/A,28049001500,Hinds County,Mississippi,2018,53,44,62,54,20,89,10,1.4,-13.9,29,3.1,-15.3,81,3.1,9.3,89,77.1,85.1,88,78.6,90.5,99,73.8,94.2,56,54,57,30,4.1,-6.3,55,N/A,N/A,78,0,30.6,25,4.2,2.6,98,48,96,49,20.3,20.1,49,58,40,83,5.1,13.9,33,N/A,N/A,18,84,66.7,5,41.6,53.3,77,22.9,33.9,60,91.2,92.6
114,N/A,28049001500,Hinds County,Mississippi,2019,52,43,60,58,24,92,10,1.2,-15.6,38,10.8,0.7,81,3.1,9.3,93,77.5,86.7,93,79.7,93.1,99,73.6,93.6,52,46,57,74,13.3,30.5,41,N/A,N/A,24,6.6,-22.2,25,4.2,2.6,97,48,95,49,20.3,20.1,44,58,31,87,8.3,20.4,30,N/A,N/A,17,84.4,66.5,5,41.7,53.2,55,22.9,24.8,47,92.3,91.9
115,N/A,28049001500,Hinds County,Mississippi,2020,50,42,57,54,18,91,11,1,-11.6,25,17.5,-10.7,81,3.1,9.3,91,77.8,86.2,95,80.8,94.2,98,73,93.2,49,47,51,54,6.7,7.8,20,N/A,N/A,68,7.4,20.6,6,3.6,1.2,98,48,95,48,20.6,20.4,45,60,30,66,11.1,12.3,54,N/A,N/A,17,84.9,67.3,9,41.8,50.9,62,23,27.3,34,93.2,90.9
116,N/A,28049001500,Hinds County,Mississippi,2021,55,53,57,58,28,87,23,-0.7,-8,33,15.9,-7.1,81,3.1,9.3,71,78.5,82.6,98,85.9,97.8,98,72.5,93.2,59,68,50,74,5.4,18.1,53,N/A,N/A,78,11.2,50,2,5.1,1,98,47,95,50,20.6,20.6,50,64,35,57,12.4,10.1,71,N/A,N/A,17,86.3,70.2,12,41.3,49.8,82,25.3,42.8,30,94.1,91
117,N/A,28049001500,Hinds County,Mississippi,2022,46,36,55,56,32,81,32,-0.8,-4.5,31,21.5,-7.6,81,3.1,9.3,53,77.9,78.6,94,87.6,96.6,97,72.6,91.9,46,43,49,24,-11.8,-28.6,70,N/A,N/A,34,13.3,-2.6,5,4.9,1.4,97,46,94,46,20.9,20.3,33,32,34,33,13.1,-4.2,32,N/A,N/A,10,86.4,63.2,20,41.4,47.1,79,25.2,40.6,28,94,90.5
118,N/A,28049001500,Hinds County,Mississippi,2023,48,38,57,60,41,79,30,-0.9,-6.2,52,40.3,44,81,3.1,9.3,46,77.4,76.5,93,88.8,97,96,72.8,91.1,48,45,51,40,27.6,17.1,62,N/A,N/A,32,-8.7,-33,7,3.8,1.2,97,46,94,50,20.7,20.7,35,28,42,31,15.1,-7,24,N/A,N/A,10,86.3,63.1,12,41.5,49.9,98,25.3,87.3,49,93.9,93.8
119,N/A,28049001500,Hinds County,Mississippi,2024,51,43,59,60,41,79,30,-0.9,-6.2,52,40.3,44,81,3.1,9.3,46,77.4,76.5,93,88.8,97,96,72.8,91.1,51,45,57,72,-4.9,4.9,31,N/A,N/A,32,-8.7,-33,7,3.6,1.2,97,46,94,66,1.1,1.5,43,44,42,31,15.1,-7,56,N/A,N/A,10,86.3,63.1,12,41.5,49.9,98,25.3,87.3,49,93.9,93.8
120,N/A,28049002000,Hinds County,Mississippi,2017,24,22,26,39,40,38,53,1.5,7.5,28,-1.2,-5.8,24,3.1,1,45,76.5,75.5,4,78.6,47.4,78,74.1,83.1,8,11,5,24,4.1,0,1,N/A,N/A,8,4.5,-20,N/A,N/A,N/A,8,48,8,2,20.3,5.2,24,15,34,18,3,-3.8,12,N/A,N/A,9,83.7,55,58,41.4,40.4,31,23.1,16.8,40,90,88.3
121,N/A,28049002000,Hinds County,Mississippi,2018,32,45,19,32,28,35,43,1.4,3.7,14,3.1,-15.2,24,3.1,1,43,77.1,75.8,4,78.6,47.4,69,73.8,80,22,38,5,24,4.1,0,56,N/A,N/A,33,0,0,N/A,N/A,N/A,8,48,8,2,20.3,5.2,44,70,18,69,5.1,36.2,72,N/A,N/A,15,84,63.5,25,41.6,45.6,1,22.9,0,33,91.2,88.4
122,N/A,28049002000,Hinds County,Mississippi,2019,26,34,18,30,27,34,44,1.2,3.8,10,10.8,-15.6,24,3.1,1,51,77.5,77.7,4,79.7,49.7,58,73.6,76.1,19,32,6,64,13.3,50,6,N/A,N/A,25,6.6,0,N/A,N/A,N/A,9,48,9,2,20.3,5.2,30,44,15,69,8.3,71.5,18,N/A,N/A,23,84.4,71.7,6,41.7,52.4,1,22.9,0,29,92.3,88.9
123,N/A,28049002000,Hinds County,Mississippi,2020,36,52,20,42,46,38,25,1,-1,67,17.5,382.9,24,3.1,1,74,77.8,82.2,5,80.8,53.8,49,73,72.5,24,43,4,65,6.7,50,64,N/A,N/A,0,7.4,-75,N/A,N/A,N/A,6,48,6,2,20.6,5.2,42,66,18,70,11.1,77.6,62,N/A,N/A,22,84.9,71.3,2,41.8,56.9,19,23,12.2,28,93.2,89.8
124,N/A,28049002000,Hinds County,Mississippi,2021,32,43,20,54,67,40,67,-0.7,69.5,N/A,15.9,N/A,24,3.1,1,84,78.5,85.6,6,85.9,64.7,44,72.5,70.5,14,25,3,4,5.4,-11.1,4,N/A,N/A,67,11.2,400,N/A,N/A,N/A,4,47,4,2,20.6,6.1,28,38,18,61,12.4,26,16,N/A,N/A,26,86.3,76.8,14,41.3,48.9,25,25.3,16.4,6,94.1,81.5
125,N/A,28049002000,Hinds County,Mississippi,2022,28,37,18,52,67,36,67,-0.8,91.1,N/A,21.5,N/A,24,3.1,1,80,77.9,84.3,4,87.6,64.4,37,72.6,67.7,18,31,6,66,-11.8,125,10,N/A,N/A,18,13.3,0,N/A,N/A,N/A,10,46,10,3,20.9,7.1,13,14,12,4,13.1,-13.8,25,N/A,N/A,14,86.4,67.8,16,41.4,48.4,13,25.2,11.5,7,94,82.4
126,N/A,28049002000,Hinds County,Mississippi,2023,30,43,18,44,67,22,67,-0.9,107.9,N/A,40.3,N/A,24,3.1,1,31,77.4,72.7,2,88.8,61.6,30,72.8,64.3,16,25,6,0,27.6,-77.8,9,N/A,N/A,66,-8.7,77.8,N/A,N/A,N/A,10,46,10,3,20.7,6.7,31,36,26,3,15.1,-28,68,N/A,N/A,15,86.3,69.1,66,41.5,39.1,14,25.3,11.6,9,93.9,84
127,N/A,28049002000,Hinds County,Mississippi,2024,34,48,19,44,67,22,67,-0.9,107.9,N/A,40.3,N/A,24,3.1,1,31,77.4,72.7,2,88.8,61.6,30,72.8,64.3,24,39,10,1,-4.9,-25,51,N/A,N/A,66,-8.7,77.8,N/A,N/A,N/A,10,46,10,N/A,N/A,N/A,32,38,26,3,15.1,-28,73,N/A,N/A,15,86.3,69.1,66,41.5,39.1,14,25.3,11.6,9,93.9,84
128,N/A,28049010201,Hinds County,Mississippi,2017,52,55,50,60,70,50,70,1.5,11,69,-1.2,54.9,13,3.1,0.4,70,76.5,80.4,23,78.6,67.8,96,74.1,90.8,57,42,72,30,4.1,-8.1,40,N/A,N/A,56,4.5,13.5,83,4.2,7.7,48,48,46,85,20.3,28.4,40,52,28,73,3,34.2,31,N/A,N/A,17,83.7,64.6,18,41.4,47.2,68,23.1,29.7,9,90,79.4
129,N/A,28049010201,Hinds County,Mississippi,2018,54,64,45,60,72,47,74,1.4,15.9,69,3.1,80.8,13,3.1,0.4,56,77.1,78.3,23,78.6,67.8,96,73.8,90.8,59,49,69,30,4.1,-8.1,41,N/A,N/A,76,0,47.6,83,4.2,7.7,40,48,38,85,20.3,28.4,46,72,20,73,5.1,33.8,72,N/A,N/A,13,84,60.9,6,41.6,52.5,54,22.9,24.2,7,91.2,79.9
130,N/A,28049010201,Hinds County,Mississippi,2019,52,62,42,57,72,42,75,1.2,16.9,70,10.8,178.4,13,3.1,0.4,35,77.5,74.7,25,79.7,70.3,97,73.6,91.3,56,42,70,57,13.3,14.7,49,N/A,N/A,21,6.6,-17.7,83,4.2,7.7,41,48,39,85,20.3,28.4,43,71,15,73,8.3,39.1,69,N/A,N/A,12,84.4,60.7,2,41.7,57.1,39,22.9,19.3,6,92.3,80.7
131,N/A,28049010201,Hinds County,Mississippi,2020,55,70,40,55,68,42,65,1,7.5,70,17.5,170.9,13,3.1,0.4,35,77.8,74.9,25,80.8,71.8,97,73,91.2,70,77,63,85,6.7,50,69,N/A,N/A,77,7.4,70.6,61,3.6,4.3,39,48,37,88,20.6,30.2,40,64,15,64,11.1,22.7,65,N/A,N/A,12,84.9,63,2,41.8,57.5,40,23,19.6,5,93.2,81.1
132,N/A,28049010201,Hinds County,Mississippi,2021,47,48,46,40,40,41,40,-0.7,-2,N/A,15.9,N/A,13,3.1,0.4,33,78.5,74.4,21,85.9,76.8,97,72.5,92.1,62,54,70,53,5.4,5.1,41,N/A,N/A,68,11.2,37.9,64,5.1,6.5,60,47,56,87,20.6,29.5,38,49,26,51,12.4,16.5,47,N/A,N/A,17,86.3,70.1,2,41.3,59.1,82,25.3,42.6,3,94.1,77.1
133,N/A,28049010201,Hinds County,Mississippi,2022,36,29,42,31,22,40,27,-0.8,-9.1,16,21.5,-15.4,13,3.1,0.4,34,77.9,74.1,15,87.6,76.3,97,72.6,92.3,38,28,49,25,-11.8,-30.9,39,N/A,N/A,19,13.3,-14.2,47,4.9,4.7,18,46,17,83,20.9,28.7,36,37,36,15,13.1,-0.3,59,N/A,N/A,15,86.4,69.2,40,41.4,43,86,25.2,47.9,5,94,80.3
134,N/A,28049010201,Hinds County,Mississippi,2023,36,30,41,30,19,41,24,-0.9,-14,14,40.3,-10.7,13,3.1,0.4,45,77.4,76.3,18,88.8,79.8,88,72.8,86.7,45,41,49,48,27.6,22.4,38,N/A,N/A,37,-8.7,-16.5,51,3.8,3.8,18,46,17,78,20.7,26.9,32,30,33,11,15.1,-5.5,49,N/A,N/A,19,86.3,72.2,28,41.5,45.2,71,25.3,35.1,13,93.9,85.9
135,N/A,28049010201,Hinds County,Mississippi,2024,36,31,41,30,19,41,24,-0.9,-14,14,40.3,-10.7,13,3.1,0.4,45,77.4,76.3,18,88.8,79.8,88,72.8,86.7,44,38,49,24,-4.9,-17.3,53,N/A,N/A,37,-8.7,-16.5,49,3.6,3.5,18,46,17,81,1.1,2.2,34,36,33,11,15.1,-5.5,60,N/A,N/A,19,86.3,72.2,28,41.5,45.2,71,25.3,35.1,13,93.9,85.9
136,N/A,28049003500,Hinds County,Mississippi,2017,32,34,29,22,14,29,23,1.5,-7.1,4,-1.2,-39.7,21,3.1,0.9,53,76.5,77,10,78.6,58,31,74.1,66.9,42,44,41,28,4.1,-4.5,57,N/A,N/A,48,4.5,15.4,80,4.2,7.1,18,48,17,25,20.3,15.5,30,44,16,67,3,27.7,21,N/A,N/A,7,83.7,51.5,16,41.4,47.8,26,23.1,15.3,13,90,81.5
137,N/A,28049003500,Hinds County,Mississippi,2018,32,35,28,22,14,29,24,1.4,-6.3,4,3.1,-38.1,21,3.1,0.9,46,77.1,76.3,10,78.6,58,38,73.8,69.3,42,43,40,28,4.1,-4.5,39,N/A,N/A,63,0,33.3,80,4.2,7.1,15,48,14,25,20.3,15.5,31,47,15,62,5.1,19.1,32,N/A,N/A,5,84,49,19,41.6,47.3,27,22.9,15.5,8,91.2,80.3
138,N/A,28049003500,Hinds County,Mississippi,2019,31,31,31,35,40,30,40,1.2,-1,39,10.8,14.8,21,3.1,0.9,36,77.5,74.8,15,79.7,64,48,73.6,73,33,26,40,21,13.3,0,53,N/A,N/A,4,6.6,-40,80,4.2,7.1,14,48,13,25,20.3,15.5,24,26,22,32,8.3,7.5,21,N/A,N/A,4,84.4,47.2,30,41.7,44.9,49,22.9,22.4,6,92.3,80.3
139,N/A,28049003500,Hinds County,Mississippi,2020,36,43,29,41,50,32,71,1,8,30,17.5,13,21,3.1,0.9,26,77.8,72.5,19,80.8,68.8,62,73,76.9,40,59,21,53,6.7,9.5,59,N/A,N/A,65,7.4,50,24,3.6,2.2,14,48,13,24,20.6,15.6,27,21,33,7,11.1,-2.5,35,N/A,N/A,4,84.9,45.5,53,41.8,41.3,70,23,30.5,4,93.2,79.5
140,N/A,28049003500,Hinds County,Mississippi,2021,44,43,45,60,62,58,78,-0.7,13.1,45,15.9,29.7,21,3.1,0.9,57,78.5,79.8,66,85.9,89.4,89,72.5,86.6,38,42,35,21,5.4,-6.5,38,N/A,N/A,67,11.2,77.8,68,5.1,7,17,47,16,21,20.6,15,34,26,42,14,12.4,3.9,37,N/A,N/A,3,86.3,46.4,89,41.3,34.7,69,25.3,34,5,94.1,80.9
141,N/A,28049003500,Hinds County,Mississippi,2022,48,47,49,54,49,59,67,-0.8,5.6,31,21.5,16.6,21,3.1,0.9,41,77.9,75.9,87,87.6,94.8,88,72.6,86.3,44,46,42,54,-11.8,-7,55,N/A,N/A,28,13.3,6.2,72,4.9,7.5,33,46,31,21,20.9,15.3,45,45,45,43,13.1,16.6,47,N/A,N/A,5,86.4,53.4,95,41.4,32.8,76,25.2,38.9,5,94,80.2
142,N/A,28049003500,Hinds County,Mississippi,2023,46,48,44,50,47,54,39,-0.9,-5,55,40.3,82.4,21,3.1,0.9,27,77.4,71.4,74,88.8,93.1,92,72.8,88.6,36,37,35,54,27.6,35,48,N/A,N/A,9,-8.7,-50,49,3.8,3.7,33,46,31,22,20.7,15.1,50,59,42,66,15.1,48.1,52,N/A,N/A,8,86.3,59.7,79,41.5,37,77,25.3,39.5,5,93.9,80.3
143,N/A,28049003500,Hinds County,Mississippi,2024,47,47,47,50,47,54,39,-0.9,-5,55,40.3,82.4,21,3.1,0.9,27,77.4,71.4,74,88.8,93.1,92,72.8,88.6,42,37,46,60,-4.9,0,41,N/A,N/A,9,-8.7,-50,N/A,N/A,N/A,33,46,31,59,1.1,1.3,50,58,42,66,15.1,48.1,50,N/A,N/A,8,86.3,59.7,79,41.5,37,77,25.3,39.5,5,93.9,80.3
144,N/A,28049003200,Hinds County,Mississippi,2017,40,42,37,44,30,57,58,1.5,9.7,2,-1.2,-43.7,33,3.1,1.7,94,76.5,86.8,3,78.6,45.8,99,74.1,96.4,34,43,24,73,4.1,15.6,41,N/A,N/A,14,4.5,-23.1,5,4.2,1.3,18,48,17,49,20.3,20.1,42,54,30,66,3,24.8,42,N/A,N/A,10,83.7,56.3,13,41.4,48.6,97,23.1,56.8,2,90,73.1
145,N/A,28049003200,Hinds County,Mississippi,2018,44,52,36,52,48,57,60,1.4,11.3,36,3.1,5.1,33,3.1,1.7,93,77.1,86.5,3,78.6,45.8,99,73.8,95,44,67,21,73,4.1,15.6,61,N/A,N/A,67,0,30,5,4.2,1.3,8,48,8,49,20.3,20.1,35,40,30,31,5.1,3.5,50,N/A,N/A,6,84,50.4,15,41.6,48.3,96,22.9,55.7,4,91.2,76.9
146,N/A,28049003200,Hinds County,Mississippi,2019,36,34,37,53,50,56,37,1.2,1.8,63,10.8,64.2,33,3.1,1.7,87,77.5,84.7,4,79.7,51.2,98,73.6,92.5,24,29,20,33,13.3,2.7,43,N/A,N/A,12,6.6,-25.6,5,4.2,1.3,5,48,5,49,20.3,20.1,28,23,34,7,8.3,-5.5,39,N/A,N/A,4,84.4,45.3,32,41.7,44.5,96,22.9,54.4,5,92.3,79.8
147,N/A,28049003200,Hinds County,Mississippi,2020,34,33,34,26,6,47,12,1,-5.1,1,17.5,-100,33,3.1,1.7,58,77.8,79.3,5,80.8,54.8,93,73,88.8,42,68,15,61,6.7,9.2,69,N/A,N/A,73,7.4,79.3,6,3.6,1.2,3,48,3,36,20.6,18.2,32,24,39,4,11.1,-8,43,N/A,N/A,3,84.9,42.5,52,41.8,41.4,95,23,50.8,5,93.2,81.2
148,N/A,28049003200,Hinds County,Mississippi,2021,25,21,29,32,10,55,10,-0.7,-12.3,N/A,15.9,N/A,33,3.1,1.7,93,78.5,88.6,21,85.9,76.8,74,72.5,81.1,24,30,18,37,5.4,-1.2,22,N/A,N/A,30,11.2,0,17,5.1,2.4,2,47,2,34,20.6,17.8,18,22,14,3,12.4,-10.2,42,N/A,N/A,1,86.3,35.4,18,41.3,47.6,N/A,25.3,N/A,22,94.1,89.2
149,N/A,28049003200,Hinds County,Mississippi,2022,27,28,26,28,12,44,12,-0.8,-16.1,N/A,21.5,N/A,33,3.1,1.7,67,77.9,81.5,31,87.6,82.7,N/A,72.6,N/A,32,42,21,49,-11.8,-14.6,24,N/A,N/A,53,13.3,25,23,4.9,2.9,3,46,3,37,20.9,18.5,22,30,13,7,13.1,-1.7,52,N/A,N/A,3,86.4,47.3,23,41.4,46.4,N/A,25.2,N/A,14,94,86.4
150,N/A,28049003200,Hinds County,Mississippi,2023,28,31,25,30,20,40,13,-0.9,-18,26,40.3,27,33,3.1,1.7,71,77.4,81.6,19,88.8,80.4,36,72.8,67.1,29,33,25,36,27.6,8.6,36,N/A,N/A,27,-8.7,-23.7,31,3.8,2.6,3,46,3,41,20.7,19,26,40,11,23,15.1,9.7,58,N/A,N/A,2,86.3,42.1,22,41.5,46.7,N/A,25.3,N/A,8,93.9,82.9
151,N/A,28049003200,Hinds County,Mississippi,2024,31,35,27,30,20,40,13,-0.9,-18,26,40.3,27,33,3.1,1.7,71,77.4,81.6,19,88.8,80.4,36,72.8,67.1,34,40,29,40,-4.9,-9.2,54,N/A,N/A,27,-8.7,-23.7,11,3.6,1.4,3,46,3,72,1.1,1.8,28,44,11,23,15.1,9.7,65,N/A,N/A,2,86.3,42.1,22,41.5,46.7,N/A,25.3,N/A,8,93.9,82.9
152,N/A,28049003300,Hinds County,Mississippi,2017,38,46,30,52,61,42,70,1.5,3.5,52,-1.2,7,19,3.1,0.7,51,76.5,76.6,32,78.6,72.1,64,74.1,78.6,35,48,22,41,4.1,5.6,39,N/A,N/A,65,4.5,42.9,N/A,N/A,N/A,16,48,15,29,20.3,16.4,27,29,25,7,3,-10.8,51,N/A,N/A,10,83.7,56.5,30,41.4,44.6,50,23.1,23,11,90,80.5
153,N/A,28049003300,Hinds County,Mississippi,2018,36,43,30,48,54,43,56,1.4,-0.2,53,3.1,14.1,19,3.1,0.7,58,77.1,78.6,32,78.6,72.1,64,73.8,78.2,30,39,20,41,4.1,5.6,33,N/A,N/A,44,0,5,N/A,N/A,N/A,12,48,11,29,20.3,16.4,30,35,26,31,5.1,3.6,39,N/A,N/A,10,84,56.9,30,41.6,44.8,49,22.9,22.4,13,91.2,83.3
154,N/A,28049003300,Hinds County,Mississippi,2019,38,44,31,42,38,46,36,1.2,-7.1,41,10.8,11.3,19,3.1,0.7,65,77.5,80.3,33,79.7,73.9,66,73.6,78.5,34,48,19,52,13.3,21.1,43,N/A,N/A,48,6.6,14.3,N/A,N/A,N/A,9,48,9,29,20.3,16.4,36,45,27,61,8.3,21.4,29,N/A,N/A,12,84.4,61.3,31,41.7,44.8,48,22.9,22.3,17,92.3,86.1
