N/A,META,,,,,SUMMARY,,,PLACE,,,,,,,,,,,,,,,,,,,,,ECONOMY,,,,,,,,,,,,,,,,,,,,,COMMUNITY,,,,,,,,,,,,,,,,,,,,
N/A,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
553,N/A,13121008202,Fulton County,Georgia,2018,38,43,33,24,9,38,14,2.1,-4.7,4,5.4,-43.7,52,4.1,4.4,60,72,74.3,4,82.9,50.6,35,57,51.1,38,47,28,5,5.9,-28,68,N/A,N/A,68,1.6,68.8,45,4,3.7,6,60,7,34,20.1,17,54,74,34,61,5.7,17.2,88,N/A,N/A,18,86.6,70,66,41.5,39.2,44,25.5,23.4,8,92.3,81.7
554,N/A,13121008202,Fulton County,Georgia,2019,34,37,32,28,20,36,35,1.8,1.3,5,16.5,-26.3,52,4.1,4.4,56,72.5,73.8,4,83.9,52.9,34,56.5,50.3,38,46,29,67,13.7,50,37,N/A,N/A,34,8.6,7.4,45,4,3.7,9,60,11,34,20.1,17,38,46,30,32,9.2,7.4,60,N/A,N/A,12,87,65.8,65,41.6,39.4,38,25.3,21.1,5,93.3,81.6
555,N/A,13121008202,Fulton County,Georgia,2020,36,43,28,34,34,35,52,1.5,5.9,16,25.2,3.2,52,4.1,4.4,53,72.8,73.5,4,84.9,54.8,31,55.8,48.4,34,41,28,45,7.4,11.1,56,N/A,N/A,23,8.1,0,48,3.4,3.3,10,61,13,27,20.6,15.8,37,54,20,24,12.2,7.3,84,N/A,N/A,9,87.5,62.7,50,41.6,41.6,17,25.4,12.5,4,94.2,82.2
556,N/A,13121008202,Fulton County,Georgia,2021,28,35,22,39,40,38,64,0,12.3,16,25.7,-1.7,52,4.1,4.4,51,73.3,73.5,13,89.1,75.5,34,55.6,49,29,33,25,13,5.3,-6.7,49,N/A,N/A,36,7.1,6.9,32,5,3.6,8,59,11,34,20.6,17.4,18,33,4,5,13.8,-6.5,61,N/A,N/A,1,88.8,41.6,6,41.3,53.4,N/A,27.5,N/A,6,95,83.8
557,N/A,13121008202,Fulton County,Georgia,2022,37,51,23,50,64,36,65,-0.3,14.5,63,31.6,110.5,52,4.1,4.4,67,72.9,77.3,13,90.6,78.3,11,56.3,37.3,36,43,28,18,-15,-25,45,N/A,N/A,65,17.9,83.9,46,5.1,4.8,7,60,9,30,21.1,17,26,46,5,5,14.5,-8.5,86,N/A,N/A,3,88.8,52.7,5,41.3,54,N/A,27.4,N/A,6,94.9,83.7
558,N/A,13121008202,Fulton County,Georgia,2023,30,35,25,54,62,46,59,-0.5,9.2,64,48.8,147.1,52,4.1,4.4,79,72.2,79.7,25,91.7,85.7,29,56.7,48.2,26,29,24,54,28.8,47.6,9,N/A,N/A,24,-8.5,-17.5,40,3.9,3.2,7,60,9,26,20.7,15.9,10,15,5,5,16.7,-7.9,25,N/A,N/A,2,88.8,45.6,6,41.5,53.3,N/A,27.8,N/A,6,95,82.8
559,N/A,13121008202,Fulton County,Georgia,2024,30,31,30,54,62,46,59,-0.5,9.2,64,48.8,147.1,52,4.1,4.4,79,72.2,79.7,25,91.7,85.7,29,56.7,48.2,26,15,38,8,-5.8,-19.4,13,N/A,N/A,24,-8.5,-17.5,55,3.6,4,7,60,9,52,1.3,1.3,11,17,5,5,16.7,-7.9,29,N/A,N/A,2,88.8,45.6,6,41.5,53.3,N/A,27.8,N/A,6,95,82.8
560,N/A,13121009603,Fulton County,Georgia,2017,70,79,62,73,82,64,80,2.1,15.9,85,-0.4,30.5,42,4.1,3.2,64,71.2,74.4,57,82.9,85.2,91,57.6,76.9,72,66,78,85,5.9,19.4,70,N/A,N/A,44,5.7,-11.8,46,4,3.7,97,59,98,92,20.1,32.8,67,90,44,96,3.3,24.6,85,N/A,N/A,41,86.3,83,3,41.3,55.6,98,25.5,70.6,33,91.2,88.1
561,N/A,13121009603,Fulton County,Georgia,2018,72,80,63,74,86,63,81,2.1,17.9,90,5.4,73.4,42,4.1,3.2,63,72,74.9,57,82.9,85.2,91,57,76.3,76,73,79,85,5.9,19.4,58,N/A,N/A,77,1.6,9.2,46,4,3.7,98,60,99,92,20.1,32.8,63,80,46,98,5.7,39.8,61,N/A,N/A,51,86.6,86.7,3,41.5,56,98,25.5,67,33,92.3,89.5
562,N/A,13121009603,Fulton County,Georgia,2019,69,75,63,72,85,60,80,1.8,16.2,90,16.5,107.1,42,4.1,3.2,59,72.5,74.5,52,83.9,84.7,89,56.5,74.2,72,64,79,57,13.7,9.2,52,N/A,N/A,82,8.6,21.1,46,4,3.7,98,60,99,92,20.1,32.8,63,77,49,98,9.2,42.9,56,N/A,N/A,60,87,89.8,3,41.6,56.5,97,25.3,61.8,35,93.3,91
563,N/A,13121009603,Fulton County,Georgia,2020,68,75,61,68,79,57,74,1.5,9.8,84,25.2,73.1,42,4.1,3.2,50,72.8,72.7,49,84.9,84.6,86,55.8,72.3,70,62,78,80,7.4,15.1,50,N/A,N/A,55,8.1,0.2,43,3.4,3.1,98,61,99,94,20.6,34.7,67,85,49,95,12.2,33.1,75,N/A,N/A,62,87.5,90.5,3,41.6,55.7,95,25.4,57,35,94.2,92.2
564,N/A,13121009603,Fulton County,Georgia,2021,58,61,55,46,42,51,29,0,-8.1,56,25.7,20.9,42,4.1,3.2,27,73.3,66.8,62,89.1,91.7,74,55.6,65.9,82,77,86,62,5.3,3.6,81,N/A,N/A,88,7.1,31.4,66,5,6.6,98,59,98,95,20.6,34.9,46,64,29,59,13.8,11.3,70,N/A,N/A,34,88.8,83.6,5,41.3,54.3,N/A,27.5,N/A,49,95,94.8
565,N/A,13121009603,Fulton County,Georgia,2022,49,47,51,37,32,42,24,-0.3,-26,39,31.6,-0.8,42,4.1,3.2,13,72.9,60.6,67,90.6,93.5,46,56.3,54.6,74,68,79,94,-15,24.2,56,N/A,N/A,55,17.9,8.5,43,5.1,4.5,98,60,98,95,21.1,36.2,36,42,31,35,14.5,-4.2,49,N/A,N/A,44,88.8,87.2,5,41.3,54.7,N/A,27.4,N/A,43,94.9,94.1
566,N/A,13121009603,Fulton County,Georgia,2023,46,40,51,36,28,44,24,-0.5,-42.1,31,48.8,-20,42,4.1,3.2,35,72.2,68.1,52,91.7,92,46,56.7,55.3,62,41,83,38,28.8,-18,50,N/A,N/A,36,-8.5,-55,54,3.9,4.2,98,60,98,97,20.7,37.9,38,50,27,34,16.7,-6.2,67,N/A,N/A,41,88.8,86.1,13,41.5,49.9,N/A,27.8,N/A,28,95,91.8
567,N/A,13121009603,Fulton County,Georgia,2024,46,44,49,36,28,44,24,-0.5,-42.1,31,48.8,-20,42,4.1,3.2,35,72.2,68.1,52,91.7,92,46,56.7,55.3,69,61,77,95,-5.8,23.7,52,N/A,N/A,36,-8.5,-55,35,3.6,2.7,98,60,98,99,1.3,7,34,42,27,34,16.7,-6.2,49,N/A,N/A,41,88.8,86.1,13,41.5,49.9,N/A,27.8,N/A,28,95,91.8
568,N/A,13089020700,DeKalb County,Georgia,2017,48,56,39,50,56,43,60,2.1,10.2,53,-0.4,6.4,46,4.1,3.6,63,71.2,74.2,35,82.9,77.9,28,57.6,48.9,49,56,42,77,5.9,36.8,11,N/A,N/A,79,5.7,64.1,7,4,1.4,81,59,87,37,20.1,17.7,44,56,32,72,3.3,10.4,41,N/A,N/A,28,86.3,76.5,11,41.3,49.7,56,25.5,27.7,32,91.2,87.7
569,N/A,13089020700,DeKalb County,Georgia,2018,50,60,39,51,60,42,61,2.1,10.7,59,5.4,20.8,46,4.1,3.6,60,72,74.3,35,82.9,77.9,28,57,48.2,54,67,42,77,5.9,36.8,50,N/A,N/A,75,1.6,29.7,7,4,1.4,82,60,88,37,20.1,17.7,44,54,33,68,5.7,11.2,41,N/A,N/A,29,86.6,77.8,14,41.5,49,60,25.5,29.2,28,92.3,88.3
570,N/A,13089020700,DeKalb County,Georgia,2019,48,59,38,52,64,40,56,1.8,7.4,72,16.5,72.6,46,4.1,3.6,45,72.5,71.2,38,83.9,80,31,56.5,48.9,46,49,42,75,13.7,36.5,28,N/A,N/A,45,8.6,6,7,4,1.4,83,60,89,37,20.1,17.7,48,65,32,73,9.2,17.7,57,N/A,N/A,30,87,78.8,15,41.6,48.7,65,25.3,31.3,20,93.3,88.1
571,N/A,13089020700,DeKalb County,Georgia,2020,47,54,40,54,68,39,60,1.5,8.9,76,25.2,150.4,46,4.1,3.6,34,72.8,68.9,38,84.9,81.3,39,55.8,51.6,44,43,46,75,7.4,31,32,N/A,N/A,21,8.1,-14.8,4,3.4,1.1,85,61,90,49,20.6,20.4,43,50,36,78,12.2,24.6,21,N/A,N/A,35,87.5,82.3,21,41.6,47.1,72,25.4,34.7,18,94.2,88.8
572,N/A,13089020700,DeKalb County,Georgia,2021,51,62,40,60,68,52,63,0,10.4,74,25.7,118.1,46,4.1,3.6,44,73.3,71.7,59,89.1,91.1,58,55.6,58.9,46,53,38,33,5.3,-1.1,62,N/A,N/A,63,7.1,20,14,5,2.2,52,59,61,49,20.6,20.4,48,66,29,75,13.8,24.4,58,N/A,N/A,21,88.8,77.3,8,41.3,52.3,76,27.5,40.6,12,95,87.4
573,N/A,13089020700,DeKalb County,Georgia,2022,54,63,44,68,68,67,66,-0.3,14.4,69,31.6,87.9,46,4.1,3.6,73,72.9,78.7,72,90.6,94.4,76,56.3,67.5,48,55,42,78,-15,39.1,35,N/A,N/A,52,17.9,21.1,16,5.1,2.3,60,60,69,50,21.1,21.1,44,65,23,72,14.5,24.1,58,N/A,N/A,27,88.8,80.9,8,41.3,52,29,27.4,18.9,28,94.9,91.7
574,N/A,13089020700,DeKalb County,Georgia,2023,51,56,46,68,66,71,63,-0.5,12.7,70,48.8,120.8,46,4.1,3.6,85,72.2,81.8,75,91.7,95.6,79,56.7,69.1,48,54,42,23,28.8,-7,63,N/A,N/A,75,-8.5,21.1,14,3.9,1.7,60,60,69,53,20.7,21.3,37,48,26,72,16.7,27,25,N/A,N/A,25,88.8,79.7,10,41.5,50.8,36,27.8,22.1,32,95,92.5
575,N/A,13089020700,DeKalb County,Georgia,2024,52,57,46,68,66,71,63,-0.5,12.7,70,48.8,120.8,46,4.1,3.6,85,72.2,81.8,75,91.7,95.6,79,56.7,69.1,51,61,41,77,-5.8,16.8,32,N/A,N/A,75,-8.5,21.1,11,3.6,1.4,60,60,69,52,1.3,1.3,36,45,26,72,16.7,27,18,N/A,N/A,25,88.8,79.7,10,41.5,50.8,36,27.8,22.1,32,95,92.5
576,N/A,13121007100,Fulton County,Georgia,2017,40,58,22,36,38,35,4,2.1,-23.2,72,-0.4,135.1,38,4.1,2.8,65,71.2,74.8,6,82.9,54.3,30,57.6,49.8,39,66,12,63,5.9,33.3,68,N/A,N/A,67,5.7,66.7,N/A,N/A,N/A,12,59,14,13,20.1,12,44,71,18,75,3.3,69.6,67,N/A,N/A,14,86.3,65.5,1,41.3,58.6,49,25.5,25.1,8,91.2,79.8
577,N/A,13121007100,Fulton County,Georgia,2018,36,51,22,36,40,32,9,2.1,-7.1,71,5.4,131.2,38,4.1,2.8,61,72,74.6,6,82.9,54.3,24,57,46.2,27,44,10,63,5.9,33.3,67,N/A,N/A,3,1.6,-40,N/A,N/A,N/A,8,60,10,13,20.1,12,46,68,24,70,5.7,23.4,66,N/A,N/A,19,86.6,71.1,5,41.5,54.1,65,25.5,31.3,9,92.3,82.1
578,N/A,13121007100,Fulton County,Georgia,2019,38,52,23,46,62,30,53,1.8,6.5,72,16.5,205,38,4.1,2.8,62,72.5,75.2,4,83.9,52.1,16,56.5,40.8,27,45,9,34,13.7,12.5,34,N/A,N/A,66,8.6,55.6,N/A,N/A,N/A,5,60,6,13,20.1,12,40,50,29,32,9.2,5.8,67,N/A,N/A,23,87,74.5,11,41.6,50.2,75,25.3,35.9,7,93.3,82.8
579,N/A,13121007100,Fulton County,Georgia,2020,36,49,22,50,70,29,68,1.5,23.1,72,25.2,262.2,38,4.1,2.8,61,72.8,75.2,3,84.9,52.7,15,55.8,39.4,24,43,6,64,7.4,33.3,61,N/A,N/A,3,8.1,-35.7,N/A,N/A,N/A,4,61,5,9,20.6,10.6,32,33,30,8,12.2,-18,58,N/A,N/A,22,87.5,75,24,41.6,46.3,69,25.4,33,6,94.2,83.8
580,N/A,13121007100,Fulton County,Georgia,2021,33,39,27,49,61,37,68,0,22.8,54,25.7,50.7,38,4.1,2.8,64,73.3,76.7,5,89.1,66.3,40,55.6,51.5,30,45,15,57,5.3,16.7,11,N/A,N/A,67,7.1,100,32,5,3.6,2,59,2,12,20.6,11.9,20,10,29,9,13.8,-14.7,10,N/A,N/A,16,88.8,73.2,40,41.3,42.9,54,27.5,29.2,7,95,84.5
581,N/A,13121007100,Fulton County,Georgia,2022,27,27,27,38,40,37,68,-0.3,24.6,11,31.6,-26.2,38,4.1,2.8,66,72.9,76.9,10,90.6,76,35,56.3,50.4,26,34,19,30,-15,-17.9,4,N/A,N/A,68,17.9,138.9,42,5.1,4.3,1,60,1,15,21.1,13.4,15,6,24,9,14.5,-13.5,4,N/A,N/A,9,88.8,66.8,28,41.3,45.4,49,27.4,26.8,8,94.9,84.8
582,N/A,13121007100,Fulton County,Georgia,2023,29,29,29,36,38,33,55,-0.5,6.8,22,48.8,22.2,38,4.1,2.8,24,72.2,64.5,10,91.7,78.3,61,56.7,60.9,28,37,19,39,28.8,30.4,56,N/A,N/A,16,-8.5,-27.9,41,3.9,3.3,1,60,1,14,20.7,12.7,24,12,35,19,16.7,4.5,6,N/A,N/A,8,88.8,65.1,40,41.5,43.2,84,27.8,48.9,7,95,83.7
583,N/A,13121007100,Fulton County,Georgia,2024,32,41,23,36,38,33,55,-0.5,6.8,22,48.8,22.2,38,4.1,2.8,24,72.2,64.5,10,91.7,78.3,61,56.7,60.9,22,43,2,60,-5.8,6.7,52,N/A,N/A,16,-8.5,-27.9,N/A,N/A,N/A,1,60,1,4,1.3,0.2,38,41,35,19,16.7,4.5,63,N/A,N/A,8,88.8,65.1,40,41.5,43.2,84,27.8,48.9,7,95,83.7
584,N/A,13121001201,Fulton County,Georgia,2017,58,54,62,56,43,70,55,2.1,4.1,31,-0.4,-19.4,81,4.1,11.5,47,71.2,70.4,58,82.9,85.6,96,57.6,81.4,69,58,80,73,5.9,17.6,52,N/A,N/A,48,5.7,-2.3,93,4,10,98,59,99,50,20.1,20.1,48,61,36,73,3.3,6.8,49,N/A,N/A,59,86.3,88.8,20,41.3,46.9,30,25.5,18.1,34,91.2,88.1
585,N/A,13121001201,Fulton County,Georgia,2018,62,61,63,60,49,70,69,2.1,9.5,29,5.4,-19.7,81,4.1,11.5,47,72,71.3,58,82.9,85.6,96,57,81.3,74,68,81,73,5.9,17.6,61,N/A,N/A,71,1.6,10.4,93,4,10,100,60,100,50,20.1,20.1,52,65,39,82,5.7,13.2,48,N/A,N/A,54,86.6,87.8,13,41.5,49.2,41,25.5,22.1,48,92.3,92
586,N/A,13121001201,Fulton County,Georgia,2019,60,57,63,66,64,68,69,1.8,9.3,59,16.5,22.6,81,4.1,11.5,35,72.5,68.7,62,83.9,87.3,96,56.5,81.2,62,43,81,30,13.7,0,37,N/A,N/A,62,8.6,10.9,93,4,10,100,60,100,50,20.1,20.1,52,64,39,86,9.2,20.2,41,N/A,N/A,52,87,87.6,9,41.6,51,35,25.3,19.9,59,93.3,94.5
587,N/A,13121001201,Fulton County,Georgia,2020,58,53,64,66,62,70,76,1.5,15.3,49,25.2,20.1,81,4.1,11.5,40,72.8,70.4,65,84.9,88.9,95,55.8,79.7,63,44,82,55,7.4,7.5,29,N/A,N/A,48,8.1,0.7,97,3.4,10.5,100,61,100,49,20.6,20.4,47,54,40,86,12.2,23.3,22,N/A,N/A,48,87.5,87,9,41.6,51.5,40,25.4,21.6,64,94.2,95.7
588,N/A,13121001201,Fulton County,Georgia,2021,62,57,66,50,26,74,31,0,-5.2,20,25.7,-78.2,81,4.1,11.5,29,73.3,67.5,92,89.1,97.3,95,55.6,80.1,74,68,79,69,5.3,11.6,88,N/A,N/A,47,7.1,-2.6,86,5,10.4,100,59,100,51,20.6,20.8,61,77,45,83,13.8,23.1,71,N/A,N/A,40,88.8,85.6,22,41.3,46.7,N/A,27.5,N/A,74,95,97.4
589,N/A,13121001201,Fulton County,Georgia,2022,58,60,57,47,20,74,21,-0.3,-24.2,20,31.6,-61.3,81,4.1,11.5,33,72.9,68.2,90,90.6,97.4,91,56.3,76.6,69,80,58,88,-15,234.4,84,N/A,N/A,67,17.9,26,14,5.1,2.2,100,60,100,60,21.1,23.1,60,80,40,83,14.5,24.6,76,N/A,N/A,36,88.8,84.6,22,41.3,46.8,N/A,27.4,N/A,61,94.9,96.1
590,N/A,13121001201,Fulton County,Georgia,2023,53,42,64,52,28,76,19,-0.5,-46.3,36,48.8,19.4,81,4.1,11.5,34,72.2,67.8,96,91.7,98.8,92,56.7,77.8,52,31,73,23,28.8,-54.8,40,N/A,N/A,31,-8.5,-50.6,69,3.9,5.5,100,60,100,50,20.7,20.7,54,66,43,84,16.7,28.9,47,N/A,N/A,37,88.8,85,16,41.5,48.7,N/A,27.8,N/A,76,95,97.6
591,N/A,13121001201,Fulton County,Georgia,2024,56,47,64,52,28,76,19,-0.5,-46.3,36,48.8,19.4,81,4.1,11.5,34,72.2,67.8,96,91.7,98.8,92,56.7,77.8,64,56,72,88,-5.8,113.1,49,N/A,N/A,31,-8.5,-50.6,26,3.6,2.3,100,60,100,89,1.3,3.3,50,58,43,84,16.7,28.9,32,N/A,N/A,37,88.8,85,16,41.5,48.7,N/A,27.8,N/A,76,95,97.6
592,N/A,13121010303,Fulton County,Georgia,2017,64,71,56,60,76,43,79,2.1,5.7,74,-0.4,9.8,73,4.1,8.6,26,71.2,64.7,47,82.9,81.9,26,57.6,47.7,65,64,66,72,5.9,10.5,39,N/A,N/A,80,5.7,18.6,40,4,3.4,60,59,69,99,20.1,45.9,66,74,58,53,3.3,3.1,95,N/A,N/A,69,86.3,91.4,30,41.3,44.5,94,25.5,54.5,39,91.2,89.3
593,N/A,13121010303,Fulton County,Georgia,2018,63,71,55,59,74,44,74,2.1,4,73,5.4,16.9,73,4.1,8.6,31,72,67.2,47,82.9,81.9,24,57,46.2,70,74,65,72,5.9,10.5,70,N/A,N/A,79,1.6,11.9,40,4,3.4,57,60,67,99,20.1,45.9,61,66,56,56,5.7,6.7,75,N/A,N/A,66,86.6,90.9,28,41.5,45.2,96,25.5,59,34,92.3,89.5
594,N/A,13121010303,Fulton County,Georgia,2019,63,71,55,60,74,46,86,1.8,8,61,16.5,15.6,73,4.1,8.6,38,72.5,69.5,52,83.9,84.7,23,56.5,45.3,66,66,65,80,13.7,24.3,52,N/A,N/A,67,8.6,10.2,40,4,3.4,57,60,67,99,20.1,45.9,64,74,54,58,9.2,10.7,90,N/A,N/A,64,87,90.7,33,41.6,44.4,96,25.3,56.9,25,93.3,89.3
595,N/A,13121010303,Fulton County,Georgia,2020,65,76,54,67,84,50,87,1.5,8,82,25.2,58,73,4.1,8.6,48,72.8,72.3,57,84.9,86.8,22,55.8,44.2,70,77,62,88,7.4,26.4,65,N/A,N/A,78,8.1,18.2,29,3.4,2.4,59,61,69,99,20.6,46,59,68,50,68,12.2,18.4,69,N/A,N/A,58,87.5,89.7,29,41.6,45.2,91,25.4,48.9,21,94.2,89.5
596,N/A,13121010303,Fulton County,Georgia,2021,56,55,57,47,34,60,37,0,-16.1,31,25.7,-43.6,73,4.1,8.6,65,73.3,77,82,89.1,95.3,18,55.6,41.2,72,75,70,73,5.3,9.1,77,N/A,N/A,75,7.1,16.6,34,5,3.7,75,59,81,100,20.6,48.6,48,56,41,74,13.8,23.8,37,N/A,N/A,48,88.8,88.3,30,41.3,44.9,71,27.5,37.5,16,95,88.9
597,N/A,13121010303,Fulton County,Georgia,2022,55,51,59,46,31,60,33,-0.3,-42.3,29,31.6,-55.2,73,4.1,8.6,78,72.9,80.1,75,90.6,94.9,14,56.3,39.3,67,63,71,47,-15,-22.8,54,N/A,N/A,88,17.9,53.4,42,5.1,4.4,71,60,79,100,21.1,49.6,53,59,47,75,14.5,26.6,43,N/A,N/A,46,88.8,87.9,30,41.3,44.9,86,27.4,49.8,25,94.9,91
598,N/A,13121010303,Fulton County,Georgia,2023,52,47,57,48,31,64,33,-0.5,-65.1,29,48.8,-47.6,73,4.1,8.6,92,72.2,84.5,76,91.7,95.7,15,56.7,40.1,62,61,64,82,28.8,49.2,68,N/A,N/A,32,-8.5,-64.7,22,3.9,2.1,71,60,79,100,20.7,47.8,46,50,42,68,16.7,24.7,33,N/A,N/A,64,88.8,91.8,31,41.5,44.8,N/A,27.8,N/A,32,95,92.6
599,N/A,13121010303,Fulton County,Georgia,2024,49,42,56,48,31,64,33,-0.5,-65.1,29,48.8,-47.6,73,4.1,8.6,92,72.2,84.5,76,91.7,95.7,15,56.7,40.1,51,40,62,42,-5.8,-13.1,47,N/A,N/A,32,-8.5,-64.7,18,3.6,1.9,71,60,79,98,1.3,5.9,48,54,42,68,16.7,24.7,41,N/A,N/A,64,88.8,91.8,31,41.5,44.8,N/A,27.8,N/A,32,95,92.6
600,N/A,13121001900,Fulton County,Georgia,2017,54,57,50,64,59,68,44,2.1,4.1,74,-0.4,111.8,41,4.1,3.1,74,71.2,77,60,82.9,86,98,57.6,85.5,66,71,62,76,5.9,11.1,48,N/A,N/A,89,5.7,29.1,52,4,4.1,35,59,43,100,20.1,46.5,30,40,20,20,3.3,-9.7,59,N/A,N/A,1,86.3,33.4,7,41.3,51.8,39,25.5,21.3,32,91.2,87.7
601,N/A,13121001900,Fulton County,Georgia,2018,52,59,46,68,68,68,61,2.1,11.8,74,5.4,171.5,41,4.1,3.1,72,72,77.2,60,82.9,86,98,57,84.7,62,61,62,76,5.9,11.1,49,N/A,N/A,57,1.6,-4.1,52,4,4.1,33,60,41,100,20.1,46.5,28,48,9,53,5.7,7.7,42,N/A,N/A,1,86.6,33.8,7,41.5,52.4,1,25.5,0,28,92.3,88.3
602,N/A,13121001900,Fulton County,Georgia,2019,52,59,45,66,66,66,58,1.8,9.3,74,16.5,155.2,41,4.1,3.1,70,72.5,77.1,54,83.9,85.2,97,56.5,82.2,67,73,61,76,13.7,19.1,55,N/A,N/A,87,8.6,26.6,52,4,4.1,31,60,40,100,20.1,46.5,24,39,9,39,9.2,6.2,39,N/A,N/A,1,87,34.4,9,41.6,51,1,25.3,0,26,93.3,89.3
603,N/A,13121001900,Fulton County,Georgia,2020,48,53,44,60,58,62,41,1.5,2.9,74,25.2,204.8,41,4.1,3.1,64,72.8,75.9,48,84.9,84.2,95,55.8,79.5,54,48,61,52,7.4,0.7,34,N/A,N/A,59,8.1,3.2,51,3.4,3.5,32,61,41,100,20.6,47.3,32,54,9,38,12.2,8.6,71,N/A,N/A,1,87.5,34.9,10,41.6,50.6,1,25.4,0,24,94.2,90.1
604,N/A,13121001900,Fulton County,Georgia,2021,56,58,54,49,44,54,16,0,-7,73,25.7,165.7,41,4.1,3.1,N/A,73.3,N/A,50,89.1,89.1,72,55.6,65,75,73,77,46,5.3,-3.4,91,N/A,N/A,83,7.1,22.8,54,5,5.4,76,59,83,100,20.6,47.7,43,56,30,74,13.8,29.7,38,N/A,N/A,31,88.8,82.2,50,41.3,41.2,N/A,27.5,N/A,9,95,85.4
605,N/A,13121001900,Fulton County,Georgia,2022,60,62,57,49,44,54,16,-0.3,-8.7,73,31.6,191.7,41,4.1,3.1,N/A,72.9,N/A,47,90.6,90.1,74,56.3,66.2,72,62,83,46,-15,-25.4,95,N/A,N/A,45,17.9,-0.8,68,5.1,7.2,80,60,85,100,21.1,48.3,56,80,33,80,14.5,70.2,81,N/A,N/A,N/A,88.8,N/A,55,41.3,40.6,N/A,27.4,N/A,11,94.9,86.8
606,N/A,13121001900,Fulton County,Georgia,2023,58,60,56,56,53,59,37,-0.5,-0.2,69,48.8,131.9,41,4.1,3.1,N/A,72.2,N/A,62,91.7,93.6,75,56.7,67.2,71,60,82,59,28.8,22,59,N/A,N/A,63,-8.5,-10.9,67,3.9,5.3,80,60,85,100,20.7,48.5,47,68,26,81,16.7,108.5,55,N/A,N/A,42,88.8,86.5,N/A,41.5,N/A,N/A,27.8,N/A,10,95,85.9
607,N/A,13121001900,Fulton County,Georgia,2024,59,63,55,56,53,59,37,-0.5,-0.2,69,48.8,131.9,41,4.1,3.1,N/A,72.2,N/A,62,91.7,93.6,75,56.7,67.2,72,62,81,62,-5.8,-7,60,N/A,N/A,63,-8.5,-10.9,63,3.6,4.7,80,60,85,100,1.3,11.2,50,74,26,81,16.7,108.5,66,N/A,N/A,42,88.8,86.5,N/A,41.5,N/A,N/A,27.8,N/A,10,95,85.9
608,N/A,13089023802,DeKalb County,Georgia,2017,46,55,37,48,42,53,74,2.1,14.8,11,-0.4,-28.2,82,4.1,11.9,61,71.2,73.7,15,82.9,66.4,53,57.6,58.6,50,47,52,37,5.9,0,60,N/A,N/A,43,5.7,4.2,78,4,6.5,11,59,13,67,20.1,23.6,42,76,7,59,3.3,12.1,92,N/A,N/A,2,86.3,41.8,10,41.3,50.6,15,25.5,12,1,91.2,71.7
609,N/A,13089023802,DeKalb County,Georgia,2018,50,60,39,54,54,53,77,2.1,19.1,32,5.4,-0.1,82,4.1,11.9,57,72,73.7,15,82.9,66.4,57,57,59.7,50,48,53,37,5.9,0,41,N/A,N/A,67,1.6,20,78,4,6.5,14,60,17,67,20.1,23.6,44,77,11,67,5.7,22.9,87,N/A,N/A,3,86.6,46.9,14,41.5,48.8,26,25.5,16.5,1,92.3,73.6
610,N/A,13089023802,DeKalb County,Georgia,2019,50,58,42,50,50,51,69,1.8,9.7,31,16.5,8.7,82,4.1,11.9,48,72.5,72,15,83.9,67.5,59,56.5,59.9,50,46,54,52,13.7,14.8,64,N/A,N/A,21,8.6,-11.7,78,4,6.5,18,60,23,67,20.1,23.6,50,79,20,70,9.2,34,88,N/A,N/A,4,87,52.3,22,41.6,46.8,55,25.3,27,1,93.3,75.3
