N/A,META,,,,,SUMMARY,,,PLACE,,,,,,,,,,,,,,,,,,,,,ECONOMY,,,,,,,,,,,,,,,,,,,,,COMMUNITY,,,,,,,,,,,,,,,,,,,,
N/A,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
240,N/A,13121000400,Fulton County,Georgia,2017,51,42,60,40,17,64,6,2.1,-8.7,28,-0.4,-28,81,4.1,11.4,26,71.2,64.7,50,82.9,83,98,57.6,85.8,68,59,76,77,5.9,12.6,48,N/A,N/A,51,5.7,-5.2,34,4,3.1,98,59,99,97,20.1,37.6,44,50,39,34,3.3,-15.1,66,N/A,N/A,46,86.3,84.8,16,41.3,47.9,8,25.5,7.9,86,91.2,96.5
241,N/A,13121000400,Fulton County,Georgia,2018,55,52,58,44,24,63,19,2.1,-1.9,29,5.4,-22,81,4.1,11.4,22,72,64.3,50,82.9,83,98,57,85.5,72,70,75,77,5.9,12.6,50,N/A,N/A,84,1.6,15.5,34,4,3.1,95,60,97,97,20.1,37.6,50,63,36,54,5.7,1.7,72,N/A,N/A,43,86.6,84.3,10,41.5,50.4,5,25.5,5.1,84,92.3,96.8
242,N/A,13121000400,Fulton County,Georgia,2019,62,66,57,64,64,63,59,1.8,10.7,68,16.5,33.5,81,4.1,11.4,21,72.5,64.7,54,83.9,85.1,97,56.5,83.1,72,69,75,54,13.7,8.6,90,N/A,N/A,64,8.6,7.5,34,4,3.1,94,60,96,97,20.1,37.6,50,66,34,79,9.2,14.9,53,N/A,N/A,43,87,84.9,5,41.6,53.7,3,25.3,2.2,86,93.3,97.4
243,N/A,13121000400,Fulton County,Georgia,2020,64,70,58,70,74,65,65,1.5,16.8,82,25.2,88.5,81,4.1,11.4,27,72.8,66.7,56,84.9,86.6,96,55.8,81.1,67,57,77,69,7.4,9.2,30,N/A,N/A,73,8.1,13,44,3.4,3.1,90,61,94,97,20.6,38.2,56,79,32,92,12.2,26.9,66,N/A,N/A,42,87.5,84.9,3,41.6,55.8,1,25.4,0,81,94.2,97.3
244,N/A,13121000400,Fulton County,Georgia,2021,65,70,60,66,64,69,64,0,15.4,N/A,25.7,N/A,81,4.1,11.4,47,73.3,72.4,71,89.1,93.2,77,55.6,67.3,80,84,76,87,5.3,17.9,82,N/A,N/A,84,7.1,26,41,5,4.3,88,59,91,98,20.6,39.9,48,61,36,97,13.8,41.7,25,N/A,N/A,36,88.8,84.3,3,41.3,56.1,N/A,27.5,N/A,70,95,97
245,N/A,13121000400,Fulton County,Georgia,2022,66,72,60,67,60,74,60,-0.3,10.5,N/A,31.6,N/A,81,4.1,11.4,62,72.9,75.8,81,90.6,95.8,71,56.3,65,72,79,66,94,-15,35.6,91,N/A,N/A,52,17.9,5.7,11,5.1,2,89,60,92,98,21.1,41.8,58,78,39,97,14.5,49.5,60,N/A,N/A,38,88.8,85.4,4,41.3,55.4,N/A,27.4,N/A,74,94.9,97.4
246,N/A,13121000400,Fulton County,Georgia,2023,66,70,62,66,63,70,47,-0.5,3.8,79,48.8,109.7,81,4.1,11.4,45,72.2,70.8,72,91.7,95.1,82,56.7,70.7,66,66,67,39,28.8,-8.6,68,N/A,N/A,90,-8.5,16.4,14,3.9,1.7,89,60,92,99,20.7,42.2,65,80,50,95,16.7,42.5,65,N/A,N/A,61,88.8,91.2,6,41.5,53.8,N/A,27.8,N/A,82,95,98.1
247,N/A,13121000400,Fulton County,Georgia,2024,68,73,62,66,63,70,47,-0.5,3.8,79,48.8,109.7,81,4.1,11.4,45,72.2,70.8,72,91.7,95.1,82,56.7,70.7,72,77,67,96,-5.8,37.3,45,N/A,N/A,90,-8.5,16.4,11,3.6,1.4,89,60,92,100,1.3,10.1,65,80,50,95,16.7,42.5,65,N/A,N/A,61,88.8,91.2,6,41.5,53.8,N/A,27.8,N/A,82,95,98.1
248,N/A,13121007808,Fulton County,Georgia,2017,23,25,21,50,60,39,60,2.1,4.2,N/A,-0.4,N/A,31,4.1,2.2,99,71.2,90.1,3,82.9,47.9,22,57.6,46,9,10,8,9,5.9,-20,16,N/A,N/A,5,5.7,-25,N/A,N/A,N/A,4,59,4,13,20.1,12,11,6,16,4,3.3,-11.3,8,N/A,N/A,1,86.3,29.5,3,41.3,55.4,56,25.5,27.7,6,91.2,78.3
249,N/A,13121007808,Fulton County,Georgia,2018,36,51,21,48,58,38,58,2.1,3.6,N/A,5.4,N/A,31,4.1,2.2,99,72,91.9,3,82.9,47.9,18,57,42.9,26,42,9,9,5.9,-20,57,N/A,N/A,60,1.6,25,N/A,N/A,N/A,5,60,5,13,20.1,12,34,52,16,42,5.7,9,61,N/A,N/A,1,86.6,29.9,1,41.5,58.3,52,25.5,26.1,8,92.3,81.6
250,N/A,13121007808,Fulton County,Georgia,2019,34,49,20,49,61,37,61,1.8,4.1,N/A,16.5,N/A,31,4.1,2.2,100,72.5,93.6,3,83.9,51,13,56.5,38.9,29,50,8,68,13.7,45.8,72,N/A,N/A,9,8.6,-13.3,N/A,N/A,N/A,4,60,5,13,20.1,12,25,36,14,64,9.2,30.2,8,N/A,N/A,1,87,29.6,1,41.6,61.1,45,25.3,23.5,7,93.3,82.8
251,N/A,13121007808,Fulton County,Georgia,2020,36,54,19,42,47,36,47,1.5,0.1,N/A,25.2,N/A,31,4.1,2.2,100,72.8,94.5,4,84.9,54.3,10,55.8,35.2,38,66,9,66,7.4,31.4,68,N/A,N/A,64,8.1,46.2,N/A,N/A,N/A,5,61,6,13,20.6,11.9,31,50,12,62,12.2,30.9,38,N/A,N/A,1,87.5,29.4,1,41.6,61.4,41,25.4,22.1,6,94.2,83.7
252,N/A,13121007808,Fulton County,Georgia,2021,31,42,20,38,34,43,34,0,-6.5,N/A,25.7,N/A,31,4.1,2.2,100,73.3,95.8,7,89.1,69.9,33,55.6,48.4,24,39,10,22,5.3,-2.2,29,N/A,N/A,66,7.1,100,N/A,N/A,N/A,3,59,3,18,20.6,13.7,30,52,8,55,13.8,24.6,50,N/A,N/A,0,88.8,28.9,0,41.3,66.4,22,27.5,16.1,12,95,87.3
253,N/A,13121007808,Fulton County,Georgia,2022,30,37,22,42,44,39,29,-0.3,-14.4,60,31.6,92.2,31,4.1,2.2,93,72.9,85.7,12,90.6,77.7,21,56.3,43.6,23,34,12,29,-15,-20,15,N/A,N/A,59,17.9,55.3,N/A,N/A,N/A,3,60,4,20,21.1,14.7,25,34,16,20,14.5,8.7,47,N/A,N/A,1,88.8,38.5,23,41.3,46.5,35,27.4,21.3,7,94.9,83.9
254,N/A,13121007808,Fulton County,Georgia,2023,33,39,27,46,42,49,28,-0.5,-23.2,55,48.8,92.7,31,4.1,2.2,92,72.2,84.5,12,91.7,80,61,56.7,61.1,28,46,10,66,28.8,69.4,67,N/A,N/A,6,-8.5,-52.5,N/A,N/A,N/A,3,60,4,18,20.7,14,25,28,22,19,16.7,9.7,36,N/A,N/A,1,88.8,36.8,31,41.5,44.8,51,27.8,28.4,3,95,79.3
255,N/A,13121007808,Fulton County,Georgia,2024,30,24,35,46,42,49,28,-0.5,-23.2,55,48.8,92.7,31,4.1,2.2,92,72.2,84.5,12,91.7,80,61,56.7,61.1,25,16,34,21,-5.8,-11.5,20,N/A,N/A,6,-8.5,-52.5,N/A,N/A,N/A,3,60,4,66,1.3,1.8,18,14,22,19,16.7,9.7,9,N/A,N/A,1,88.8,36.8,31,41.5,44.8,51,27.8,28.4,3,95,79.3
256,N/A,13121001100,Fulton County,Georgia,2017,76,78,73,79,74,84,81,2.1,20.6,68,-0.4,8.1,88,4.1,15.7,93,71.2,83.1,77,82.9,90.5,77,57.6,68.6,84,73,96,66,5.9,6.7,69,N/A,N/A,83,5.7,20.7,N/A,N/A,N/A,100,59,100,91,20.1,31.9,64,88,40,89,3.3,13.4,87,N/A,N/A,70,86.3,91.8,5,41.3,53.6,1,25.5,0,85,91.2,96.5
257,N/A,13121001100,Fulton County,Georgia,2018,76,77,75,83,82,84,81,2.1,19.8,83,5.4,42.5,88,4.1,15.7,95,72,84.7,77,82.9,90.5,75,57,67.2,82,68,96,66,5.9,6.7,72,N/A,N/A,65,1.6,1.2,N/A,N/A,N/A,100,60,100,91,20.1,31.9,62,80,44,86,5.7,14,73,N/A,N/A,74,86.6,92.7,8,41.5,51.6,1,25.5,0,91,92.3,97.8
258,N/A,13121001100,Fulton County,Georgia,2019,76,77,74,82,80,83,78,1.8,14.5,83,16.5,64.5,88,4.1,15.7,93,72.5,83.7,77,83.9,91.1,74,56.5,66.2,92,87,96,90,13.7,36.7,91,N/A,N/A,81,8.6,20.3,N/A,N/A,N/A,100,60,100,91,20.1,31.9,53,64,42,78,9.2,13.9,49,N/A,N/A,69,87,91.8,12,41.6,49.8,1,25.3,0,88,93.3,97.7
259,N/A,13121001100,Fulton County,Georgia,2020,66,68,63,80,80,81,79,1.5,14.4,80,25.2,65.5,88,4.1,15.7,87,72.8,82,78,84.9,92,72,55.8,64.8,64,64,65,82,7.4,19.1,35,N/A,N/A,75,8.1,14.8,6,3.4,1.2,100,61,100,90,20.6,31.9,51,60,42,66,12.2,12.2,55,N/A,N/A,64,87.5,91.2,18,41.6,47.9,1,25.4,0,86,94.2,97.9
260,N/A,13121001100,Fulton County,Georgia,2021,58,52,63,55,37,73,40,0,-2.8,34,25.7,-13.5,88,4.1,15.7,65,73.3,77.1,59,89.1,91.1,81,55.6,69.6,68,70,67,57,5.3,2.7,92,N/A,N/A,62,7.1,3.8,8,5,1.7,99,59,99,94,20.6,34.1,49,48,50,54,13.8,9,41,N/A,N/A,45,88.8,87.4,34,41.3,44,N/A,27.5,N/A,71,95,97.1
261,N/A,13121001100,Fulton County,Georgia,2022,56,54,57,48,33,63,26,-0.3,-16,40,31.6,5.6,88,4.1,15.7,41,72.9,70.4,51,90.6,90.9,72,56.3,65.4,66,66,65,46,-15,-24,84,N/A,N/A,69,17.9,20.8,3,5.1,1.1,99,60,99,92,21.1,33.4,54,63,44,44,14.5,4,82,N/A,N/A,44,88.8,87.3,46,41.3,42,N/A,27.4,N/A,43,94.9,94.1
262,N/A,13121001100,Fulton County,Georgia,2023,54,46,63,46,28,64,24,-0.5,-33.8,31,48.8,-6.2,88,4.1,15.7,41,72.2,69.7,55,91.7,92.4,71,56.7,65.3,64,56,73,71,28.8,35,59,N/A,N/A,37,-8.5,-52.4,28,3.9,2.5,99,60,99,92,20.7,33.2,53,53,53,39,16.7,0.5,67,N/A,N/A,50,88.8,88.8,62,41.5,39.6,N/A,27.8,N/A,46,95,94.5
263,N/A,13121001100,Fulton County,Georgia,2024,54,43,64,46,28,64,24,-0.5,-33.8,31,48.8,-6.2,88,4.1,15.7,41,72.2,69.7,55,91.7,92.4,71,56.7,65.3,60,46,74,49,-5.8,-10.4,51,N/A,N/A,37,-8.5,-52.4,25,3.6,2.2,99,60,99,98,1.3,6.6,54,56,53,39,16.7,0.5,72,N/A,N/A,50,88.8,88.8,62,41.5,39.6,N/A,27.8,N/A,46,95,94.5
264,N/A,13121010002,Fulton County,Georgia,2017,70,72,69,70,78,63,85,2.1,9.2,70,-0.4,2.6,20,4.1,1.4,72,71.2,76.3,73,82.9,89.4,88,57.6,74.7,76,68,83,82,5.9,17.4,63,N/A,N/A,60,5.7,0.9,53,4,4.2,98,59,99,97,20.1,37.6,66,70,61,68,3.3,3.7,73,N/A,N/A,95,86.3,97.4,9,41.3,50.6,42,25.5,22.7,98,91.2,99.1
265,N/A,13121010002,Fulton County,Georgia,2018,70,71,69,68,74,61,83,2.1,7.8,64,5.4,3.2,20,4.1,1.4,65,72,75.5,73,82.9,89.4,86,57,72.6,82,80,83,82,5.9,17.4,79,N/A,N/A,79,1.6,10.7,53,4,4.2,98,60,99,97,20.1,37.6,62,60,64,60,5.7,3.6,60,N/A,N/A,94,86.6,97.1,10,41.5,50.5,56,25.5,27.9,97,92.3,98.7
266,N/A,13121010002,Fulton County,Georgia,2019,66,65,68,68,80,56,81,1.8,6.7,78,16.5,30.2,20,4.1,1.4,56,72.5,73.9,67,83.9,88.7,83,56.5,70.8,72,63,82,77,13.7,20.7,50,N/A,N/A,63,8.6,6.5,53,4,4.2,97,60,98,97,20.1,37.6,60,52,67,49,9.2,2.7,56,N/A,N/A,89,87,95.8,10,41.6,50.5,79,25.3,38.4,90,93.3,97.9
267,N/A,13121010002,Fulton County,Georgia,2020,70,73,66,69,82,56,83,1.5,7.4,82,25.2,49.3,20,4.1,1.4,58,72.8,74.5,66,84.9,89,79,55.8,68.2,70,60,79,74,7.4,12,38,N/A,N/A,69,8.1,10.1,45,3.4,3.2,95,61,97,97,20.6,37.3,70,76,64,62,12.2,10.7,89,N/A,N/A,80,87.5,94.3,9,41.6,51,95,25.4,54.6,73,94.2,96.6
268,N/A,13121010002,Fulton County,Georgia,2021,68,68,67,51,36,66,35,0,-15.9,36,25.7,-39.8,20,4.1,1.4,80,73.3,81.1,79,89.1,94.7,83,55.6,70.7,78,84,71,79,5.3,11.6,94,N/A,N/A,79,7.1,19.2,29,5,3.4,87,59,91,97,20.6,38.4,74,84,65,76,13.8,18.2,92,N/A,N/A,73,88.8,93.7,21,41.3,47.1,95,27.5,64.2,71,95,97.1
269,N/A,13121010002,Fulton County,Georgia,2022,62,54,69,48,34,63,32,-0.3,-38.8,35,31.6,-42.7,20,4.1,1.4,92,72.9,85.1,62,90.6,92.7,77,56.3,67.7,65,55,75,48,-15,-23.1,48,N/A,N/A,69,17.9,20.5,34,5.1,3.7,92,60,94,98,21.1,41.6,71,73,69,87,14.5,26,59,N/A,N/A,79,88.8,94.7,25,41.3,46.1,97,27.4,75.9,74,94.9,97.4
270,N/A,13121010002,Fulton County,Georgia,2023,59,49,69,46,31,60,31,-0.5,-65,N/A,48.8,N/A,20,4.1,1.4,95,72.2,86.2,61,91.7,93.5,66,56.7,63.1,64,55,72,91,28.8,66.7,42,N/A,N/A,33,-8.5,-79.3,26,3.9,2.4,92,60,94,98,20.7,40.7,67,60,74,82,16.7,25.8,38,N/A,N/A,78,88.8,94.5,36,41.5,43.9,98,27.8,88.6,83,95,98.2
271,N/A,13121010002,Fulton County,Georgia,2024,60,51,68,46,31,60,31,-0.5,-65,N/A,48.8,N/A,20,4.1,1.4,95,72.2,86.2,61,91.7,93.5,66,56.7,63.1,66,60,71,87,-5.8,4.8,61,N/A,N/A,33,-8.5,-79.3,20,3.6,1.9,92,60,94,100,1.3,9.3,68,62,74,82,16.7,25.8,42,N/A,N/A,78,88.8,94.5,36,41.5,43.9,98,27.8,88.6,83,95,98.2
272,N/A,13121006700,Fulton County,Georgia,2017,31,32,30,45,41,49,76,2.1,14.6,6,-0.4,-39.6,70,4.1,7.8,77,71.2,77.7,7,82.9,57.6,43,57.6,55,24,23,26,37,5.9,0,9,N/A,N/A,24,5.7,-7.5,27,4,2.7,4,59,4,46,20.1,19.4,23,32,14,6,3.3,-15.5,58,N/A,N/A,8,86.3,58.7,7,41.3,51.9,34,25.5,19.8,5,91.2,77.8
273,N/A,13121006700,Fulton County,Georgia,2018,32,36,29,46,42,49,70,2.1,9.5,15,5.4,-15.9,70,4.1,7.8,82,72,79.7,7,82.9,57.6,38,57,52.2,26,27,25,37,5.9,0,6,N/A,N/A,39,1.6,0,27,4,2.7,3,60,3,46,20.1,19.4,26,38,14,8,5.7,-8.6,67,N/A,N/A,10,86.6,61.3,13,41.5,49.3,31,25.5,18.5,4,92.3,78.8
274,N/A,13121006700,Fulton County,Georgia,2019,36,44,28,43,40,46,69,1.8,8.7,11,16.5,-14.5,70,4.1,7.8,65,72.5,76,10,83.9,62.7,37,56.5,51.5,47,68,26,77,13.7,41.5,72,N/A,N/A,55,8.6,18.9,27,4,2.7,4,60,5,46,20.1,19.4,18,24,13,30,9.2,6.7,18,N/A,N/A,11,87,63.7,13,41.6,49.3,25,25.3,16.3,3,93.3,79.8
275,N/A,13121006700,Fulton County,Georgia,2020,37,49,25,47,50,44,62,1.5,5.3,39,25.2,28.2,70,4.1,7.8,52,72.8,73.2,12,84.9,66.9,43,55.8,53,38,57,19,72,7.4,24,27,N/A,N/A,73,8.1,63.6,4,3.4,1.1,6,61,7,47,20.6,20,26,40,11,56,12.2,20.8,24,N/A,N/A,9,87.5,63.5,13,41.6,49.5,19,25.4,13.6,4,94.2,81.5
276,N/A,13121006700,Fulton County,Georgia,2021,34,42,25,32,21,42,21,0,-13.5,21,25.7,2.9,70,4.1,7.8,48,73.3,72.9,17,89.1,78.4,32,55.6,48.2,42,59,25,68,5.3,15.1,65,N/A,N/A,43,7.1,8.3,10,5,1.9,15,59,21,49,20.6,20.4,27,46,8,65,13.8,32.6,27,N/A,N/A,N/A,88.8,N/A,14,41.3,49.4,N/A,27.5,N/A,1,95,76.6
277,N/A,13121006700,Fulton County,Georgia,2022,40,48,32,38,38,39,19,-0.3,-30.6,57,31.6,70.6,70,4.1,7.8,40,72.9,70.2,19,90.6,81.5,28,56.3,47.2,50,63,38,81,-15,110.3,35,N/A,N/A,73,17.9,105.1,1,5.1,0.9,57,60,66,56,21.1,22.2,32,43,20,67,14.5,38.1,19,N/A,N/A,N/A,88.8,N/A,28,41.3,45.3,N/A,27.4,N/A,11,94.9,86.4
278,N/A,13121006700,Fulton County,Georgia,2023,36,36,36,37,38,36,19,-0.5,-47.3,57,48.8,93.4,70,4.1,7.8,22,72.2,63.7,14,91.7,80.9,39,56.7,52.5,42,29,54,18,28.8,-41.8,59,N/A,N/A,11,-8.5,-55.2,49,3.9,3.8,57,60,66,56,20.7,22,30,42,18,68,16.7,51.6,15,N/A,N/A,N/A,88.8,N/A,16,41.5,48.6,N/A,27.8,N/A,19,95,89.7
279,N/A,13121006700,Fulton County,Georgia,2024,39,42,36,37,38,36,19,-0.5,-47.3,57,48.8,93.4,70,4.1,7.8,22,72.2,63.7,14,91.7,80.9,39,56.7,52.5,50,47,54,80,-5.8,42.7,51,N/A,N/A,11,-8.5,-55.2,24,3.6,2.1,57,60,66,80,1.3,2.4,29,40,18,68,16.7,51.6,13,N/A,N/A,N/A,88.8,N/A,16,41.5,48.6,N/A,27.8,N/A,19,95,89.7
280,N/A,13089020801,DeKalb County,Georgia,2017,48,42,55,48,49,47,51,2.1,5.4,47,-0.4,-3.6,37,4.1,2.7,31,71.2,66.3,66,82.9,87.6,53,57.6,58.7,52,39,65,74,5.9,50,5,N/A,N/A,38,5.7,-1.6,87,4,8,79,59,86,28,20.1,15.7,46,37,54,62,3.3,4.5,12,N/A,N/A,69,86.3,91.4,57,41.3,40.4,55,25.5,27.2,35,91.2,88.3
281,N/A,13089020801,DeKalb County,Georgia,2018,60,60,59,47,44,50,44,2.1,3.4,43,5.4,-2,37,4.1,2.7,50,72,72,66,82.9,87.6,49,57,56.8,64,63,66,74,5.9,50,68,N/A,N/A,48,1.6,1.6,87,4,8,83,60,89,28,20.1,15.7,67,73,61,77,5.7,13.5,69,N/A,N/A,82,86.6,94.5,60,41.5,40.1,57,25.5,28,45,92.3,91.5
282,N/A,13089020801,DeKalb County,Georgia,2019,56,51,61,50,46,55,40,1.8,1.9,51,16.5,16.7,37,4.1,2.7,67,72.5,76.4,68,83.9,88.8,47,56.5,55.2,55,42,68,11,13.7,-30.6,47,N/A,N/A,69,8.6,27.4,87,4,8,88,60,92,28,20.1,15.7,62,64,60,84,9.2,22.2,44,N/A,N/A,84,87,95,57,41.6,40.6,52,25.3,25.9,49,93.3,93.1
283,N/A,13089020801,DeKalb County,Georgia,2020,52,45,59,53,50,56,35,1.5,0.5,65,25.2,46.5,37,4.1,2.7,71,72.8,77.6,67,84.9,89.2,49,55.8,55.5,50,38,62,75,7.4,56,15,N/A,N/A,24,8.1,-10.1,73,3.4,5.1,88,61,92,26,20.6,15.6,52,47,58,84,12.2,26.3,10,N/A,N/A,83,87.5,94.9,52,41.6,41.3,50,25.4,25.5,49,94.2,94.1
284,N/A,13089020801,DeKalb County,Georgia,2021,59,56,62,57,54,60,45,0,1.6,63,25.7,45.1,37,4.1,2.7,73,73.3,79.1,67,89.1,92.6,62,55.6,60.5,58,55,60,71,5.3,25.6,62,N/A,N/A,32,7.1,-5.6,62,5,6.1,89,59,92,30,20.6,16.5,62,59,66,79,13.8,24.2,39,N/A,N/A,87,88.8,96.3,68,41.3,38.3,39,27.5,23.1,68,95,96.8
285,N/A,13089020801,DeKalb County,Georgia,2022,58,58,59,59,58,60,50,-0.3,3.2,66,31.6,58.1,37,4.1,2.7,80,72.9,80.7,64,90.6,93.1,57,56.3,59.2,51,43,59,15,-15,-34.7,51,N/A,N/A,62,17.9,34.3,61,5.1,6.2,87,60,90,29,21.1,16.8,66,74,58,79,14.5,25.9,69,N/A,N/A,84,88.8,95.7,67,41.3,38.7,13,27.4,11.9,69,94.9,96.9
286,N/A,13089020801,DeKalb County,Georgia,2023,55,55,55,62,71,53,65,-0.5,12,77,48.8,124.5,37,4.1,2.7,77,72.2,79.4,55,91.7,92.5,43,56.7,54,50,50,51,75,28.8,100,15,N/A,N/A,60,-8.5,1.3,38,3.9,3.1,87,60,90,27,20.7,16.2,52,43,62,78,16.7,28.6,8,N/A,N/A,85,88.8,95.8,67,41.5,38.7,12,27.8,11.8,85,95,98.4
287,N/A,13089020801,DeKalb County,Georgia,2024,56,54,57,62,71,53,65,-0.5,12,77,48.8,124.5,37,4.1,2.7,77,72.2,79.4,55,91.7,92.5,43,56.7,54,54,51,56,48,-5.8,-4.7,44,N/A,N/A,60,-8.5,1.3,15,3.6,1.6,87,60,90,66,1.3,1.8,52,41,62,78,16.7,28.6,4,N/A,N/A,85,88.8,95.8,67,41.5,38.7,12,27.8,11.8,85,95,98.4
288,N/A,13121007002,Fulton County,Georgia,2017,34,46,21,19,6,32,8,2.1,-8.7,4,-0.4,-46.7,76,4.1,9.5,41,71.2,68.9,5,82.9,53.5,5,57.6,30.7,36,51,22,73,5.9,57.9,22,N/A,N/A,58,5.7,26.7,23,4,2.4,6,59,7,37,20.1,17.7,45,80,10,71,3.3,48,90,N/A,N/A,12,86.3,63.7,12,41.3,49.3,15,25.5,12.1,2,91.2,73.4
289,N/A,13121007002,Fulton County,Georgia,2018,40,56,24,30,19,40,32,2.1,0.8,6,5.4,-35.4,76,4.1,9.5,67,72,75.8,5,82.9,53.5,11,57,37.7,46,69,23,73,5.9,57.9,67,N/A,N/A,68,1.6,57.9,23,4,2.4,9,60,11,37,20.1,17.7,44,80,9,71,5.7,43.9,90,N/A,N/A,14,86.6,66,17,41.5,48.1,4,25.5,4.4,2,92.3,75.8
290,N/A,13121007002,Fulton County,Georgia,2019,36,46,26,42,42,43,68,1.8,19.3,15,16.5,-6.4,76,4.1,9.5,70,72.5,77.1,5,83.9,54.6,21,56.5,44,34,46,23,68,13.7,36.7,65,N/A,N/A,4,8.6,-40,23,4,2.4,10,60,12,37,20.1,17.7,31,51,11,67,9.2,26.7,35,N/A,N/A,15,87,68.5,24,41.6,46.2,2,25.3,0.9,2,93.3,78.3
291,N/A,13121007002,Fulton County,Georgia,2020,45,60,30,48,52,44,69,1.5,24.8,35,25.2,24.7,76,4.1,9.5,71,72.8,77.6,5,84.9,57.6,25,55.8,45.6,46,60,33,64,7.4,24.4,63,N/A,N/A,54,8.1,22.2,58,3.4,3.9,13,61,17,29,20.6,16.3,41,68,14,53,12.2,18.7,84,N/A,N/A,17,87.5,71.7,31,41.6,44.8,9,25.4,8.1,1,94.2,77.6
292,N/A,13121007002,Fulton County,Georgia,2021,44,57,31,57,66,48,69,0,27.3,64,25.7,109.3,76,4.1,9.5,50,73.3,73.3,29,89.1,83.5,38,55.6,50.8,45,68,22,70,5.3,29.4,65,N/A,N/A,69,7.1,136.4,25,5,3,7,59,9,34,20.6,17.4,30,36,23,34,13.8,12.1,39,N/A,N/A,23,88.8,78.4,35,41.3,43.9,31,27.5,19.7,3,95,79.4
293,N/A,13121007002,Fulton County,Georgia,2022,44,45,44,58,67,49,66,-0.3,15.4,68,31.6,234.3,76,4.1,9.5,49,72.9,72.6,26,90.6,84.6,45,56.3,54.5,40,29,52,14,-15,-33.3,11,N/A,N/A,63,17.9,65.4,79,5.1,9.1,30,60,38,48,21.1,20.7,34,38,31,47,14.5,18.3,30,N/A,N/A,28,88.8,81.1,43,41.3,42.4,48,27.4,26.4,4,94.9,81.4
294,N/A,13121007002,Fulton County,Georgia,2023,48,50,45,56,66,47,64,-0.5,14.3,68,48.8,298.3,76,4.1,9.5,49,72.2,71.8,41,91.7,90,23,56.7,45.4,34,22,47,43,28.8,29.5,4,N/A,N/A,19,-8.5,-24.4,67,3.9,5.3,30,60,38,44,20.7,19.6,50,61,40,54,16.7,25.6,68,N/A,N/A,44,88.8,87.2,46,41.5,42.1,62,27.8,33.7,7,95,83.7
295,N/A,13121007002,Fulton County,Georgia,2024,47,46,48,56,66,47,64,-0.5,14.3,68,48.8,298.3,76,4.1,9.5,49,72.2,71.8,41,91.7,90,23,56.7,45.4,38,19,57,31,-5.8,-8.8,8,N/A,N/A,19,-8.5,-24.4,53,3.6,3.8,30,60,38,87,1.3,3.1,46,52,40,54,16.7,25.6,49,N/A,N/A,44,88.8,87.2,46,41.5,42.1,62,27.8,33.7,7,95,83.7
296,N/A,13121001300,Fulton County,Georgia,2017,55,51,59,56,41,70,59,2.1,4.6,23,-0.4,-35.9,83,4.1,12.8,35,71.2,67.5,74,82.9,89.7,88,57.6,74.6,70,73,67,86,5.9,21,72,N/A,N/A,61,5.7,3.7,24,4,2.5,91,59,94,85,20.1,28.8,40,40,40,28,3.3,-20.7,53,N/A,N/A,28,86.3,76.6,14,41.3,48.8,80,25.5,39.1,38,91.2,89.1
297,N/A,13121001300,Fulton County,Georgia,2018,56,51,61,54,38,71,53,2.1,3,24,5.4,-30.5,83,4.1,12.8,45,72,70.7,74,82.9,89.7,82,57,70.8,73,79,67,86,5.9,21,80,N/A,N/A,72,1.6,7.1,24,4,2.5,92,60,95,85,20.1,28.8,40,36,45,32,5.7,-8.5,39,N/A,N/A,34,86.6,80.4,18,41.5,47.7,77,25.5,37.2,50,92.3,92.2
