county_fips,STNAME,county_name,total_pop,black_pop,black_pct
28065,Mississippi,Jefferson Davis,10997,6512,59.22
28065,Mississippi,Jefferson Davis,11059,6537,59.11
28067,Mississippi,Jones,67251,19789,29.43
28067,Mississippi,Jones,67173,19755,29.41
28067,Mississippi,Jones,66747,19586,29.34
28067,Mississippi,Jones,66464,19476,29.3
28067,Mississippi,Jones,66141,19406,29.34
28067,Mississippi,Jones,65837,19272,29.27
28069,Mississippi,Kemper,8987,5515,61.37
28069,Mississippi,Kemper,8962,5496,61.33
28069,Mississippi,Kemper,8809,5374,61.01
28069,Mississippi,Kemper,8692,5289,60.85
28069,Mississippi,Kemper,8620,5233,60.71
28069,Mississippi,Kemper,8562,5209,60.84
28071,Mississippi,Lafayette,55816,13036,23.36
28071,Mississippi,Lafayette,55916,13052,23.34
28071,Mississippi,Lafayette,57700,13551,23.49
28071,Mississippi,Lafayette,58776,13939,23.72
28071,Mississippi,Lafayette,59400,14082,23.71
28071,Mississippi,Lafayette,59843,14024,23.43
28073,Mississippi,Lamar,64219,13838,21.55
28073,Mississippi,Lamar,64393,13983,21.72
28073,Mississippi,Lamar,65420,14596,22.31
28073,Mississippi,Lamar,65811,14764,22.43
28073,Mississippi,Lamar,66207,14943,22.57
28073,Mississippi,Lamar,66734,15508,23.24
28075,Mississippi,Lauderdale,72978,32540,44.59
28075,Mississippi,Lauderdale,72676,32461,44.67
28075,Mississippi,Lauderdale,72032,32442,45.04
28075,Mississippi,Lauderdale,71323,32164,45.1
28075,Mississippi,Lauderdale,70901,31901,44.99
28075,Mississippi,Lauderdale,70588,31756,44.99
28077,Mississippi,Lawrence,12015,3922,32.64
28077,Mississippi,Lawrence,11984,3910,32.63
28077,Mississippi,Lawrence,11790,3852,32.67
28077,Mississippi,Lawrence,11766,3839,32.63
28077,Mississippi,Lawrence,11718,3784,32.29
28077,Mississippi,Lawrence,11672,3778,32.37
28079,Mississippi,Leake,21273,8621,40.53
28079,Mississippi,Leake,21250,8630,40.61
28079,Mississippi,Leake,21270,8605,40.46
28079,Mississippi,Leake,21279,8471,39.81
28079,Mississippi,Leake,21336,8455,39.63
28079,Mississippi,Leake,21462,8422,39.24
28081,Mississippi,Lee,83346,25660,30.79
28081,Mississippi,Lee,83319,25726,30.88
28081,Mississippi,Lee,83002,25817,31.1
28081,Mississippi,Lee,82946,25952,31.29
28081,Mississippi,Lee,82893,26110,31.5
28081,Mississippi,Lee,83012,26317,31.7
28083,Mississippi,Leflore,28493,21467,75.34
28083,Mississippi,Leflore,28341,21360,75.37
28083,Mississippi,Leflore,27676,20797,75.14
28083,Mississippi,Leflore,26938,20187,74.94
28083,Mississippi,Leflore,26595,19936,74.96
28083,Mississippi,Leflore,26157,19665,75.18
28085,Mississippi,Lincoln,34922,10567,30.26
28085,Mississippi,Lincoln,34844,10522,30.2
28085,Mississippi,Lincoln,34961,10473,29.96
28085,Mississippi,Lincoln,34807,10377,29.81
28085,Mississippi,Lincoln,34815,10378,29.81
28085,Mississippi,Lincoln,34956,10409,29.78
28087,Mississippi,Lowndes,58884,26389,44.82
28087,Mississippi,Lowndes,58783,26402,44.91
28087,Mississippi,Lowndes,58133,26320,45.28
28087,Mississippi,Lowndes,57694,26217,45.44
28087,Mississippi,Lowndes,57369,26243,45.74
28087,Mississippi,Lowndes,57210,26219,45.83
28089,Mississippi,Madison,109130,41428,37.96
28089,Mississippi,Madison,109252,41475,37.96
28089,Mississippi,Madison,109972,41868,38.07
28089,Mississippi,Madison,111694,42670,38.2
28089,Mississippi,Madison,113068,43173,38.18
28089,Mississippi,Madison,114247,43724,38.27
28091,Mississippi,Marion,24439,7725,31.61
28091,Mississippi,Marion,24376,7698,31.58
28091,Mississippi,Marion,24308,7659,31.51
28091,Mississippi,Marion,24142,7632,31.61
28091,Mississippi,Marion,24133,7601,31.5
28091,Mississippi,Marion,24008,7508,31.27
28093,Mississippi,Marshall,33753,15859,46.99
28093,Mississippi,Marshall,33783,15856,46.93
28093,Mississippi,Marshall,33660,15445,45.89
28093,Mississippi,Marshall,33897,15385,45.39
28093,Mississippi,Marshall,34180,15391,45.03
28093,Mississippi,Marshall,34374,15278,44.45
28095,Mississippi,Monroe,34172,10437,30.54
28095,Mississippi,Monroe,34135,10431,30.56
28095,Mississippi,Monroe,33918,10387,30.62
28095,Mississippi,Monroe,33561,10301,30.69
28095,Mississippi,Monroe,33636,10312,30.66
28095,Mississippi,Monroe,33483,10241,30.59
28097,Mississippi,Montgomery,9818,4432,45.14
28097,Mississippi,Montgomery,9793,4401,44.94
28097,Mississippi,Montgomery,9696,4348,44.84
28097,Mississippi,Montgomery,9547,4273,44.76
28097,Mississippi,Montgomery,9565,4247,44.4
28097,Mississippi,Montgomery,9411,4216,44.8
28099,Mississippi,Neshoba,29097,6297,21.64
28099,Mississippi,Neshoba,29003,6291,21.69
28099,Mississippi,Neshoba,28923,6302,21.79
28099,Mississippi,Neshoba,28854,6283,21.78
28099,Mississippi,Neshoba,28908,6295,21.78
28099,Mississippi,Neshoba,28973,6335,21.87
28101,Mississippi,Newton,21290,6776,31.83
28101,Mississippi,Newton,21254,6748,31.75
28101,Mississippi,Newton,21088,6683,31.69
28101,Mississippi,Newton,21017,6682,31.79
28101,Mississippi,Newton,21041,6610,31.41
28101,Mississippi,Newton,21063,6644,31.54
28103,Mississippi,Noxubee,10276,7424,72.25
28103,Mississippi,Noxubee,10226,7395,72.32
28103,Mississippi,Noxubee,10116,7325,72.41
28103,Mississippi,Noxubee,10019,7233,72.19
28103,Mississippi,Noxubee,9938,7133,71.78
28103,Mississippi,Noxubee,9825,6992,71.17
28105,Mississippi,Oktibbeha,51782,19453,37.57
28105,Mississippi,Oktibbeha,51705,19443,37.6
28105,Mississippi,Oktibbeha,51803,19517,37.68
28105,Mississippi,Oktibbeha,51661,19389,37.53
28105,Mississippi,Oktibbeha,51721,19622,37.94
28105,Mississippi,Oktibbeha,51965,19738,37.98
28107,Mississippi,Panola,33203,16636,50.1
28107,Mississippi,Panola,33170,16612,50.08
28107,Mississippi,Panola,32902,16488,50.11
28107,Mississippi,Panola,32553,16224,49.84
28107,Mississippi,Panola,32651,16286,49.88
28107,Mississippi,Panola,32764,16339,49.87
28109,Mississippi,Pearl River,56147,6837,12.18
28109,Mississippi,Pearl River,56207,6866,12.22
28109,Mississippi,Pearl River,56519,6830,12.08
28109,Mississippi,Pearl River,57338,6925,12.08
28109,Mississippi,Pearl River,58198,7008,12.04
28109,Mississippi,Pearl River,59030,7084,12.0
28111,Mississippi,Perry,11512,2197,19.08
28111,Mississippi,Perry,11459,2180,19.02
28111,Mississippi,Perry,11507,2196,19.08
28111,Mississippi,Perry,11440,2184,19.09
28111,Mississippi,Perry,11433,2165,18.94
28111,Mississippi,Perry,11406,2131,18.68
28113,Mississippi,Pike,40325,22033,54.64
28113,Mississippi,Pike,40193,21987,54.7
28113,Mississippi,Pike,39976,22052,55.16
28113,Mississippi,Pike,39592,21864,55.22
28113,Mississippi,Pike,39271,21788,55.48
28113,Mississippi,Pike,38980,21659,55.56
28115,Mississippi,Pontotoc,31189,4928,15.8
28115,Mississippi,Pontotoc,31195,4934,15.82
28115,Mississippi,Pontotoc,31332,5060,16.15
28115,Mississippi,Pontotoc,31449,5161,16.41
28115,Mississippi,Pontotoc,31761,5227,16.46
28115,Mississippi,Pontotoc,32014,5332,16.66
28117,Mississippi,Prentiss,25007,3854,15.41
28117,Mississippi,Prentiss,24974,3850,15.42
28117,Mississippi,Prentiss,25052,3872,15.46
28117,Mississippi,Prentiss,25094,3910,15.58
28117,Mississippi,Prentiss,25310,3941,15.57
28117,Mississippi,Prentiss,25489,4027,15.8
28119,Mississippi,Quitman,6171,4500,72.92
28119,Mississippi,Quitman,6153,4487,72.92
28119,Mississippi,Quitman,5897,4322,73.29
28119,Mississippi,Quitman,5683,4170,73.38
28119,Mississippi,Quitman,5592,4103,73.37
28119,Mississippi,Quitman,5542,4052,73.11
28121,Mississippi,Rankin,157031,33498,21.33
28121,Mississippi,Rankin,157175,33630,21.4
28121,Mississippi,Rankin,157600,34696,22.02
28121,Mississippi,Rankin,158733,35727,22.51
28121,Mississippi,Rankin,160184,36923,23.05
28121,Mississippi,Rankin,160573,37295,23.23
28123,Mississippi,Scott,27993,10558,37.72
28123,Mississippi,Scott,27977,10533,37.65
28123,Mississippi,Scott,27617,10472,37.92
28123,Mississippi,Scott,27710,10352,37.36
28123,Mississippi,Scott,27619,10290,37.26
28123,Mississippi,Scott,27666,10302,37.24
28125,Mississippi,Sharkey,3803,2726,71.68
28125,Mississippi,Sharkey,3774,2714,71.91
28125,Mississippi,Sharkey,3629,2612,71.98
28125,Mississippi,Sharkey,3483,2517,72.27
28125,Mississippi,Sharkey,3378,2456,72.71
28125,Mississippi,Sharkey,3234,2364,73.1
28127,Mississippi,Simpson,25944,9218,35.53
28127,Mississippi,Simpson,25890,9217,35.6
28127,Mississippi,Simpson,25699,9126,35.51
28127,Mississippi,Simpson,25615,9061,35.37
28127,Mississippi,Simpson,25653,9020,35.16
28127,Mississippi,Simpson,25597,9032,35.29
28129,Mississippi,Smith,14219,3394,23.87
28129,Mississippi,Smith,14205,3374,23.75
28129,Mississippi,Smith,14199,3401,23.95
28129,Mississippi,Smith,14095,3387,24.03
28129,Mississippi,Smith,14108,3433,24.33
28129,Mississippi,Smith,14051,3423,24.36
28131,Mississippi,Stone,18331,3488,19.03
28131,Mississippi,Stone,18329,3492,19.05
28131,Mississippi,Stone,18736,3553,18.96
28131,Mississippi,Stone,18834,3523,18.71
28131,Mississippi,Stone,19004,3521,18.53
28131,Mississippi,Stone,19569,3644,18.62
28133,Mississippi,Sunflower,25816,19075,73.89
28133,Mississippi,Sunflower,25702,18996,73.91
28133,Mississippi,Sunflower,24681,18209,73.78
28133,Mississippi,Sunflower,24314,17854,73.43
28133,Mississippi,Sunflower,23940,17594,73.49
28133,Mississippi,Sunflower,23029,16939,73.56
28135,Mississippi,Tallahatchie,12711,7427,58.43
28135,Mississippi,Tallahatchie,12647,7383,58.38
28135,Mississippi,Tallahatchie,11969,6996,58.45
28135,Mississippi,Tallahatchie,11762,6794,57.76
28135,Mississippi,Tallahatchie,11517,6599,57.3
28135,Mississippi,Tallahatchie,10921,6316,57.83
28137,Mississippi,Tate,28064,8780,31.29
28137,Mississippi,Tate,28119,8794,31.27
28137,Mississippi,Tate,28173,8719,30.95
28137,Mississippi,Tate,28372,8693,30.64
28137,Mississippi,Tate,28389,8627,30.39
28137,Mississippi,Tate,28551,8722,30.55
28139,Mississippi,Tippah,21812,3666,16.81
28139,Mississippi,Tippah,21737,3648,16.78
28139,Mississippi,Tippah,21599,3628,16.8
28139,Mississippi,Tippah,21480,3577,16.65
28139,Mississippi,Tippah,21377,3536,16.54
28139,Mississippi,Tippah,21423,3589,16.75
28141,Mississippi,Tishomingo,18860,511,2.71
28141,Mississippi,Tishomingo,18854,518,2.75
28141,Mississippi,Tishomingo,18745,524,2.8
28141,Mississippi,Tishomingo,18626,544,2.92
28141,Mississippi,Tishomingo,18524,568,3.07
28141,Mississippi,Tishomingo,18553,588,3.17
28143,Mississippi,Tunica,9787,7659,78.26
28143,Mississippi,Tunica,9734,7606,78.14
28143,Mississippi,Tunica,9644,7478,77.54
28143,Mississippi,Tunica,9461,7395,78.16
28143,Mississippi,Tunica,9380,7313,77.96
28143,Mississippi,Tunica,9157,7168,78.28
28145,Mississippi,Union,27781,4340,15.62
28145,Mississippi,Union,27814,4377,15.74
28145,Mississippi,Union,28029,4433,15.82
28145,Mississippi,Union,28130,4447,15.81
28145,Mississippi,Union,28275,4487,15.87
28145,Mississippi,Union,28363,4548,16.03
28147,Mississippi,Walthall,13885,6054,43.6
28147,Mississippi,Walthall,13873,6050,43.61
28147,Mississippi,Walthall,13835,5987,43.27
28147,Mississippi,Walthall,13815,5883,42.58
28147,Mississippi,Walthall,13835,5854,42.31
28147,Mississippi,Walthall,13839,5833,42.15
28149,Mississippi,Warren,44719,22151,49.53
28149,Mississippi,Warren,44550,22067,49.53
28149,Mississippi,Warren,43440,21500,49.49
28149,Mississippi,Warren,42684,21041,49.29
28149,Mississippi,Warren,42323,21009,49.64
28149,Mississippi,Warren,42105,20997,49.87
28151,Mississippi,Washington,44928,32785,72.97
28151,Mississippi,Washington,44648,32579,72.97
28151,Mississippi,Washington,43605,31854,73.05
28151,Mississippi,Washington,42490,31106,73.21
28151,Mississippi,Washington,41902,30855,73.64
28151,Mississippi,Washington,41181,30305,73.59
28153,Mississippi,Wayne,19776,7969,40.3
28153,Mississippi,Wayne,19807,8005,40.42
28153,Mississippi,Wayne,19672,7924,40.28
28153,Mississippi,Wayne,19617,7933,40.44
28153,Mississippi,Wayne,19743,7993,40.49
28153,Mississippi,Wayne,19749,8008,40.55
28155,Mississippi,Webster,9924,1821,18.35
28155,Mississippi,Webster,9904,1825,18.43
28155,Mississippi,Webster,9975,1837,18.42
28155,Mississippi,Webster,9953,1796,18.04
28155,Mississippi,Webster,9989,1815,18.17
28155,Mississippi,Webster,10039,1807,18.0
28157,Mississippi,Wilkinson,8585,6059,70.58
28157,Mississippi,Wilkinson,8524,6013,70.54
28157,Mississippi,Wilkinson,8303,5828,70.19
28157,Mississippi,Wilkinson,8175,5691,69.61
28157,Mississippi,Wilkinson,7988,5544,69.4
28157,Mississippi,Wilkinson,7820,5381,68.81
28159,Mississippi,Winston,17710,8287,46.79
28159,Mississippi,Winston,17686,8285,46.84
28159,Mississippi,Winston,17573,8192,46.62
28159,Mississippi,Winston,17527,8159,46.55
28159,Mississippi,Winston,17476,8081,46.24
28159,Mississippi,Winston,17418,8069,46.33
28161,Mississippi,Yalobusha,12478,4912,39.37
28161,Mississippi,Yalobusha,12436,4891,39.33
28161,Mississippi,Yalobusha,12438,4829,38.82
28161,Mississippi,Yalobusha,12395,4808,38.79
28161,Mississippi,Yalobusha,12369,4743,38.35
28161,Mississippi,Yalobusha,12458,4798,38.51
28163,Mississippi,Yazoo,26745,15819,59.15
28163,Mississippi,Yazoo,26670,15775,59.15
28163,Mississippi,Yazoo,25180,14903,59.19
28163,Mississippi,Yazoo,24698,14492,58.68
28163,Mississippi,Yazoo,24603,14409,58.57
28163,Mississippi,Yazoo,23024,13556,58.88
47001,Tennessee,Anderson,77154,3195,4.14
47001,Tennessee,Anderson,77327,3195,4.13
47001,Tennessee,Anderson,77632,3153,4.06
47001,Tennessee,Anderson,79016,3225,4.08
47001,Tennessee,Anderson,80343,3323,4.14
47001,Tennessee,Anderson,81449,3392,4.16
47003,Tennessee,Bedford,50246,4365,8.69
47003,Tennessee,Bedford,50396,4352,8.64
47003,Tennessee,Bedford,51201,4446,8.68
47003,Tennessee,Bedford,52088,4533,8.7
47003,Tennessee,Bedford,53274,4568,8.57
47003,Tennessee,Bedford,54228,4656,8.59
47005,Tennessee,Benton,15865,425,2.68
47005,Tennessee,Benton,15853,422,2.66
47005,Tennessee,Benton,15836,403,2.54
47005,Tennessee,Benton,16001,390,2.44
47005,Tennessee,Benton,16167,423,2.62
47005,Tennessee,Benton,16173,412,2.55
47007,Tennessee,Bledsoe,14916,1052,7.05
47007,Tennessee,Bledsoe,14955,1054,7.05
47007,Tennessee,Bledsoe,14839,941,6.34
47007,Tennessee,Bledsoe,14769,810,5.48
47007,Tennessee,Bledsoe,15008,821,5.47
47007,Tennessee,Bledsoe,15591,969,6.22
47009,Tennessee,Blount,135284,4140,3.06
47009,Tennessee,Blount,135656,4152,3.06
47009,Tennessee,Blount,137624,4218,3.06
47009,Tennessee,Blount,139789,4214,3.01
47009,Tennessee,Blount,141384,4291,3.03
47009,Tennessee,Blount,142211,4353,3.06
47011,Tennessee,Bradley,108620,5811,5.35
47011,Tennessee,Bradley,108831,5844,5.37
47011,Tennessee,Bradley,109766,5962,5.43
47011,Tennessee,Bradley,110814,6041,5.45
47011,Tennessee,Bradley,112132,6119,5.46
47011,Tennessee,Bradley,113782,6284,5.52
47013,Tennessee,Campbell,39278,193,0.49
47013,Tennessee,Campbell,39306,201,0.51
47013,Tennessee,Campbell,39457,213,0.54
47013,Tennessee,Campbell,39578,220,0.56
47013,Tennessee,Campbell,40225,260,0.65
47013,Tennessee,Campbell,40238,283,0.7
47015,Tennessee,Cannon,14503,298,2.05
47015,Tennessee,Cannon,14561,305,2.09
47015,Tennessee,Cannon,14537,309,2.13
47015,Tennessee,Cannon,14797,335,2.26
47015,Tennessee,Cannon,15051,363,2.41
47015,Tennessee,Cannon,15142,352,2.32
47017,Tennessee,Carroll,28436,2950,10.37
47017,Tennessee,Carroll,28428,2937,10.33
47017,Tennessee,Carroll,28291,2832,10.01
47017,Tennessee,Carroll,28431,2877,10.12
47017,Tennessee,Carroll,28950,2954,10.2
47017,Tennessee,Carroll,29107,2922,10.04
47019,Tennessee,Carter,56363,1125,2.0
47019,Tennessee,Carter,56386,1139,2.02
47019,Tennessee,Carter,56095,1137,2.03
47019,Tennessee,Carter,56531,1218,2.15
47019,Tennessee,Carter,57112,1253,2.19
47019,Tennessee,Carter,57434,1281,2.23
47021,Tennessee,Cheatham,41021,1012,2.47
47021,Tennessee,Cheatham,41090,1049,2.55
47021,Tennessee,Cheatham,41460,1198,2.89
47021,Tennessee,Cheatham,41742,1241,2.97
47021,Tennessee,Cheatham,42247,1365,3.23
47021,Tennessee,Cheatham,42604,1475,3.46
47023,Tennessee,Chester,17352,1624,9.36
47023,Tennessee,Chester,17385,1621,9.32
47023,Tennessee,Chester,17475,1644,9.41
47023,Tennessee,Chester,17599,1640,9.32
47023,Tennessee,Chester,17722,1649,9.3
47023,Tennessee,Chester,17876,1632,9.13
47025,Tennessee,Claiborne,32037,378,1.18
47025,Tennessee,Claiborne,32066,386,1.2
47025,Tennessee,Claiborne,32055,395,1.23
47025,Tennessee,Claiborne,32400,400,1.23
47025,Tennessee,Claiborne,32738,424,1.3
47025,Tennessee,Claiborne,33070,458,1.38
47027,Tennessee,Clay,7585,118,1.56
47027,Tennessee,Clay,7594,118,1.55
47027,Tennessee,Clay,7591,122,1.61
47027,Tennessee,Clay,7635,118,1.55
47027,Tennessee,Clay,7672,125,1.63
47027,Tennessee,Clay,7857,134,1.71
47029,Tennessee,Cocke,35997,756,2.1
47029,Tennessee,Cocke,36043,752,2.09
47029,Tennessee,Cocke,36367,764,2.1
47029,Tennessee,Cocke,36786,805,2.19
47029,Tennessee,Cocke,37272,813,2.18
47029,Tennessee,Cocke,37596,845,2.25
47031,Tennessee,Coffee,57889,2406,4.16
47031,Tennessee,Coffee,58145,2436,4.19
47031,Tennessee,Coffee,58986,2496,4.23
47031,Tennessee,Coffee,59663,2534,4.25
47031,Tennessee,Coffee,60472,2596,4.29
47031,Tennessee,Coffee,61285,2601,4.24
47033,Tennessee,Crockett,13908,2029,14.59
47033,Tennessee,Crockett,13905,2036,14.64
47033,Tennessee,Crockett,13988,2050,14.66
47033,Tennessee,Crockett,13862,1985,14.32
47033,Tennessee,Crockett,13991,2051,14.66
47033,Tennessee,Crockett,13973,2049,14.66
47035,Tennessee,Cumberland,61145,482,0.79
47035,Tennessee,Cumberland,61372,494,0.8
47035,Tennessee,Cumberland,62391,548,0.88
47035,Tennessee,Cumberland,63537,561,0.88
47035,Tennessee,Cumberland,64848,615,0.95
47035,Tennessee,Cumberland,65618,635,0.97
47037,Tennessee,Davidson,715884,191679,26.78
47037,Tennessee,Davidson,716095,191436,26.73
47037,Tennessee,Davidson,700966,186418,26.59
47037,Tennessee,Davidson,711280,187055,26.3
47037,Tennessee,Davidson,719092,187250,26.04
47037,Tennessee,Davidson,729505,188973,25.9
47039,Tennessee,Decatur,11436,336,2.94
47039,Tennessee,Decatur,11433,332,2.9
47039,Tennessee,Decatur,11408,332,2.91
47039,Tennessee,Decatur,11546,322,2.79
47039,Tennessee,Decatur,11709,326,2.78
47039,Tennessee,Decatur,11800,358,3.03
47041,Tennessee,DeKalb,20079,418,2.08
47041,Tennessee,DeKalb,20191,425,2.1
47041,Tennessee,DeKalb,20506,453,2.21
47041,Tennessee,DeKalb,21013,467,2.22
47041,Tennessee,DeKalb,21337,481,2.25
47041,Tennessee,DeKalb,21747,520,2.39
47043,Tennessee,Dickson,54317,2238,4.12
47043,Tennessee,Dickson,54453,2239,4.11
47043,Tennessee,Dickson,55194,2257,4.09
47043,Tennessee,Dickson,55793,2297,4.12
47043,Tennessee,Dickson,56835,2333,4.1
47043,Tennessee,Dickson,57641,2347,4.07
47045,Tennessee,Dyer,36799,5495,14.93
47045,Tennessee,Dyer,36709,5498,14.98
47045,Tennessee,Dyer,36605,5521,15.08
47045,Tennessee,Dyer,36392,5545,15.24
47045,Tennessee,Dyer,36432,5645,15.49
47045,Tennessee,Dyer,36403,5712,15.69
47047,Tennessee,Fayette,41714,11677,27.99
47047,Tennessee,Fayette,41865,11731,28.02
47047,Tennessee,Fayette,42615,11786,27.66
47047,Tennessee,Fayette,43296,11972,27.65
47047,Tennessee,Fayette,44082,12292,27.88
47047,Tennessee,Fayette,44476,12428,27.94
47049,Tennessee,Fentress,18487,92,0.5
47049,Tennessee,Fentress,18534,95,0.51
47049,Tennessee,Fentress,18839,107,0.57
47049,Tennessee,Fentress,19336,117,0.61
47049,Tennessee,Fentress,19708,131,0.66
47049,Tennessee,Fentress,20129,143,0.71
47051,Tennessee,Franklin,42733,2215,5.18
47051,Tennessee,Franklin,42812,2208,5.16
47051,Tennessee,Franklin,43161,2187,5.07
47051,Tennessee,Franklin,44156,2196,4.97
47051,Tennessee,Franklin,44682,2192,4.91
47051,Tennessee,Franklin,45137,2242,4.97
47053,Tennessee,Gibson,50413,9197,18.24
47053,Tennessee,Gibson,50447,9195,18.23
47053,Tennessee,Gibson,50471,9071,17.97
47053,Tennessee,Gibson,50855,8984,17.67
47053,Tennessee,Gibson,51152,9056,17.7
47053,Tennessee,Gibson,51422,9150,17.79
47055,Tennessee,Giles,30343,3125,10.3
47055,Tennessee,Giles,30344,3120,10.28
47055,Tennessee,Giles,30411,3047,10.02
47055,Tennessee,Giles,30560,2992,9.79
47055,Tennessee,Giles,30815,2974,9.65
47055,Tennessee,Giles,30971,2984,9.63
47057,Tennessee,Grainger,23528,271,1.15
47057,Tennessee,Grainger,23569,276,1.17
47057,Tennessee,Grainger,23801,296,1.24
47057,Tennessee,Grainger,24191,266,1.1
47057,Tennessee,Grainger,24697,312,1.26
47057,Tennessee,Grainger,25073,316,1.26
47059,Tennessee,Greene,70161,1721,2.45
47059,Tennessee,Greene,70348,1726,2.45
47059,Tennessee,Greene,70570,1687,2.39
47059,Tennessee,Greene,71279,1735,2.43
47059,Tennessee,Greene,72546,1782,2.46
47059,Tennessee,Greene,73398,1811,2.47
47061,Tennessee,Grundy,13533,111,0.82
47061,Tennessee,Grundy,13548,117,0.86
47061,Tennessee,Grundy,13595,129,0.95
47061,Tennessee,Grundy,13813,159,1.15
47061,Tennessee,Grundy,13992,194,1.39
47061,Tennessee,Grundy,14148,204,1.44
47063,Tennessee,Hamblen,64497,2935,4.55
47063,Tennessee,Hamblen,64542,2926,4.53
47063,Tennessee,Hamblen,64361,2929,4.55
47063,Tennessee,Hamblen,65263,2950,4.52
47063,Tennessee,Hamblen,66466,2991,4.5
47063,Tennessee,Hamblen,67715,3066,4.53
47065,Tennessee,Hamilton,366837,70166,19.13
47065,Tennessee,Hamilton,367891,70165,19.07
47065,Tennessee,Hamilton,369678,69474,18.79
47065,Tennessee,Hamilton,375861,69241,18.42
47065,Tennessee,Hamilton,381272,69187,18.15
47065,Tennessee,Hamilton,386256,69166,17.91
47067,Tennessee,Hancock,6660,36,0.54
47067,Tennessee,Hancock,6626,36,0.54
47067,Tennessee,Hancock,6794,35,0.52
47067,Tennessee,Hancock,6838,43,0.63
47067,Tennessee,Hancock,6963,50,0.72
47067,Tennessee,Hancock,7038,59,0.84
47069,Tennessee,Hardeman,25461,10773,42.31
47069,Tennessee,Hardeman,25438,10744,42.24
47069,Tennessee,Hardeman,25266,10597,41.94
47069,Tennessee,Hardeman,25493,10677,41.88
47069,Tennessee,Hardeman,25523,10625,41.63
47069,Tennessee,Hardeman,25434,10570,41.56
47071,Tennessee,Hardin,26977,959,3.55
47071,Tennessee,Hardin,26958,953,3.54
47071,Tennessee,Hardin,26980,942,3.49
47071,Tennessee,Hardin,27240,979,3.59
47071,Tennessee,Hardin,27449,971,3.54
47071,Tennessee,Hardin,27617,974,3.53
47073,Tennessee,Hawkins,56723,862,1.52
47073,Tennessee,Hawkins,56721,869,1.53
47073,Tennessee,Hawkins,57206,902,1.58
47073,Tennessee,Hawkins,57915,890,1.54
47073,Tennessee,Hawkins,58608,908,1.55
47073,Tennessee,Hawkins,59371,954,1.61
47075,Tennessee,Haywood,17861,9174,51.36
47075,Tennessee,Haywood,17825,9156,51.37
47075,Tennessee,Haywood,17673,8979,50.81
47075,Tennessee,Haywood,17470,8852,50.67
47075,Tennessee,Haywood,17312,8830,51.01
47075,Tennessee,Haywood,17097,8602,50.31
47077,Tennessee,Henderson,27840,2194,7.88
47077,Tennessee,Henderson,27831,2194,7.88
47077,Tennessee,Henderson,27916,2203,7.89
47077,Tennessee,Henderson,27907,2200,7.88
47077,Tennessee,Henderson,28065,2187,7.79
47077,Tennessee,Henderson,28183,2256,8.0
47079,Tennessee,Henry,32196,2438,7.57
47079,Tennessee,Henry,32146,2421,7.53
47079,Tennessee,Henry,32248,2395,7.43
47079,Tennessee,Henry,32328,2380,7.36
47079,Tennessee,Henry,32454,2345,7.23
47079,Tennessee,Henry,32883,2331,7.09
47081,Tennessee,Hickman,24907,1206,4.84
47081,Tennessee,Hickman,24970,1215,4.87
47081,Tennessee,Hickman,25082,1129,4.5
47081,Tennessee,Hickman,25479,1213,4.76
47081,Tennessee,Hickman,25788,1238,4.8
47081,Tennessee,Hickman,25859,1214,4.69
47083,Tennessee,Houston,8284,280,3.38
47083,Tennessee,Houston,8305,285,3.43
47083,Tennessee,Houston,8292,276,3.33
47083,Tennessee,Houston,8230,277,3.37
47083,Tennessee,Houston,8398,283,3.37
47083,Tennessee,Houston,8538,301,3.53
47085,Tennessee,Humphreys,18985,588,3.1
47085,Tennessee,Humphreys,18996,594,3.13
47085,Tennessee,Humphreys,19179,573,2.99
47085,Tennessee,Humphreys,19046,552,2.9
47085,Tennessee,Humphreys,19293,587,3.04
47085,Tennessee,Humphreys,19554,622,3.18
47087,Tennessee,Jackson,11614,89,0.77
47087,Tennessee,Jackson,11631,94,0.81
47087,Tennessee,Jackson,11771,104,0.88
47087,Tennessee,Jackson,12022,107,0.89
47087,Tennessee,Jackson,12344,124,1.0
47087,Tennessee,Jackson,12376,126,1.02
47089,Tennessee,Jefferson,54681,1139,2.08
47089,Tennessee,Jefferson,54917,1151,2.1
47089,Tennessee,Jefferson,55550,1144,2.06
47089,Tennessee,Jefferson,56739,1195,2.11
47089,Tennessee,Jefferson,57897,1228,2.12
47089,Tennessee,Jefferson,59217,1272,2.15
47091,Tennessee,Johnson,17952,442,2.46
47091,Tennessee,Johnson,17994,445,2.47
47091,Tennessee,Johnson,18061,480,2.66
47091,Tennessee,Johnson,18044,439,2.43
47091,Tennessee,Johnson,18376,481,2.62
47091,Tennessee,Johnson,18506,494,2.67
47093,Tennessee,Knox,478959,42937,8.96
47093,Tennessee,Knox,480530,43103,8.97
47093,Tennessee,Knox,486005,43315,8.91
47093,Tennessee,Knox,495882,43686,8.81
47093,Tennessee,Knox,501576,43803,8.73
47093,Tennessee,Knox,506748,44322,8.75
47095,Tennessee,Lake,6999,1973,28.19
47095,Tennessee,Lake,6985,1979,28.33
47095,Tennessee,Lake,6588,1760,26.72
47095,Tennessee,Lake,6493,1757,27.06
47095,Tennessee,Lake,6407,1758,27.44
47095,Tennessee,Lake,6422,1755,27.33
